"SITE_ID","YEAR","VISIT_NO","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M" 
"OWW04440-0127",2004,1,0.35,34.2,0,0,65.32,0.9,5.71,336,0.932 
"OWW04440-0486",2004,1,0.57,100.53,0,0,0.16,0,0,263,0.932 
"OWW04440-0383",2004,1,25.8,30.95,5.28,0.17,51.08,1.17,5.81,184,0.936 
"WUTP99-0514",2000,1,65.18,47.29,0.18,0,0.15,0,0,2981,0.938 
"WMTP99-0749",2002,1,21.09,73.6,0,0,0,0.19,0.23,1801,0.94 
"WMTP99-0803",2003,1,43.57,73.5,0,0.38,0,0.47,0.57,1726,0.943 
"WORP99-0928",2002,1,1.93,99.55,0,0,0,0,0,1234,0.951 
"WWYP99-0537",2001,1,5.79,77.28,0,0,0,0,0,2522,0.951 
"WIDP99-0770",2003,1,19.34,92.99,0,0,0,0,0,1150,0.953 
"WUTP99-0521",2000,1,26.77,57.45,0.03,0,0.02,0,0,2571,0.955 
"WCAP99-0742",2001,1,21.53,92.7,0,0.36,0,2.87,1.53,1569,0.956 
"WUTP99-0562",2003,1,94.47,67.06,0.08,0,0.07,0.25,0,2512,0.957 
"WIDP99-0694",2002,1,38.87,56.63,0.93,0,0,0.86,0.02,1960,0.961 
"WORP99-0997",2003,1,2.98,89.68,0.03,0,0,0,0.33,1740,0.965 
"WWAP99-0776",2003,1,2.21,47.17,0,0,0,0,0,1184,0.973 
"WORP99-0605",2000,1,11.86,91.54,0.82,0.47,0,1,0,885,0.978 
"WWAP99-0614",2001,1,27.02,90.77,0.01,0.02,0,1.82,0.62,602,0.98 
"WCAP99-0604",2000,1,6.11,74.08,0.21,0,0,1.03,0.16,1274,0.981 
"WIDP99-0515",2000,1,6.92,81.11,0,0,0,1.71,0,1473,0.981 
"WWAP99-0688",2002,1,21.32,71.87,0,0,0,0.16,0,880,0.988 
"WIDP99-0516",2000,1,17.07,97.03,0.03,0,0,0.01,0,1573,0.992 
"WCAP99-0590",2000,1,68.68,89.2,0,0,1.03,1.59,0.61,60,0.993 
"WIDP99-0503",2000,1,1.29,94.03,0,0,0,2.25,0,925,0.994 
"WCAP99-0509",2001,1,29.12,59.38,0,0,0,0.57,0,2003,1.002 
"WUTP99-0590",2001,1,366.99,40.05,0.59,0.02,0,0.58,0.01,1710,1.004 
"WORP99-0530",2000,1,1.23,98.57,0,0,0,0,0,1729,1.006 
"WWAP99-0641",2001,1,6.29,70.75,0,0,0,0.62,0,1465,1.009 
"WWYP99-0594",2001,1,5.77,90.88,0,0,0,0,0,2483,1.012 
"OWW04440-0170",2004,1,2.3,60.26,0,0.16,39.52,2.86,23.04,628,1.015 
"WCAP99-1096",2002,1,21.06,79.15,0,0.53,0,0.81,4.17,36,1.029 
"WIDP99-0699",2002,1,5.97,92.84,0,0.34,0,1.3,1.17,969,1.031 
"WMTP99-0517",2001,1,12.91,65.78,0,0,0,0,0.07,2135,1.035 
"WCAP99-0883",2001,1,3.35,91.87,0,0,0,0.2,5.65,258,1.039 
"OWW04440-0723",2004,1,60.64,26.36,0.54,1,44.02,1.34,15.79,183,1.04 
"WWAP99-0524",2001,1,7.76,98.58,0.16,0,0,0.92,0,781,1.053 
"WCOP99-0511",2000,1,13.48,28.72,0,0.37,0,1.06,0.07,2984,1.055 
"WIDP99-0602",2001,1,119.86,89.79,0.12,0,0,0.15,0,1172,1.055 
"WWYP99-0511",2000,1,2.33,26.4,0,0,0,0,0,2714,1.057 
"WNVP99-0571",2004,1,3.05,90.77,0,0,0,0.15,0,2476,1.062 
"WIDP99-0737",2002,1,2.53,64.77,0,0,0,0.09,1.18,1871,1.067 
"VAEQ99-0459",2004,1,0.71,99.44,0.25,0,0,1.64,5.55,72,1.071 
"WCAP99-0843",2001,1,16.51,86.12,0,0,0,1.67,0,1061,1.074 
"WMTP99-0523",2003,1,6.95,60.92,0,0,0,0,0.28,2129,1.074 
"NEWS04-3406",2004,1,78.7,53.26,2.4,35.16,6.48,3.53,343.85,64,1.075 
"WCAP99-0768",2001,1,146.14,79.69,0,0,0,0.8,0.71,544,1.076 
"WMTP99-0836",2003,1,1.22,98.22,0,0,0,0,0,1668,1.081 
"WWYP99-0591",2001,1,124.4,51.96,0.49,0,0,0.44,0.01,2328,1.082 
"WORP99-0851",2002,1,9.2,69.54,0.01,0.01,0,1.02,0,1057,1.084 
"WIDP99-0726",2002,1,5.69,94.1,0,0,0.02,0.18,0,904,1.085 
"WCAP99-1048",2002,1,111.69,67.64,0.03,1.05,5.48,1.61,46.19,34,1.086 
"WIDP99-0502",2000,1,40.22,75.22,0.83,0,0,1.17,0.07,1566,1.103 
"WCAP99-0755",2001,1,5.06,52.09,0.36,0,0,0,0.98,1517,1.105 
"WCAP99-0845",2001,1,24.86,79.71,0.74,0,0,2.35,0,1093,1.111 
"WWAP99-0563",2003,1,1135.04,66.96,0.05,0.19,0.37,0.38,0.14,571,1.112 
"WIDP99-0508",2000,1,1.58,46.32,0,0,0,0,0,2427,1.115 
"WMTP99-0609",2001,1,25.65,95.58,0,0,0,0.45,0.19,1943,1.117 
"WWAP99-0704",2002,1,3.87,58.46,0,0,0,0,0,1118,1.126 
"OWW04440-0138",2004,1,2.31,69.73,0.19,18.39,11.66,6.95,400,35,1.128 
"WCAP99-0812",2001,1,114.46,72.53,0,2.13,0,1.66,30.52,560,1.129 
"WCOP99-0508",2000,1,26.95,56.04,0,0,0.01,0,0.03,3018,1.132 
"WCAP99-0885",2003,1,43.51,87.5,0,0,0,1.4,3.88,595,1.133 
"WCAP99-0587",2000,1,6.56,85.86,0,0.8,0,0.9,0.3,485,1.144 
"WORP99-0551",2000,1,3.23,66.51,0.03,0,0,0.72,0,1051,1.148 
"WCAP99-1079",2002,1,25.26,82.1,0,0,0,0,0.19,1263,1.152 
"WMTP99-0600",2001,1,44.79,75.44,0.09,0,0,0.66,0.06,1160,1.152 
"WCAP99-0503",2000,1,112.49,52.58,0,0,0,0,0.08,1988,1.155 
"WWAP99-0512",2000,1,28.38,67.64,0.09,0,0,1.35,0.1,936,1.167 
"WWAP99-0593",2003,1,7.9,58.75,0,0,0,0,0,1087,1.168 
"WCAP99-1020",2002,1,23.49,47.43,0.03,0.02,0.72,0.15,4.63,1146,1.169 
"WIDP99-0738",2002,1,56.81,94.86,0.11,0,0,0.64,0.07,1293,1.173 
"WWAP99-0622",2001,1,1.31,99.45,0,0,0,0,0,976,1.18 
"OWW04440-0050",2004,1,5.73,92.22,0,1.48,5.99,1.3,52.96,104,1.185 
"OWW04440-0210",2004,1,16.12,89.53,5.37,2.06,0.36,1.58,10.79,413,1.185 
"WMTP99-0607",2001,1,42.65,79.49,0.3,0,0,0.46,0.18,1152,1.185 
"NEWS04-3303",2004,1,70.89,83.84,3.42,0.82,3.44,1.17,11.01,289,1.187 
"WCAP99-0619",2000,1,0.18,88.46,0,0,0,0,63.15,127,1.187 
"WCAP99-0835",2001,1,2.87,68.08,0,0,0,1.85,13.54,122,1.187 
"WCAP99-0756",2001,1,13.13,89.5,2.3,0.02,0,0.68,0,1761,1.19 
"WWAP99-0542",2003,1,3.76,94.26,0,0,0,0.2,0,758,1.194 
"NEWS04-3206",2004,1,62.76,82.83,5.89,5.33,4.15,1.58,23.89,66,1.195 
"WORP99-0515",2000,1,6.22,96.66,0.86,0,0,0.22,0,1921,1.196 
"WIDP99-0729",2002,1,7.27,99.09,0,0,0,0.03,0,1135,1.206 
"NEWS04-1901",2004,1,14.53,97.46,0.62,0,1.51,0.43,0.75,368,1.217 
"WCAP99-0512",2001,1,62.48,67.69,0,0,0,1.27,0,374,1.218 
"WCOP99-0518",2000,1,10.3,11.26,0,0,0,0,0.38,3032,1.226 
"WCAP99-1051",2002,1,3.44,81.47,0,0.47,3.68,0.23,48.69,43,1.23 
"WCAP99-1057",2002,1,1.75,97.81,0,0,0,0,0,106,1.231 
"WWAP99-0721",2002,1,1.95,98.34,0,0,0,2.24,1.53,1083,1.233 
"OWW04440-0692",2004,1,1.43,48.66,4.63,0,46.47,1.99,11.8,33,1.246 
"WCAP99-0760",2001,1,28.12,97.54,0,0,0,2.6,0.85,989,1.246 
"WWAP99-0611",2001,1,1.13,96.18,0,0,0,0,0,1733,1.256 
"WCAP99-0831",2001,1,55.49,89.36,0,0,0,1.42,0.16,813,1.264 
"WIDP99-0725",2002,1,4.95,87.95,0,0,0,2.12,1.21,1011,1.264 
"OWW04440-0258",2004,1,13.63,86.6,11.63,0,0.08,0,0,525,1.266 
"WORP99-0885",2002,1,325.6,87.45,0.01,0.02,4.6,1.84,2.22,154,1.266 
"WWAP99-0502",2000,1,23.02,63.95,0.01,0.01,0,1.07,0,1047,1.271 
"WCAP99-1062",2002,1,71.09,75.21,0,0,0,0.74,0.25,575,1.273 
"WCAP99-0624",2001,1,5885.17,78.02,0.01,2.32,1.68,1.84,33.84,14,1.278 
"WCAP99-1071",2002,1,21.95,51.7,0,0,0,1.4,0.09,1570,1.281 
"OWW04440-0889",2004,1,2.37,9.34,0,0,86.74,0.93,5.04,66,1.284 
"WIDP99-0504",2000,1,108.04,94.83,0,0.08,0.02,1.77,0.12,892,1.3 
"WCAP99-0747",2001,1,8.48,54.09,0,34.77,1.6,5.95,456.13,298,1.301 
"WCAP99-0991",2002,1,35.33,60.26,0,0,0,0.59,0.19,2179,1.301 
"WCAP99-1050",2002,1,32.3,55.7,0,0,0,1.62,0.06,1495,1.302 
"WCAP99-0614",2003,1,75.59,80.34,0,0,0,1,0.93,40,1.304 
"WORP99-0666",2001,1,11.71,46.59,0,0.07,50.44,1.82,21.52,62,1.31 
"OWW04440-0133",2004,1,7.83,0.09,0.14,0,99.73,1.67,0.89,53,1.319 
"WCOP99-0502",2000,1,2.07,2.21,0,0,0,0,0,3470,1.341 
"WCAP99-0598",2002,1,6.95,67.67,0,0,0,1.88,0.14,520,1.342 
"WCAP99-0593",2001,1,9.45,96.44,0,0,0,2,0,568,1.347 
"WIDP99-0614",2001,1,37.73,67.98,0,0,0,0.02,0.02,1097,1.351 
"WCAP99-0824",2001,1,5.69,94.31,0.02,0,0,2.19,0,1715,1.359 
"WORP99-0677",2001,1,21.6,67.56,0.55,0.03,0.03,0.52,0,1687,1.359 
"WWAP99-0630",2001,1,64.75,56.62,0,0,0,0.65,1.22,1042,1.368 
"WORP99-0893",2003,1,1.33,77.14,0,0,0,0.74,0.75,384,1.374 
"WCAP99-0744",2001,1,152.8,92.05,0,0,0,1.1,0.007,1194,1.378 
"WCAP99-0838",2001,1,2.74,86.15,0,0,0,0,8.02,89,1.385 
"WCAP99-0810",2001,1,2.5,67.15,0,0,0,0.22,0,787,1.387 
"WORP99-1017",2003,1,15.5,89.06,0.01,0.01,0.01,0.84,0,1256,1.391 
"WWYP99-0585",2001,1,11.78,23.21,0,0,0,0,0,2258,1.391 
"OWW04440-0921",2004,1,2.93,8.53,6.07,4.17,81.32,1.2,32.42,23,1.395 
"WMTP99-0608",2001,1,29.72,87.78,0.11,0.01,0,0.38,0.06,1177,1.395 
"WCAP99-0583",2001,1,4.26,86.97,0,0,0,0.9,0.23,1112,1.415 
"WCAP99-0629",2002,1,16.79,49.53,0,0,0,0.66,0.53,2244,1.421 
"WWAP99-0702",2002,1,1.02,81,0,0,0,0,0,1179,1.421 
"WWAP99-0507",2000,1,13.13,84.8,0.09,0.33,0,1.5,0,1285,1.423 
"WCAP99-1065",2002,1,2.49,85.71,0,0,0,1.6,0,1039,1.426 
"WIDP99-0611",2001,1,39.11,59.67,0,0,0,0.89,0.02,1921,1.426 
"WWAP99-0732",2002,1,2.77,82.12,0,0,0,0,0,715,1.426 
"WCAP99-1100",2002,1,236.66,87.82,0.03,0.95,0.35,1.94,7.34,579,1.429 
"WORP99-0701",2001,1,10.21,86.99,0.14,0.51,0,0.68,0,1010,1.43 
"WMTP99-0705",2002,1,24.72,77.43,0,0.86,0,0.71,0,1314,1.435 
"WIDP99-0690",2002,1,12.74,49.35,0,0.01,0,2.31,0,1032,1.453 
"VAEQ99-0486",2004,1,102.39,60.49,0.21,0.7,37.16,1.7,11.69,437,1.458 
"WCAP99-0600",2000,1,32.36,72.46,0,0,3.07,0.55,2.53,25,1.459 
"OWW04440-0801",2004,1,174.45,38.75,46.76,1.3,4.59,1.12,3.88,3,1.46 
"WWAP99-0735",2002,1,145.28,65.71,0,0,0,0.09,0.02,789,1.461 
"WCAP99-0521",2000,1,58.13,78.21,0,0.07,0,1.28,0.89,1339,1.466 
"WMTP99-0515",2000,1,11.59,70,0.13,0,0,0.41,0,1606,1.492 
"WORP99-1018",2003,1,29.95,97.11,0,0,0,1.07,1.03,294,1.503 
"WWAP99-0697",2002,1,2.82,87.91,0,0,0,0,0,806,1.511 
"WCAP99-0988",2002,1,16.61,97.17,0,0,0,1.39,0,1501,1.52 
"WCAP99-0574",2000,1,1.3,80.52,0,0,0,2.23,0,937,1.524 
"WCAP99-1056",2002,1,22.96,48.05,0,0.05,0,1.28,1.35,924,1.527 
"WORP99-0659",2001,1,10.44,92.57,0,0,0,1.25,2.68,317,1.53 
"WIDP99-0607",2001,1,225.03,86.48,0.06,0.01,0,1.86,0,835,1.534 
"OWW04440-0393",2004,1,1.27,3.87,0.07,95.93,0.14,13.72,1490.62,11,1.542 
"WORP99-0735",2001,1,60.75,29.23,0.66,0.24,66.23,1.14,7.5,92,1.547 
"WWAP99-0705",2002,1,1.47,49.84,0,0,0,0,0,1273,1.562 
"WORP99-0830",2002,1,31.83,44.27,0.04,0,0,0,0.03,1642,1.567 
"OWW04440-0857",2004,1,11.5,92.46,0.02,0,5.08,0.66,4.69,82,1.576 
"WCAP99-0825",2001,1,196.28,68.34,0,0.04,0,1.09,1.54,723,1.578 
"WCAP99-1074",2002,1,114.3,50.05,0,0,0,0.96,0.14,222,1.586 
"WCAP99-0505",2000,1,152.36,60.41,0,0.01,0,0.03,0.05,793,1.595 
"WCAP99-1090",2002,1,8.72,92.73,0,0.01,0,1.55,1.14,142,1.602 
"WORP99-0825",2002,1,40.37,98.14,0,0,0,1.16,0,131,1.608 
"OWW04440-0233",2004,1,187.72,66.17,3.44,0.04,29.33,0.95,6.15,69,1.628 
"WCAP99-1055",2002,1,4.84,74.76,0,0,0,0,0.2,1187,1.629 
"WCAP99-0613",2000,1,46.85,92.08,0,0,0,0.9,0.23,506,1.635 
"WWAP99-0632",2001,1,2.73,35.92,0,0,0,0,0,1428,1.635 
"WIDP99-0599",2001,1,8.63,76.02,0.05,0,0,0,0,1262,1.641 
"WCAP99-1092",2002,1,3.71,67.8,0,0,0,1.45,1.07,270,1.656 
"WIDP99-0501",2000,1,13.98,79.34,0.28,0,0,1.24,0,1248,1.66 
"WCAP99-0515",2000,1,371.18,89.19,0.05,0.02,0,1.19,0.42,641,1.669 
"WCAP99-1106",2002,1,1.39,90.37,0.06,0,0,0.36,0,551,1.671 
"WCAP99-0844",2002,1,2.47,99.7,0,0,0,0.88,0.81,334,1.684 
"WCAP99-1091",2002,1,24.13,51.26,0,0.01,0,0.26,0.04,1518,1.694 
"WCAP99-1075",2002,1,19.44,93.66,0,0,0,0.38,2.05,180,1.711 
"WWAP99-0692",2002,1,4.85,97.29,0,0,0,0.06,9.89,112,1.743 
"WORP99-0520",2000,1,49.02,94.08,0.01,0,0,2.23,0.04,405,1.764 
"WORP99-0892",2002,1,134.1,83.92,0.01,0.01,0,1.77,0.01,238,1.765 
"WWAP99-0633",2001,1,69.39,79.07,0,0,0,0.07,0.01,1041,1.787 
"WORP99-0952",2003,1,9.38,98.95,0,0,0,1.64,0.64,158,1.788 
"WWAP99-0642",2001,1,2.57,86.41,0,0,0,0,0,1275,1.789 
"WWAP99-0520",2000,1,13.04,85,0,0.11,0,2.15,0,428,1.792 
"WCAP99-0618",2003,1,63.2,65.88,0,0.01,0,1.18,0.82,317,1.808 
"WCAP99-0837",2002,1,492.3,73.02,0,0,0,0.39,0.05,543,1.817 
"WORP99-0821",2002,1,2.48,98.67,0,0,0,0,0,889,1.827 
"WORP99-0890",2002,1,1.44,2.37,0,0,0,0.65,0,2141,1.829 
"WCAP99-0606",2000,1,72.49,98.15,0,0,0,1.41,0.22,313,1.838 
"WWAP99-0526",2001,1,469.25,70.99,0,0.01,0,0.12,0.11,581,1.846 
"WWAP99-0532",2002,1,61.7,72.98,0,0,0,0.001,0.03,772,1.848 
"WORP99-0503",2000,1,6.96,58.51,0.05,0,0,0,0.14,1383,1.883 
"WORP99-0508",2000,1,9.06,99,0,0,0,1.88,0,174,1.894 
"WCAP99-0605",2000,1,167.38,73.43,0,0,0,1.31,0.3,293,1.909 
"WORP99-0954",2003,1,3.44,100.09,0,0,0,1.27,0.29,753,1.91 
"WCAP99-1005",2002,1,13.49,91.66,0,0,0.13,2.41,0,538,1.919 
"WCAP99-1063",2002,1,6.75,90.46,0,0,0,1.01,0.88,214,1.937 
"WORP99-0748",2001,1,6.18,90.93,0.01,0,0,1.47,1.61,24,2.008 
"WWAP99-0777",2003,1,80.02,79.38,0.01,0.41,0,0.69,0.02,780,2.042 
"WWAP99-0637",2001,1,31.72,79.11,0.06,0.03,0,1.87,0.15,461,2.05 
"WWAP99-0719",2002,1,10.97,76.56,0.11,0.02,0.04,1.06,0,660,2.065 
"WWAP99-0608",2001,1,1.47,100.15,0,0,0,2.16,0,477,2.083 
"WWAP99-0766",2003,1,5.34,80.42,0,3.12,0,1.15,0,1051,2.095 
"WWAP99-0527",2001,1,36.42,85.03,0,0.01,0,0.52,0.02,889,2.096 
"WCAP99-0862",2001,1,9.77,96.11,0,0,0,1.87,0.4,820,2.097 
"WWAP99-0635",2001,1,34.95,84.95,0,0.01,0,0.52,0.02,901,2.106 
"WWAP99-0595",2001,1,23.1,85.11,0,0.39,0,1.43,0.08,771,2.113 
"WWAP99-0677",2002,1,126.64,76.45,0,0,0,0.16,0,672,2.113 
"WWAP99-0720",2002,1,5.98,76.38,0,0.03,0,1.1,0,75,2.125 
"WWAP99-0508",2003,1,9.06,84.74,0.02,0.28,0,2.44,0,577,2.131 
"WCAP99-0832",2001,1,12.7,87.91,0,0,0,2.68,1.81,490,2.143 
"WORP99-1016",2003,1,2.84,92.84,0,0,0,1.27,0,790,2.147 
"WIDP99-0510",2000,1,25.99,84.3,0,0,0,0.37,0,1162,2.148 
"WCAP99-0625",2001,1,19.37,81.5,0,0,0,0.16,0.41,554,2.149 
"WCAP99-1111",2002,1,23.5,97.7,0.06,0,0,1.9,0.17,13,2.218 
"WWAP99-0714",2002,1,188.61,81.05,0.21,0.26,0.11,1.6,1.72,419,2.227 
"WCAP99-0750",2001,1,1.16,91.75,0,0,0,1.14,0,1115,2.231 
"WORP99-0819",2002,1,0.7,81.13,0,0,0,0,0,1203,2.243 
"WWAP99-0733",2002,1,214.58,75.57,0,0,0,0.03,0.02,818,2.263 
"WWAP99-0729",2002,1,254.39,84.21,0.21,0.07,0,0.51,0.01,579,2.303 
"WCAP99-0761",2001,1,1.11,93.71,1.21,0,0,0,0,1163,2.314 
"WWAP99-0602",2001,1,22.59,45.22,0,0.08,0.02,1.19,0,440,2.354 
"WCAP99-1066",2002,1,43.42,90.64,0,0,0,1.14,0,512,2.364 
"WWAP99-0772",2003,1,42.85,89.65,0,0.01,0,0.1,0,770,2.376 
"WORP99-0505",2000,1,131.58,94.88,0,0.03,0,1.48,0.18,230,2.393 
"WWAP99-0546",2003,1,63.64,71.71,0,0,0,0,0.01,911,2.441 
"WORP99-0657",2001,1,0.85,96.66,0.21,0,0,0,0,756,2.447 
"WWAP99-0676",2002,1,33.75,94.22,0,0,0,0.04,0,675,2.491 
"WCAP99-1060",2002,1,6.53,83.33,0,0.01,0,1.88,0,717,2.499 
"WWAP99-0768",2003,1,49.78,68.36,0,0,0,0,0,1005,2.521 
"WWAP99-0682",2002,1,0.69,54.67,0,0,0,0,0,1504,2.616 
"WWAP99-0541",2003,1,0.2,19.57,0,0,0,0,0,1604,2.63 
"WWAP99-0701",2002,1,8.89,91.98,0,0,0,0,0,923,2.646 
"WWAP99-0712",2002,1,6.92,72.3,0,0,0,0,0.14,825,2.649 
"WWAP99-0517",2000,1,2.39,81.42,2.36,0,0,0.81,0,18,2.654 
"WWAP99-0636",2001,1,479.05,86.38,0.09,0.24,0,0.96,2.93,58,2.669 
"WWAP99-0780",2003,1,0.73,11.52,0,0,0,0,0,1535,2.676 
"WORP99-0879",2002,1,5.95,91.89,0,0.03,0,1.84,0,448,2.702 
"WWAP99-0534",2002,1,21.13,69.98,0,0,0,0,0.04,1051,2.746 
"WWAP99-0521",2000,1,5.1,86.15,0.15,0.02,0,2.06,1.95,10,2.821 
"WWAP99-0736",2002,1,48.51,69.47,0,0,0,0,0,621,2.877 
"WCAP99-0811",2001,1,14.51,92,0.02,0,0,0.94,0.06,723,2.912 
"WWAP99-0639",2001,1,43.47,88.53,0.69,0,0,0.52,0.87,79,3.008 
"WORP99-0511",2000,1,1.39,5.48,0,0,0,0,0,1688,3.028 
"WWAP99-0560",2003,1,14.66,80.64,0.01,0,0,0,0.2,694,3.031 
"WWAP99-0529",2001,1,2.7,66.29,0,0,0,0,0,1005,3.067 
"WWAP99-0689",2002,1,3.51,94.32,0.1,0.08,0.05,1.11,1.42,169,3.084 
"WWAP99-0716",2002,1,8.85,73.94,0,0,0,0,0,140,3.121 
"WWAP99-0509",2000,1,3.36,91.8,0,0,0,0.12,0.59,748,3.136 
"WORP99-0661",2001,1,0.58,98.92,0,0,0,1.6,1.72,197,3.144 
"WWAP99-0618",2001,1,48.98,83.42,0,0,0,0.01,0,843,3.389 
"WWAP99-0713",2002,1,200.34,77.37,0.05,0.02,0,0.17,0,548,3.458 
"WWAP99-0566",2003,1,2.28,51.13,0,0,0,0,0,1011,3.608 
"WWAP99-0535",2002,1,80.48,54.23,0,0,0,0,0.01,771,3.622 
"WWAP99-0604",2001,1,45.29,88.83,0.02,0,0.01,0.83,0,149,3.646 
"WORP99-0739",2001,1,1.19,100.4,0,0,0,0.34,0,155,3.705 
"IAW02344-0096",2004,1,38.79,0.17,0.56,1.3,95.88,2.3,3.9,296,0.831 
"IAW02344-0097",2004,1,1630.16,1.24,0.22,1.04,95.76,2.71,9.34,327,0.813 
"IAW02344-0098",2004,1,32.99,4.37,1.92,1.41,85.9,1.85,7.15,316,0.875 
"IAW02344-0099",2004,1,651.31,1.09,1.11,1.71,92.54,2.64,6.86,329,0.789 
"IAW02344-0100",2004,1,18.04,27.46,1.11,0.9,64.46,2.14,6.78,263,0.849 
"IAW02344-0102",2004,1,421.3,5.73,3.62,1.54,80.87,2.5,6.07,320,0.845 
"IAW02344-0103",2004,1,93.12,0.22,0.13,0.41,92.21,2.61,6.64,384,0.679 
"IAW02344-0104",2004,1,13.51,0.44,0.4,5.97,90.37,4.33,45.12,399,0.782 
"IAW02344-0105",2004,1,438.22,1.3,0.14,1.42,94.9,2.98,6.41,317,0.795 
"IAW02344-0106",2004,1,87.91,0.66,1.21,1,92.49,2.71,3.6,332,0.891 
"IAW02344-0108",2004,1,233.08,5.78,1.12,1.56,89.08,2.23,6.48,181,0.891 
"IAW02344-0109",2004,1,848.96,2.12,0.72,1.84,90.24,2.62,9.33,247,0.861 
"IAW02344-0110",2004,1,1876.48,1.44,0.28,1.03,93.99,2.67,8.1,322,0.763 
"IAW02344-0111",2004,1,942.91,0.95,0.55,2.47,92.51,2.78,14.54,358,0.776 
"IAW02344-0112",2004,1,64.54,0.57,0.21,1.66,93.68,2.69,4.17,387,0.748 
"IAW02344-0113",2004,1,101.29,0.25,0.09,0.43,96.75,2.43,4.98,381,0.689 
"IAW02344-0114",2004,1,22.61,4.94,1.38,7.67,80.19,4.88,36.74,324,0.882 
"IAW02344-0115",2004,1,657.87,3.09,2.12,1.52,85.7,2.65,6.15,311,0.893 
"IAW02344-0117",2004,1,643.87,4.34,0.95,2.39,86.88,2.72,14.09,189,0.911 
"IAW02344-0118",2004,1,130.96,7.3,0.18,2.61,86.82,2.22,7.63,232,0.893 
"IAW02344-0119",2004,1,801.13,1.52,0.23,0.71,94.89,2.68,5.32,329,0.758 
"IAW02344-0120",2004,1,51.99,0.4,0.11,1.17,93.59,2.59,5.17,411,0.785 
"IAW02344-0121",2004,1,38.77,0.57,2.19,0.96,92.83,2.72,3.38,370,0.795 
"IAW02344-0122",2004,1,839.34,0.47,0.32,1.62,94.41,2.98,16.3,366,0.695 
"IAW02344-0123",2004,1,181.53,1.27,1.22,0.97,90.41,2.46,3.52,301,0.864 
"IAW02344-0125",2004,1,9.63,11.46,0.15,1.3,84.09,1.68,9.32,189,0.908 
"IAW02344-0128",2004,1,42.87,0.39,0.08,0.27,98.43,2.62,6.52,412,0.812 
"IAW02344-0130",2004,1,67.46,0.42,0.42,0.13,91.66,2.42,7.01,384,0.674 
"IAW02344-0132",2004,1,145.91,0.35,0.21,1.99,95.12,2.79,4.47,342,0.779 
"IAW02344-0133",2004,1,22.2,34.8,0.88,0.47,57.23,1.96,6.9,272,0.856 
"IAW02344-0134",2004,1,366.28,35.34,3.37,1.39,56.43,2.04,5.66,213,0.916 
"IAW02344-0135",2004,1,138.71,3.2,3.13,8.42,76.12,4.04,48.38,354,0.828 
"IAW02344-0139",2004,1,32.64,2.63,0.8,0.85,92.38,2.39,6.85,301,0.876 
"IAW02344-0232",2004,1,54.3,0.53,0.19,0.84,94.32,2.42,5.65,293,0.853 
"IAW02344-0250",2004,1,135.87,0.57,2.53,1.31,92.13,2.61,4.04,373,0.756 
"IAW02344-0253",2004,1,92.12,15.16,0.67,1.39,77.38,2.38,6.83,306,0.819 
"IAW02344-0261",2004,1,34.81,20.46,0.05,1.34,76,2.43,8.45,259,0.867 
"NEWS04-0101",2004,1,10.7,98.29,1.26,0,0,0,1.1,243,1 
"NEWS04-0108",2004,1,24.82,93.99,2.93,0.15,2.26,0.17,4.48,171,1.032 
"NEWS04-0203",2004,1,62.4,88.14,6.85,0.39,4.53,0.26,3.03,174,0.986 
"NEWS04-0305",2004,1,167.88,84.04,2.27,0.02,0.1,0.05,0.01,277,0.927 
"NEWS04-0401",2004,1,37.08,79.5,0.3,0,0.01,0,0.006,309,0.962 
"NEWS04-0502",2004,1,28.34,56.48,3.64,1.17,38.53,0.61,9,152,0.977 
"NEWS04-0602",2004,1,39.22,84.97,1.11,0,0.0046,0,0.01,409,1.169 
"NEWS04-0703",2004,1,10.71,96.62,1.22,0,0.0084,0,0.006,340,1.153 
"NEWS04-0806",2004,1,4.48,97.65,1.26,0,1.08,0.47,1.81,158,1.022 
"NEWS04-0905",2004,1,92.72,77.12,2.03,1.44,18.41,0.94,9.92,124,1.119 
"NEWS04-1001",2004,1,82.39,78.05,3.82,2.33,15,0.96,6.69,326,1.123 
"NEWS04-1105",2004,1,47.93,97.83,1.45,0.0019,0.18,0.5,0.01,407,1.118 
"NEWS04-1106",2004,1,33.02,97.48,2.41,0,0.04,0.87,1.3,432,1.214 
"NEWS04-1202",2004,1,27.07,92.63,1.67,0.01,0,0.34,0.37,250,1.046 
"NEWS04-1302",2004,1,87.9,92.81,4.23,0.1,1.24,0.26,1.29,95,1.105 
"NEWS04-1303",2004,1,245.13,76.28,5.24,0.39,17.67,1,14.7,46,1.08 
"NEWS04-1410",2004,1,18.48,92.58,3.67,0.08,3.2,0.39,1.48,134,1.164 
"NEWS04-1702",2004,1,413.19,81.01,3.62,1.19,12.81,1.27,12.65,204,1.05 
"NEWS04-1801",2004,1,78.54,83.06,4.17,2.23,9.12,1.39,5.41,227,1.11 
"NEWS04-1903",2004,1,47.31,98.08,0.42,0.03,1.16,0.19,1.02,248,1.324 
"NEWS04-2002",2004,1,114.85,89.14,3.38,0.04,7.38,0.81,3.68,97,1.144 
