"SITE_ID","VISIT_NO","DATE_COL","SAMPLED","COM_IM","STAT_ID","QCCSCOND","COM_QCCS","STRMCOND","COM_COND","STRM_DO","COM_DO","STRMTEMP","COM_TEMP","TIME_COM","TEAM_ID","NAME_1","BIOMOR1","GEOMOR1","FORMS1","NAME_2","BIOMOR2","GEOMOR2","FORMS2","NAME_3","BIOMOR3","GEOMOR3","FORMS3","NAME_4","BIOMOR4","GEOMOR4","FORMS4","NAME_5","BIOMOR5","GEOMOR5","FORMS5","NAME_6","NAME_7","NAME_8","COM_CREW","TIME","YEAR" 
"WSDP99-0533",1,06/28/2000,"Yes"," ","X",1406," ",2030," ",7.9," ",19.1," "," ","3","CORAL CARGILL"," "," "," ","KRISTEN WOOD"," "," "," ","RYAN TOOHEY"," "," "," ","CHRISTINA VENABLE"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WSDP99-0540",1,07/06/2000,"Yes"," ","X",1413,"METER NOT WORKING. COULD NOT TAKE MEASUREMENTS.", ,"METER NOT WORKING. COULD NOT TAKE MEASUREMENTS.", ,"METER NOT WORKING. COULD NOT TAKE MEASUREMENTS.",23," "," ","3","CORAL CARGILL"," "," "," ","RYAN TOOHEY"," "," "," ","KRISTEN WOOD"," "," "," ","CHRISTINA VENABLE"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WSDP99-0541",1,07/12/2000,"Yes"," ","X",75,"Test = 75.3 micros/cm",550," ",7.8,"Alt = 2510 ft",25.9," "," ","4","ERIKA AMMANN"," "," "," ","CAL BORDEN"," "," "," ","ANDREA MULL"," "," "," ","ROBERT LUNDBERG"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WSDP99-0543",1,06/05/2003,"Yes"," ","X", ," ",748,"TEMP-16.6 C; CO 14.63 MS/L; 150.4%",14.6," ",16.6,"COND-748; PH-7.69","AIR-11 C","1","NATHAN MOREY","Y"," "," ","VAUGHN WASSINK","Y"," "," ","RICHARD K. HUDSON"," ","Y"," ","KATHRYN M. CONVERSE"," ","Y","Y"," "," "," "," "," "," "," "," ","17:30",2003 
"WSDP99-0544",1,07/01/2003,"Yes"," ","X", ," ",1211,"DO %=88.8",7.8," ",20.8,"SPCOND - 1211 PH - 8.05","AIR TEMP - 33.5","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","12:01",2003 
"WSDP99-0546",1,08/12/2003,"Yes"," ","X", ," ",909,"SP. CONDUCTIVITY=909, PH=7.1",6.7," ",24.6,"AIR TEMP= 26 C.","DO% 80%.","0","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","10:15",2003 
"WSDP99-0548",1,06/12/2003,"Yes"," ","X", ," ",1687,"AIR=24 C",8.1," ",16.8,"SC= 1687 US/CM","00% 83.8  PH=8.07","1","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," ","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y"," "," "," "," "," "," "," "," ","14:30",2003 
"WSDP99-0579",1,09/04/2001,"Yes"," ","X", ," ", ," ", ," ",20.2," "," ","1","JOHN S. CLARK"," ","Y","Y","JEFF SHEARER","Y"," "," ","ALLEN HEIKEN","Y"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2001 
"WSDP99-0580",1,06/07/2001,"Yes"," ","X", ," ", ," ", ," ",15," "," ","1","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","17:30",2001 
"WSDP99-0581",1,07/18/2001,"Yes"," ","X", ," ", ," ", ," ",24,"AIR TEMP 37C"," ","1","KATHLEEN NEITZERT"," ","Y","Y","NATHAN MOREY","Y"," "," ","JEFF SHEARER","Y"," "," ","KATHRYN M. CONVERSE"," ","Y"," "," "," "," "," "," "," "," "," ","11:55",2001 
"WSDP99-0582",1,06/25/2001,"Insitu data not collected"," ","X", ," ", ,"DID NOT TAKE H2O COND. OR TEMP DUE TO NO FLOW CONDITIONS.", ," ", ,"DID NOT TAKE H2O COND. OR TEMP DUE TO NO FLOW CONDITIONS."," ","1","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," ","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," "," "," "," "," "," "," "," "," ",".",2001 
"WSDP99-0585",1,06/18/2001,"Yes"," ","X", ," ", ," ", ," ",16," ","ON 6/18/01","1","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," ","Y","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","15:35",2001 
"WSDP99-0586",1,06/20/2001,"Yes"," ","X", ," ", ," ", ," ",22," "," ","1","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," ","DAN HOVER","Y","Y"," ","JENNIFER CARTER"," "," "," ","14:30",2001 
"WSDP99-0587",1,06/11/2001,"Yes"," ","X", ," ", ," ", ," ",17," "," ","1","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","9:20",2001 
"WSDP99-0588",1,07/13/2001,"Yes"," ","X", ," ", ," ", ," ",24,"AIR TEMP 30 DEGREES C."," ","1","KATHLEEN NEITZERT"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","NATHAN MOREY","Y"," "," ","JEFF SHEARER","Y"," "," "," "," "," "," "," "," "," "," ","12:30",2001 
"WSDP99-0589",1,07/12/2001,"Yes"," ","X", ," ", ," ", ," ",21,"AIR TEMP 19C"," ","1","KATHLEEN NEITZERT"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","10:45",2001 
"WSDP99-0590",1,07/11/2001,"Yes"," ","X", ," ", ," ", ," ",33," "," ","1","KATHLEEN NEITZERT"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","13:10",2001 
"WSDP99-0590",1,07/11/2002,"Yes"," ","X", ," ",2015,"SP. COND = 2015  AIR TEMP = 22.0.",4.5," ",23.2,"DO% = 53.8","PH = 7.44.","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","11:00",2002 
"WSDP99-0593",1,06/06/2001,"Yes"," ","X", ," ", ," ", ," ",18," "," ","1","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","15:30",2001 
"WSDP99-0594",1,06/26/2001,"Yes"," ","X", ," ", ," ", ," ",26.9," "," ","1","KATHRYN M. CONVERSE"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","16:25",2001 
"WSDP99-0596",1,08/03/2001,"Yes","FISH TISSUE SAMPLE ROTTED DUE TO FEDEX DELIVERY ERROR. RESAMPLED FISH TISSUE AND CHEM ON 08/09/2001.","X", ," ", ," ", ," ",29,"AIR TEMP = 34 DEGREES C"," ","1","KATHLEEN NEITZERT"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","12:30",2001 
"WSDP99-0599",1,08/01/2001,"Insitu data not collected","ONLY CHEM SAMPLING DONE."," ", ," ", ," ", ," ", ," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",".",2001 
"WSDP99-0599",1,06/19/2002,"Yes"," ","X", ," ",727,"PH. =8.45.",7.5," ",24.7,"COND. = 727.","AIR = 28 DEGREES C.","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","13:00",2002 
"WSDP99-0602",1,06/08/2001,"Yes"," ","X", ," ", ," ", ," ",21.5," "," ","1","JOHN S. CLARK"," ","Y","Y","KATHRYN M. CONVERSE"," ","Y"," ","JEFF SHEARER","Y"," ","Y","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","16:00",2001 
"WSDP99-0603",1,07/17/2001,"Yes"," ","X", ," ", ," ", ," ",27,"AT 1300.  AIR TEMP = 34.0 DEGREES."," ","1","KATHRYN M. CONVERSE"," ","Y"," ","NATHAN MOREY","Y"," "," ","JEFF SHEARER","Y"," "," ","KATHLEEN NEITZERT"," ","Y","Y"," "," "," "," "," "," "," "," ","13:36",2001 
"WSDP99-0604",1,07/10/2001,"Yes"," ","X", ," ", ," ", ," ",22,"AIR TEMP 31"," ","1","KATHRYN M. CONVERSE"," ","Y"," ","KATHLEEN NEITZERT"," ","Y","Y","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," "," "," "," "," "," "," "," "," ","7:00",2001 
"WSDP99-0605",1,07/25/2001,"Yes"," ","X", ," ", ," ", ," ",25.5,"AIR TEMP.=27.0 DEGREES C."," ","1","JEFF SHEARER","Y"," "," ","NATHAN MOREY","Y"," "," ","KATHRYN M. CONVERSE"," ","Y"," ","KATHLEEN NEITZERT"," ","Y","Y"," "," "," "," "," "," "," "," ","14:10",2001 
"WSDP99-0657",1,06/05/2002,"Yes"," ","X", ," ", ," ",8.5," ",19.8," "," ","1","VAUGHN WASSINK","Y"," "," ","NATHAN MOREY","Y"," "," ","RICHARD K. HUDSON"," ","Y"," ","KATHRYN M. CONVERSE"," ","Y"," "," "," "," "," "," "," "," "," ","15:25",2002 
"WSDP99-0658",1,06/17/2003,"Yes"," ","X", ," ", ,"AIR=28 C; PH=8.11; DO% 90.1",7.5," ",24.6," "," ","1","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," ","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y"," "," "," "," "," "," "," "," ","15:00",2003 
"WSDP99-0660",1,07/10/2002,"Yes"," ","X", ," ",4867,"TIME: 8:35. DO% = 61.6. CONDUCTIVITY = 4867.",5.3," ",19.8,"PH = 7.53","AIR TEMP. 26 C.","1","KATHLEEN NEITZERT"," ","Y"," ","RICHARD K. HUDSON"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","8:35",2002 
"WSDP99-0664",1,06/26/2002,"Yes"," ","X", ," ", ,"AIR = 32 DEGREES C.",7.4," ",25.4,"PH = 8.8.","COND. = 2065","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","10:30",2002 
"WSDP99-0665",1,06/25/2002,"Yes"," ","X", ," ", ," ",7.7," ",29,"PH=8.9","AIR 38 DEGREES; COND. = 3380.","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","13:30",2002 
"WSDP99-0666",1,07/09/2002,"Yes"," ","X", ," ",5053,"SP COND = 5053  AIR TEMP=35 C",4.2," ",30.7,"DO% = 54.5","PH = 7.04","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," ","JEFF SHEARER","Y"," "," "," "," "," "," ","13:10",2002 
"WSDP99-0667",1,07/23/2002,"Yes"," ","X", ," ",734,"SP. CONDUCTIVITY: 734. DO% = 253.7.",22.8," ",20.5,"AIR TEMP: 24.","PH = 7.77.","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","7:20",2002 
"WSDP99-0669",1,06/06/2002,"Insitu data not collected"," ","X", ," ", ,"YSI METER MALFUNCTIONED NO DATA COLLECTED.", ," ", ," "," ","1","VAUGHN WASSINK","Y"," "," ","NATHAN MOREY","Y"," "," ","RICHARD K. HUDSON"," ","Y"," ","KATHRYN M. CONVERSE"," ","Y"," "," "," "," "," "," "," "," "," ",".",2002 
"WSDP99-0669",1,06/10/2003,"Yes"," ","X", ," ",1164,"AIR=18.5 C; SC=1164.",6.4," ",18.5,"DO%=70; DOMSL=6.41; PH=8.11."," ","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","15:10",2003 
"WSDP99-0670",1,07/12/2002,"Yes"," ","X", ," ",291,"SP COND = 291",10.1," ",15.4,"PH = 7.68; AIR TEMP = 27 C","DO% = 101","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","10:30",2002 
"WSDP99-0672",1,06/12/2002,"Yes"," ","X", ," ",2130,"CONDUCTIVITY 2130",7.9," ",18.9,"AIR = 25C","PH = 8.60","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","15:30",2002 
"WSDP99-0674",1,07/24/2002,"Yes"," ","X", ," ",2300,"SP. COND. = 2300. AIR TEMP. = 21 C DEGREES.",4.2," ",21.9,"D0% = 47.7%.","PH = 7.32.","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","18:30",2002 
"WSDP99-0678",1,07/18/2002,"Yes"," ","X", ," ",370,"SP. COND. = 370; AIR TEMP. = 24.",14.4," ",23.9,"DO% 161.1.","PH=8.32","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","18:15",2002 
"WSDP99-0679",1,07/09/2002,"Yes"," ","X", ," ",1025,"SP. COND. = 1025; PH= 7.72.",5.4," ",23.5,"DO% =67.1; AIR TEMP. = 29 C.","X-SITE = F (DRY) MEASURED QW A-B.","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," ","JEFF SHEARER","Y"," "," "," "," "," "," ","8:40",2002 
"WSDP99-0681",1,06/13/2002,"Yes"," ","X", ," ", ,"PH = 8.72",8.3," ",17.4,"DO = 8.39 MG/L DO = 86.3%","CONDUCTIVITY = 2900 SC","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","14:30",2002 
"WSDP99-0695",1,06/18/2002,"Yes"," ","X", ," ",4004,"COND. = 4,004.",7.7," ",30.1,"PH = 6.06","32 DEGREES C AIR.","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","16:00",2002 
"WSDP99-0696",1,07/17/2002,"Yes"," ","X", ," ",322,"DO% = 155.7 AIR TEMP = 31.5",13.4," ",24.5,"SP. COND = 322","PH = 8.27","1","KATHLEEN NEITZERT"," ","Y","Y","RICHARD K. HUDSON"," ","Y"," ","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","11:00",2002 
"WSDP99-0697",1,06/04/2002,"Yes"," ","X", ," ", ," ",10.4," ",22.8," "," ","1","VAUGHN WASSINK","Y"," "," ","NATHAN MOREY","Y"," "," ","RICHARD K. HUDSON"," ","Y"," ","KATHRYN M. CONVERSE"," ","Y","Y"," "," "," "," "," "," "," "," ","16:00",2002 
"WSDP99-0698",1,06/11/2002,"Yes"," ","X", ," ", ,"AIR = 26 DEG. C",8.1," ",19.3,"PH = 8.57"," ","1","RICHARD K. HUDSON"," ","Y"," ","JOHN S. CLARK"," ","Y","Y","NATHAN MOREY","Y"," ","Y","VAUGHN WASSINK","Y"," "," "," "," "," "," "," "," "," "," ","11:00",2002 
"WUTP99-0501",1,08/12/2000,"Yes"," ","X",72,"Within +- 10% of QCCS",20," ",9.1,"Act 81.7; Theor. 69.4",11.1,"11:50 am."," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0505",1,08/04/2000,"Yes"," ","X", ,"Display not reading 'ones' place: 7?", ,"Not reading 'ones' place: 17?", ,"DO Theor 76.7; display not reading tenths place: 8.?.  Act 7?.4.  7000 feet.",16.3,"Time 9:20 am."," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0507",1,08/14/2000,"Yes"," ","X",73," ",40," ",7.9,"D.O. theor. 80%; act. 88%.",16.6,"Elev. 6700 feet"," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0512",1,07/29/2000,"Yes"," "," ",74,"Within +- 10%.",507," ",7.7,"Act 85.6%. 5200 elev.  Theor. 82.1%.",14.6,"8:30 am."," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," ","RICHARD L. DENTON"," "," "," "," "," "," ","RICHARD L. DENTON - UDEQ.",".",2000 
"WUTP99-0512",1,07/14/2001,"Yes"," ","X", ," ",650,"ALTITUDE: 5000",6.5," ",13.2,"CONDUCTIVITY: 650"," ","1","MATTHEW HAMILTON"," ","Y"," ","BRANDON BOWEN"," ","Y"," ","NICOLE HILL","Y"," "," ","NICOLETTE KOFOL","Y"," "," "," "," "," "," "," "," "," "," ","8:20",2001 
"WUTP99-0512",1,09/17/2002,"Yes","STATE REFERENCE SITE. CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",482,"COND. = 482 US/CM.",9.1," ",10.8,"PH= 8.0."," ","1","MIKE GEORGE"," ","Y","Y","DANIEL T. ENGLISH"," ","Y","Y","JOHN BAKER","Y"," ","Y","NORMAN MCKEE","Y"," ","Y"," "," "," "," "," "," "," "," ","9:31",2002 
"WUTP99-0514",1,08/13/2000,"Yes"," ","X",70,"about 10%",20," ",7.9,"73.8 Act. 68.9 Theor. 9800 feet elevation.",13.4,"Time 11am."," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0516",1,08/03/2000,"Yes"," ","X", ,"Team wrote 7?:  Meter won't read tenths place.",320," ",7.9,"9400 feet elevation.  Act. 6?.0  Theor 70.0",10.2,"Time 9:30 am."," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," ","DANIEL T. ENGLISH"," "," "," "," "," "," "," ",".",2000 
"WUTP99-0517",1,08/15/2000,"Yes"," "," ",70," ",370," ",9.7,"Elev. 7600 feet.  End 12:30",14.7,"Arrive at site 10 am.  Theor. 74.5 Act 7?.4  center digit not displaying."," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0518",1,08/17/2000,"Yes"," "," ", ,"IM-Team wrote 7?.  Within +- 10% of QCCS",210," ",8.7,"Elev. 7600 feet.  Act 7?.4%, Theor 75.0%",14.1,"9:30 am"," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0521",1,08/11/2000,"Yes"," ","F",72,"+- 10% OF QCCS",12," ",8.2,"CAL. 72.2 ONES PLACE 0.6 NOT READING ALT. 71.8",9.5,"10:15AM"," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0542",1,08/01/2000,"Yes"," ","X",73,"+- 10%  Elev. 9900 feet", ,"IM-Team entered 1?.  Center digit (ones) not reading.  Cond. <20 don't know ones",8,"Theor. 100%, Act. 8?.3%",15.2,"0900"," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0543",1,08/02/2000,"Yes"," ","X",74," ",171," ",6.9,"Theor. 78.6, elevation 6300 feet. Act. 7?.9. (Center digit not displaying).",10.9,"Time 10:40am"," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0548",1,07/30/2000,"Yes"," ","X",69,"+- 10%",397," ",7.7,"THEOR. 75.1% ACT 79.07 8:40AM",12.6," "," ","1","WES KINNEY"," "," "," ","MATTHEW HAMILTON"," "," "," ","KARL LEAVITT"," "," "," ","KIP LEAVITT"," "," "," ","MR. NIELSEN"," "," "," ","RICHARD L. DENTON"," "," ","RICHARD L. DENTON - UDEQ.",".",2000 
"WUTP99-0559",1,10/03/2003,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.","X", ," ",500,"PH 8.3.",7.8," ",15.5,"COND 500."," ","1","JOHN BAKER","Y"," ","Y","NORMAN MCKEE","Y"," ","Y","MIKE GEORGE"," ","Y","Y","DANIEL T. ENGLISH"," ","Y","Y","RICHARD L. DENTON"," "," "," "," "," "," ","RICHARD L. DENTON - UDEQ.","10:00",2003 
"WUTP99-0561",1,10/07/2003,"Yes"," ","X", ," ",475,"PH 8,2",8," ",10.4,"COND 475"," ","1","MIKE GEORGE"," ","Y","Y","DANIEL T. ENGLISH"," ","Y","Y","NORMAN MCKEE","Y"," ","Y","JOHN BAKER","Y"," ","Y","RICHARD L. DENTON","Y","Y","Y"," "," "," ","RICHARD L. DENTON - UDEQ.","11:09",2003 
"WUTP99-0562",1,10/19/2003,"Yes"," ","X", ," ",28,"PH 7.4.",7.1," ",12.1,"COND 28."," ","1","JOHN BAKER","Y"," ","Y","DANIEL T. ENGLISH"," ","Y","Y","MIKE GEORGE"," ","Y","Y","NORMAN MCKEE","Y"," ","Y","RICHARD L. DENTON","Y","Y","Y"," "," "," ","RICHARD L. DENTON - UDEQ.","14:00",2003 
"WUTP99-0563",1,08/01/2000,"Yes"," ","X",1421," ",1662," ",8.2," ",21.3,"Below Yuba impoundment."," ","1","DAVID OLSON"," "," "," ","JASON LIBBY"," "," "," ","ROBERT SHOFNER"," "," "," ","DOUGLAS F. GARLETTS"," "," "," "," "," "," "," "," "," "," "," ",".",2000 
"WUTP99-0563",1,09/19/2001,"Yes"," ","X", ," ",1400,"COND 1400 US; ELEV 4900 FT; DO: TH 71% ACT 71.8",6.8," ",15.9," "," ","1","WES KINNEY","Y"," "," ","JOHN BAKER","Y"," "," ","MATTHEW HAMILTON"," ","Y"," ","DANIEL T. ENGLISH"," ","Y"," ","RICHARD L. DENTON"," "," "," "," "," "," ","RICHARD L. DENTON - UDEQ.","9:50",2001 
"WUTP99-0565",1,07/25/2001,"Yes"," ","X", ," ",1960,"ALTITUDE: 5100",7.5," ",14.9,"CONDUCTIVITY: 1960 US"," ","1","MATTHEW HAMILTON"," ","Y"," ","NICOLETTE KOFOL","Y"," "," ","NICOLE HILL","Y"," "," ","BRANDON BOWEN"," ","Y"," "," "," "," "," "," "," "," "," ","9:20",2001 
"WUTP99-0586",1,07/29/2001,"Yes"," ","X", ," ",330,"ALTITUDE : 8100",7.6," ",14.3,"CONDUCTIVITY: 330 HS"," ","1","MATTHEW HAMILTON"," ","Y"," ","NICOLETTE KOFOL","Y"," "," ","NICOLE HILL","Y"," "," ","BRANDON BOWEN"," ","Y"," "," "," "," "," "," "," "," "," ","12:30",2001 
"WUTP99-0590",1,07/13/2001,"Yes"," ","X", ," ",280,"ALTITUDE: 5600.",9.1," ",11,"CONDUCTIVITY: 280 US.","AM","1","MATTHEW HAMILTON"," ","Y"," ","NICOLETTE KOFOL","Y"," "," ","NICOLE HILL","Y"," "," ","BRANDON BOWEN"," ","Y"," "," "," "," "," "," "," "," "," ","8:50",2001 
"WUTP99-0591",1,06/01/2001,"Yes"," ","F", ," ", ,"CEL. THEOR.79%., ACT. 83%",9.1," ",7.7,"PARTIALLY SHADED"," ","1","MATTHEW HAMILTON"," ","Y","Y","NICOLETTE KOFOL","Y"," "," ","BRANDON BOWEN"," ","Y"," ","NICOLE HILL","Y"," "," ","WES KINNEY","Y"," "," "," "," "," "," ","9:30",2001 
"WUTP99-0594",1,10/09/2004,"Yes","CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP COORDINATES FROM DESIGN DATA SET.","X", ," ", ," ",8.6," ",13," "," ","1","AMY SCHMITT"," ","Y","Y","DANIEL T. ENGLISH"," ","Y","Y","NORMAN MCKEE","Y"," ","Y","RICHARD L. DENTON","Y"," ","Y"," "," "," "," "," "," "," ","RICHARD L. DENTON - UDEQ.","10:40",2004 
"WUTP99-0597",1,06/03/2001,"Yes"," ","X", ," ", ,"SLINITY: 530",9.8," ",15.7," "," ","1","MATTHEW HAMILTON"," ","Y","Y","BRANDON BOWEN"," ","Y"," ","NICOLETTE KOFOL","Y"," "," ","NICOLE HILL","Y"," "," ","WES KINNEY","Y"," "," "," "," "," "," ","8:30",2001 
"WUTP99-0598",1,07/11/2001,"Yes"," ","X", ," ",160,"ALTITUDE: 7900",7," ",11.9,"CONDUCTIVITY: 160"," ","1","MATTHEW HAMILTON"," ","Y"," ","NICOLETTE KOFOL","Y"," "," ","NICOLE HILL","Y"," "," ","BRANDON BOWEN"," ","Y"," "," "," "," "," "," "," "," "," ","10:00",2001 
