"OBJECTID","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","STRTM","DSGN_TYP","INDCTR_CLLCTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","MN_AG_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","NM_PL","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN2","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN2","PL_TL_FN6","BankCoverFoliar","BankCoverBasal","BnkCoverFoliar_Stab","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BnkCoverFoliarVeg","BnkCoverBasalVeg","BNKFLL_HT","INCSN_HT","CHN_INCSN","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","HMNINFLNC","BVR_FLW_MD","BVR_SGN","SD_CHNNLS","WTR_WTHDRWL","geometry"
8060,"HU-LS-35988","ROCK CREEK","BLMMaster-35988","C11ED3A5-EEC2-4CDC-A8B5-64FA108B8C8C",2019-08-22,NA,"1",40.846155,-117.550575,"NV_WinnemuccaDO","WADEABLE","Humboldt River Field Office","Random","Core","3","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",40.846527,-117.550016,40.845619,-117.551101,150,"Sampled - Full Reach",91.5,94.4,NA,NA,NA,NA,0,0,0,0,62,NA,NA,NA,NA,NA,NA,NA,NA,172.2,208,60.7,33.4,128.1,262,8.12,17.7,15.3,NA,55.27,0.24,NA,126.7,0,0,15.7,19.4,4,209,40,5,NA,NA,43,NA,40,55,0,30,0,15,NA,0.31,0.47,-0.58,1.29,NA,NA,0.58,0.17,0,3.52,2.01,6.42,1.44,4.8,1.1,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-117.550587820316, 40.8461605910462)
8061,"EL-LS-8125","SUSAN RIVER","BLM13-8125","872B2E29-4338-4F5C-87CE-FC69052C1A4C",2019-07-28,NA,"1",40.40196,-120.760235,"CA_NorthernCaliforniaDO","WADEABLE","Eagle Lake Field Office","Random","Core","4","LS","SmallWadeable","PacificNorthwest_SmallWadeable","PacificNorthwest","Mountains",40.401987,-120.759198,40.401877,-120.760966,165.72,"Sampled - Full Reach",32.1,88.7,NA,NA,NA,NA,0,0,4,4,100,NA,NA,NA,NA,NA,NA,NA,NA,236.7,124,28.2,28,70.2,115,8.06,17.6,14.48,NA,6.44,0.6,NA,6,1.207,0.053,14.9,15.3,9,120,50,5,NA,NA,88,NA,86,90,0,17,0,63,NA,0.26,0.46,-0.52,1.27,NA,NA,0.28,0.59,0,9.24,8.11,13.45,1.6,0.82,1.1,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-120.760248296118, 40.401965287899)
8062,"MP-SS-2106",NA,"BLM13-2106","8265396947",2015-09-07,NA,"1",45.2951,-123.536019,"WRSA","WADEABLE","MT_PNW","Random","Core","1","SS","SmallWadeable","PacificNorthwestXericCalifornia_SmallWadeable","PacificNorthwest","Mountains",45.294492,-123.536538,45.295525,-123.535252,150,"Sampled - Full Reach",98.4,98,2.13,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",13,20.430874,0.636292,NA,"OR_MarineWesternCoastalForest","Pass",300,160.2,141,44.1,14.4,88.4,62.6,6.74,12.2,12.04,NA,13.73,0.29,6,40,14.667,3.452,4.2,7.1,15,121,40,5,NA,NA,NA,43,NA,84,NA,NA,NA,NA,NA,0.22,0.74,-0.2,2.5,0.38,115,0.46,0.13,0,3.3,2.19,NA,NA,6.49,NA,NA,"NONE","ABSENT","PRESENT",NA,c(-123.536033566933, 45.2951053640642)
8063,"US-LS-13214","MEDICINE LODGE CREEK","BLMMaster-13214","0CFC5332-70B0-4EAD-A9E3-AA3D882FCD2D",2019-07-23,NA,"1",44.317653,-112.555844,"ID_UpperSnakeFO","WADEABLE","Upper Snake Field Office","Random","Core","4","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.31711,-112.555714,NA,NA,150,"Sampled - Partial Reach",23.2,82.7,NA,NA,NA,NA,0,0,0,0,94,"ABSENT",7,12.84492597,0.54496227,NA,"ColumbiaRiverBasin_PIBO","Pass",300,78.3,145,32.3,23.9,384.3,346,8.56,17.1,12.76,NA,43.18,0.59,NA,25,6,0.286,25.8,28.4,2,44,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.19,-0.7,1.14,NA,89,0.28,0.64,0,5.72,5.92,17.07,3,0.61,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-112.555856421495, 44.3176593510184)
8064,"CBN-SS-1015",NA,"CY_UCBrooksNorth-1015","E525AE8A-0105-4966-986C-8E20FE95A2BC",2019-07-21,NA,"1",68.221153,-149.321022,"AK_CentralYukonFO","WADEABLE","CY_UCBrooksNorth","Random","Core","1",NA,"SmallWadeable",NA,"Brooks Range",NA,68.220751,-149.321803,68.221503,-149.319799,150,"Sampled - Full Reach",0.5,12,0.22,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.5,NA,7.55,2.1,NA,0.89,27.79,0.33,NA,66.7,0,0,1.7,5,28,354,82,7,NA,NA,100,NA,95,95,15,79,0,5,NA,0.38,0.49,-0.68,1.13,NA,NA,NA,NA,NA,6.99,5.49,12.48,2.51,9.56,1.28,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-149.321051805037, 68.2211542677762)
8066,"PO-TR-1465","INDIAN CREEK","PO-TR-1465","C382768E-1FB1-40A3-8445-8DE59DD215E1",2019-08-10,"DMA-INDIAN-1","1",42.097987,-111.228,"ID_PocatelloFO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.097513,-111.227979,42.098574,-111.227576,150,"Sampled - Full Reach",0,11.2,NA,NA,NA,NA,0,0,0,0,73,"ABSENT",6,13.58140514,0.4417805,NA,"ColumbiaRiverBasin_PIBO","Pass",300,2731.5,280,65.9,18.4,408.6,551,8.28,11.2,13.21,NA,0.29,0.08,NA,6.7,0,0,17.6,27.1,2,19,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,-0.85,1.26,NA,138,0.77,0.09,0,1.33,0.77,2.34,1.77,4.47,1.22,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.228011789074, 42.0979932378078)
8067,"GL-SS-1011","Gold Creek","GAFO-1011","7021B295-C013-4EE7-8FA0-96E9DE787975",2017-06-27,NA,"1",61.173158,-146.451711,"AK_GlennallenFO","WADEABLE","Glennallen Field Office","Random","Core","1",NA,"LargeWadeable",NA,"Pacific Coastal Mountains",NA,61.173137,-146.451763,61.173237,-146.447005,670,"Sampled - Partial Reach",0,0,0.06,0,0.05,0,0,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,8.76,2.4,NA,56.9,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,35,0,32,0,NA,0,0.88,2.06,0.11,NA,0.25,NA,0.23,0.36,0,40.4,12.33,35,1.59,3.43,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-146.451734009335, 61.1731602035393)
8068,"NPRA15-SS-9186",NA,"NPRA15-9186","1000241",2015-07-22,NA,"1",70.4381,-152.5344,"AK_ArcticDO","WADEABLE","NPRA East","Random","Core","2",NA,"SmallWadeable",NA,"Arctic Coastal Plain",NA,NA,NA,NA,NA,150,"Sampled - Full Reach",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,155.3,NA,7.99,6.7,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.41,-0.51,1.18,0.11,NA,0.4,0.97,0,3.5,1.35,NA,NA,NA,NA,NA,"NONE","ABSENT",NA,NA,c(-152.534432956847, 70.4381005181503)
8069,"LS-RV-13257","LITTLE SNAKE RIVER","BLMMaster-13257","05B21BFA-DE97-4436-898D-141DBEE4F4CA",2017-08-13,NA,"1",40.646115,-108.295324,"CO_NorthwestDO","WADEABLE","LITTLE SNAKE FIELD OFFICE","Random","Core","6","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",40.646126,-108.295254,40.649995,-108.279159,3052.6,"Sampled - Partial Reach",0,29,1.24,0.02,0.16,0.16,86,100,93,100,93,"ABSENT",NA,NA,NA,63.8,"CO-EDAS2017 - Biotype 1",NA,308,NA,NA,NA,21.5,952,349,8.76,24,19.63,NA,0,NA,0,0,0.033,0.015,84.2,84.2,2,2,2,2,NA,NA,NA,55,NA,68,0,0,0,NA,52,0.43,0.94,-0.22,1.75,0.01,132,0.3,0.31,0,136.43,57.95,NA,NA,0.09,NA,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-108.295334963028, 40.6461212991424)
8070,"GJ-LS-12733","EAST CREEK","BLMMaster-12733","9719EE78-7AE2-436B-83C0-D43608804159",2019-06-02,NA,"2",38.916446,-108.496636,"CO_SouthwestDO","WADEABLE","GRAND JUNCTION FIELD OFFICE","Random","Core","4","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.917207,-108.49674,38.916007,-108.496849,150,"Sampled - Full Reach",57.1,82,NA,NA,NA,NA,28,28,0,0,41,"ABSENT",NA,NA,NA,29.2,"CO-EDAS2017 - Biotype 1",NA,292,337.9,143.3,16.2,21.3,853,415.1,7.9,13.9,17.28,NA,38.57,0.5,NA,73.3,4.667,0.64,45.4,47.3,1,180,10,3,NA,NA,NA,71,NA,81,18,24,0,NA,23,0.13,0.28,-0.6,1.48,NA,118,0.69,0.28,0,2.17,1.6,3.24,2.11,8.06,1.12,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-108.496646796648, 38.9164520652726)
8071,"BT-TR-1138","HAY CREEK","BT-TR-1138","96E7DC79-583D-4F00-B7C0-9E4575519507",2019-06-28,NA,"1",43.862495,-119.188903,"OR_BurnsDO","WADEABLE",NA,"Targeted","Core","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",43.86209,-119.189055,43.862977,-119.188483,150,"Sampled - Full Reach",50.8,66.6,NA,NA,NA,NA,0,0,0,0,100,"ABSENT",9,11.85972095,0.76,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,157.7,197,39.1,34.6,212,158,8.03,12.6,13.37,NA,56.67,0.46,NA,66.7,3.333,0.145,20.2,24.5,2,87,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.29,-0.66,1.23,NA,NA,0.59,0.33,0,2.8,2.05,6.07,3,0.86,1.38,NA,"NONE","RARE","ABSENT","ABSENT",c(-119.188916590513, 43.8625006979054)
8072,"CN-SS-11146","JEFFS CREEK","BLMMaster-11146","6D6649EE-DBDE-4B15-BBFA-87E5A43FCA5F",2019-08-06,NA,"1",44.554818,-114.322748,"ID_ChallisFO","WADEABLE","Non-ESA","Random","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.555155,-114.322203,NA,NA,150,"Sampled - Interrupted Flow",40.9,46.8,NA,NA,NA,NA,0,0,0,0,64,"ABSENT",5,12.22201645,0.4090978,NA,"ColumbiaRiverBasin_PIBO","Pass",300,141.5,158,71.7,35.2,341.2,131,7.59,9.3,12.39,NA,0,NA,NA,0,0,0,95.7,96.7,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,-0.7,1.46,NA,154,NA,0.04,16.6,1.29,0.4,2.42,1.66,4.25,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-114.322760819032, 44.554824211085)
8073,"BS-LS-1069",NA,"AK_AN_BSWI-1069","FD3A37DE-19FD-492C-9047-933555CEA96B",2019-08-10,NA,"1",62.694965,-161.090803,"AK_AnchorageFO","WADEABLE","BSWI","Random","Core","3",NA,"SmallWadeable",NA,"Interior Forested Lowlands and Uplands",NA,62.694397,-161.090295,62.695228,-161.091779,150,"Sampled - Full Reach",69.4,95.7,2.07,NA,NA,NA,0,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9,NA,6.73,7.8,NA,4.36,0,NA,NA,0,0.606,0.026,100,100,1,1,1,1,NA,NA,98,NA,33,33,0,0,0,88,NA,0.82,0.87,-0.83,1.03,NA,NA,NA,NA,NA,2.78,1.96,8.4,3,0.35,1.26,NA,"NONE","COMMON","ABSENT","ABSENT",c(-161.090826473894, 62.6949646925611)
8074,"BT-TR-1030","PINE CREEK","BT-TR-1030","0E8D936C-5E48-47E3-B2AF-11BF2CC6C26A",2019-09-22,NA,"1",43.7468,-118.640909,"OR_BurnsDO","WADEABLE",NA,"Targeted","Core","4","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",43.747226,-118.64054,43.746719,-118.64158,150,"Sampled - Partial Reach",45.7,58.3,NA,NA,NA,NA,0,0,5,5,95,"ABSENT",10,11.31120586,0.88,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,143.6,166,29.7,37.8,91.3,157,7.32,9.5,17.87,NA,80.59,0.65,NA,53.3,2,0.112,44.8,49.2,2,30,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.32,-0.5,1.34,NA,NA,0.46,0.48,0,4.24,3.49,6.49,2.25,0.33,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.640922475077, 43.7468057405112)
8075,"BR-LS-22388","NORTH FORK BATTLE CREEK","BLMMaster-22388","D5B872B5-2C6E-4935-BBBA-67E6E62B6304",2019-08-19,NA,"1",41.422106,-118.928115,"NV_WinnemuccaDO","WADEABLE","Black Rock Field Office","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.421578,-118.92813,41.42248,-118.928616,150,"Sampled - Full Reach",23.6,46.8,NA,NA,NA,NA,0,0,17,17,100,NA,NA,NA,NA,NA,NA,NA,NA,81.5,212,25.3,49.2,129.1,152,8.59,14.8,14.57,NA,11.93,0.2,NA,40,0.667,0.029,35.5,40,1,62,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.2,-0.78,1.24,NA,NA,0.3,0.2,0,2.19,1.33,5.61,3,2.15,1.39,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-118.928128143131, 41.4221115261305)
8076,"PR-SS-12767","NELSON CREEK","BLMMaster-12767","31641A69-D7BE-45CC-A69E-2FDED8906F1B",2017-08-25,NA,"1",44.5544,-120.1759,"OR_PrinevilleDO","WADEABLE","PRINEVILLE DISTRICT OFFICE","Random","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.554952,-120.175962,44.554211,-120.176067,150,"Sampled - Partial Reach",82,92.5,1.76,0.07,0.34,0.46,0,100,100,100,83,"ABSENT",8,12.07996,0.662254,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,603.5,179.2,50.2,24.7,422.5,159.4,8.68,12.5,14.23,NA,41.75,0.26,13,108.3,2.222,0.097,24.7,32.4,2,130,20,4,9,14,NA,56,NA,74,19,6,0,NA,30,0.22,0.44,-0.49,NA,NA,126,0.59,0.15,0,1.9,1.4,3.5,2.09,5.65,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-120.175913886032, 44.5544056535081)
8077,"MT-LS-16946","MONTEZUMA CREEK","BLMMaster-16946","F7E7B3EB-5071-4341-BF88-6F9AD0537F5A",2017-09-06,NA,"1",37.721935,-109.262085,"UT_CanyonCountryDO","WADEABLE","Monticello","Random","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.721767,-109.262639,37.722407,-109.261602,150,"Sampled - Interrupted Flow",50.3,80.5,1.27,0.07,0.42,0.51,77,100,50,100,0,"ABSENT",2,6.90374036,0.28969803,NA,"UT_DEQ_2015",NA,196,1375.7,225.8,196.3,29.8,760,353.9,5.12,17.2,20.28,NA,NA,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,NA,7,NA,100,0,0,0,NA,7,NA,NA,NA,1.19,0.31,136,NA,0.24,8.7,2.68,1.64,6.28,2.05,0.21,1.3,NA,"MAJOR","COMMON","PRESENT","ABSENT",c(-109.262095829233, 37.7219408573211)
8078,"GS-RO-9013","Paria River","BLM14-9013","1530800945",2015-07-01,NA,"1",37.187023,-111.923054,"UT_GrandStaircaseEscalanteNM","WADEABLE","Grand Staircase Escalante Nat Monument","Random","Core","5","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",37.184939,-111.923082,37.188954,-111.923625,450,"Sampled - Partial Reach",1.9,17.4,0.38,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",5,6.70432957,0.74578673,NA,"UT_DEQ_2015",NA,17,5564,216.8,55.8,19.1,822,522.2,7.9,27.1,20.69,NA,19.04,0.96,3,6.7,0,0,51.9,58.2,1,79,1,2,NA,NA,NA,2,NA,30,NA,NA,NA,NA,NA,1.55,1.55,-1,1,0.05,145,0.59,0.31,0,41.08,12.8,NA,NA,0.45,NA,NA,"NONE","ABSENT","ABSENT",NA,c(-111.923065318513, 37.1870286134132)
8080,"AR-LS-1234","LITTLE BLITZEN RIVER","OR_BU-1234","041070AD-C621-4635-87CC-4C0B3E87B003",2019-08-21,NA,"1",42.666791,-118.732024,"OR_BurnsDO","WADEABLE","ANDREWS FIELD OFFICE - WSR","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.666212,-118.732425,42.666904,-118.731081,150,"Sampled - Full Reach",70.7,90.9,NA,NA,NA,NA,0,0,0,0,32,"ABSENT",8,7.56,1.05820106,NA,"OR_NorthernBasinRange",NA,300,59.9,135,7.5,28.3,83,57,7.65,13.21,13.07,NA,28.9,0.33,NA,40,4.242,0.523,10.3,12.4,11,198,80,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.48,-0.45,1.48,NA,NA,0.32,0.29,0,5.31,4.16,9.09,1.53,2,1.12,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.732037305822, 42.6667966463305)
8081,"MR-LS-1173","WEST LITTLE OWYHEE","OR_VM-1173","FC0B3522-A5DE-4034-9A2D-A52970C40817",2019-09-06,NA,"1",42.138151,-117.308502,"OR_MalheurFO","WADEABLE","WSR","Random","Core","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.137416,-117.308331,42.138794,-117.308754,150,"Sampled - Interrupted Flow",52.9,92.5,NA,NA,NA,NA,0,0,5,5,82,"ABSENT",3,7.56,0.3968254,NA,"OR_NorthernBasinRange",NA,223,432.8,189,34,52.4,222.2,173,7.47,17,16.44,6.73,NA,NA,NA,NA,0.606,0.026,16.3,18.3,2,140,56,5,NA,NA,55,NA,52,90,0,29,0,24,NA,0.27,0.38,-0.68,1.2,NA,NA,NA,0.42,12.9,8.01,6.34,7.85,1.25,0.59,1,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.30851497093, 42.1381567273935)
8082,"SA-TR-1373","CANYON CREEK","SA-TR-1373","94DC53C8-1113-4C59-9395-AC2DDA9A24A4",2019-09-07,NA,"1",44.698457,-113.328883,"ID_SalmonFO","WADEABLE",NA,"Targeted","Core","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.698444,-113.329904,44.69885,-113.32836,150,"Sampled - Full Reach",33.2,62.2,NA,NA,NA,NA,0,0,0,0,69,"ABSENT",9,13.79346245,0.65248302,NA,"ColumbiaRiverBasin_PIBO","Pass",300,NA,164,NA,17.9,331.1,282,8.15,10.6,11.53,NA,2.97,0.33,NA,6.7,11.333,1.655,42.2,46.3,1,36,10,2,76,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.33,-0.6,1.36,NA,103,0.22,0.26,0,4.35,3.48,4.61,1.62,1.3,1.15,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-113.328895646871, 44.6984633162662)
8083,"EL-SS-8144",NA,"BLM13-8144","6926404203",2015-08-28,NA,"1",40.62531,-120.010227,"CA_NorthernCaliforniaDO","WADEABLE","Eagle Lake Field Office","Random","Core","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",40.624844,-120.00978,40.625735,-120.010928,150,"Sampled - Full Reach",63.2,69.8,1.32,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,47.83888432,"NV_MMI",NA,300,370.5,306.7,67.3,45.9,155.5,257.2,7.01,18.6,17.31,NA,28.13,0.23,17,113.3,11.333,1.4,39.9,42.9,1,180,15,3,NA,NA,NA,48,NA,60,NA,NA,NA,NA,NA,0.34,1.64,0.15,4.19,0.63,131,0.93,0.15,0,2.55,1.25,NA,NA,10.97,1.08,NA,"NONE","ABSENT","ABSENT",NA,c(-120.010240206603, 40.6253153682986)
8084,"PR-LS-14091","BEAR CREEK","BLMMaster-14091","C24E0850-813C-4934-95E9-0E324BE64F40",2017-06-27,NA,"1",43.975119,-120.688976,"OR_PrinevilleDO","WADEABLE","PRINEVILLE DISTRICT OFFICE","Random","Core","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",43.975902,-120.689318,43.975028,-120.68856,150,"Sampled - Partial Reach",44,89.2,1.22,0,0.3,0.01,0,100,100,100,100,"ABSENT",9,12.321672,0.73042,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,451.9,270.7,87.6,47.4,586,168.5,8.69,20.7,16.06,NA,23,0.32,2,16.7,0,0,45.9,52.4,2,78,6,3,10,16,NA,97,NA,97,0,0,0,NA,97,0.22,0.31,-0.73,NA,NA,117,0.36,0.29,0,1.83,1.38,4.63,3,0.73,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-120.688989862609, 43.9751245634975)
8085,"BA-TR-1000","KIGER CREEK","BA-TR-1000","4198B5E2-59EF-4722-8B9F-D3097B059129",2019-09-23,NA,"1",42.865428,-118.559609,"OR_BurnsDO","WADEABLE",NA,"Targeted","Core","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.866078,-118.559264,42.86501,-118.559141,150,"Sampled - Full Reach",75.7,86.1,NA,NA,NA,NA,0,0,14,14,100,"ABSENT",7,7.56,0.92592593,NA,"OR_NorthernBasinRange",NA,114,94,153,16.1,37.6,112.8,61,8.49,12.4,13.54,NA,31.07,0.29,NA,20,64.667,7.008,15.7,18.8,3,90,51,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.23,-0.88,1.06,NA,NA,0.35,0.29,0,7.71,5.97,10.91,1.55,1.38,1.26,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.559622308971, 42.8654336779617)
8086,"NW-TR-1491","POLE CREEK","NW-TR-1491","C956CA35-4357-4CA1-8D85-3C00012AC210",2019-07-12,NA,"1",41.764205,-118.061014,"NV_WinnemuccaDO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.763426,-118.060515,41.76462,-118.061172,150,"Sampled - Full Reach",95.6,96.8,NA,NA,NA,NA,0,0,8,8,15,NA,NA,NA,NA,NA,NA,NA,NA,336.7,155,78.6,46.8,96.8,127,8.13,15.8,14.15,NA,21.24,0.22,NA,93.3,5.333,0.305,4.8,5.7,19,89,42,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.25,-0.71,1.14,NA,NA,0.31,0.2,0,2.61,1.79,4.06,1.96,NA,1.05,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-118.061027045827, 41.7642106296954)
8087,"RI-SS-1173","OAK CREEK","BLMMaster-68748","BEBD2825-5674-4EAF-A684-3662EAF30B9F",2019-07-28,NA,"1",38.075227,-111.109633,"UT_ColorCountryDO","WADEABLE","RICHFIELD FIELD OFFICE","Random","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.075325,-111.109009,38.075236,-111.110041,150,"Sampled - Full Reach",10.6,37.4,NA,NA,NA,NA,29,29,0,0,54,"ABSENT",5,6.30185482,0.7934172,NA,"UT_DEQ_2015",NA,400,740.7,172,256.7,26.1,613,427,7.88,29.2,19.61,NA,2.55,0.24,NA,6.7,0,0,55.4,63.7,2,34,2,2,NA,NA,14,NA,12,98,3,15,0,14,NA,0.22,0.52,-0.39,2,NA,160,0.58,0.11,0,5.89,2.8,8.95,2.05,1.59,1.65,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-111.109644249408, 38.0752327782276)
8089,"XN-SS-4128","CHINA CREEK","BLM13-4128","56CF3230-DFC6-4DB8-9750-EBFA78AC7772",2019-08-29,NA,"1",41.916294,-118.211873,"NV_WinnemuccaDO","WADEABLE","XE_NORTH","Random","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.915813,-118.212013,41.916806,-118.211765,150,"Sampled - Full Reach",96.7,97.6,NA,NA,NA,NA,0,0,50,50,14,NA,NA,NA,NA,NA,NA,NA,NA,653.7,255.9,43.5,41.8,350.5,156.4,8.1,14.7,15.78,NA,15.9,0.13,NA,106.7,0,0,42.1,57.9,1,34,4,2,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,0.1,0.31,-0.52,2.14,NA,NA,0.43,0.1,0,1.5,0.99,3.11,2.21,4.23,1.34,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.211886095615, 41.9162996297373)
