"SITE_ID","Latitude","Longitude","locationRemarks","siteSelectionType","waterBody","site_survey_id","eventDate","year","samplingProtocol","fieldNotes","dry_site","dry_pcnt","beaver_impacted","CREEK_CODE","SITE","ORIGINAL_SURVEY_YEAR","SAMPLE_TYPE","REACH_LENGTH","GLOBALID","STATES","HUC_12","unit","AGENCY","Prov","survey_year","impact_group","poolscore","substratescore","woodscore","habitatscore","gradient","average_bfwidth","average_bfdepth","elevation","pool_fines","substrate","wood_12x25","wood_18x25","lua_group","aquatic_province","states","key_watershed","rotation_panel","creek_code"
"ORFLK0008",44.3738623522505,-122.013614539828,"Downstream End","Random GRTS","Ikenick Creek","2013ORFLK1008",2013-08-04 09:26:02,"2013","Wadeable",NA,NA,NA,"NA","ORFLK",8,2004,"STATUS_AND_TREND",160,"{2B4FFFE7-4259-4FCA-8377-294D1FAA1AED}","OR","170900040202","Willamette National Forest","FSR6","WC",2013,"imp75",100,62.81776998,63.47690042,73.94537344,0.01144329,4.64699435,0.34528012,1023,0.75,20.40133779,11,3,"MATRIX","High Cascades","OR","N",2,"ORFLK"
"ORFLK0009",44.3969045826097,-122.092247799405,"Downstream End","Random GRTS","Hackleman Creek","2004ORFLK1009",2004-08-29 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFLK",9,2004,"STATUS_AND_TREND",360,"{3DDB3A34-35C2-4798-A51F-843814DE8F8A}","OR","170900040202","Willamette National Forest","FSR6","WC",2004,"middle",73.27118715,39.32339407,64.35008923,57.82477386,0.01353227,15.33036512,0.54650206,1054,1.333333333,31.13207547,22,17,"MATRIX","High Cascades","OR","N",1,"ORFLK"
"ORFLK0009",44.3969045826097,-122.092247799405,"Downstream End","Random GRTS","Hackleman Creek","2004ORFLK9009",2004-09-24 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFLK",9,2004,"STATUS_AND_TREND",360,"{3DDB3A34-35C2-4798-A51F-843814DE8F8A}","OR","170900040202","Willamette National Forest","FSR6","WC",2004,"middle",73.48136722,54.63815516,69.61842657,64.86854027,0.01686256,24.52642191,0.54865569,1054,1.238095238,21.9047619,25,20,"MATRIX","High Cascades","OR","N",1,"ORFLK"
"ORFLK0009",44.3969045826097,-122.092247799405,"Downstream End","Random GRTS","Hackleman Creek","2005ORFLK6009",2005-08-25 00:00:00,"2005","Wadeable",NA,NA,NA,"NA","ORFLK",9,2004,"STATUS_AND_TREND",360,"{3DDB3A34-35C2-4798-A51F-843814DE8F8A}","OR","170900040202","Willamette National Forest","FSR6","WC",2005,"middle",72.24130483,65.7029582,67.09712575,67.37249083,0.01632487,14.70050269,0.40443471,1054,1.8,15.23809523,22,13,"MATRIX","High Cascades","OR","N",1,"ORFLK"
"ORFLK0009",44.3969045826097,-122.092247799405,"Downstream End","Random GRTS","Hackleman Creek","2013ORFLK1009",2013-08-01 13:01:20,"2013","Wadeable",NA,NA,NA,"NA","ORFLK",9,2004,"STATUS_AND_TREND",360,"{3DDB3A34-35C2-4798-A51F-843814DE8F8A}","OR","170900040202","Willamette National Forest","FSR6","WC",2013,"middle",71.7999267,69.34540888,53.55684552,63.87772752,0.01732811,11.77026603,0.53436237,1054,2,13.04347826,13,5,"MATRIX","High Cascades","OR","N",2,"ORFLK"
"ORFLK0009",44.3969045826097,-122.092247799405,"Downstream End","Random GRTS","Hackleman Creek","2013ORFLK9009",2013-08-20 08:40:01,"2013","Wadeable",NA,NA,NA,"NA","ORFLK",9,2004,"STATUS_AND_TREND",360,"{3DDB3A34-35C2-4798-A51F-843814DE8F8A}","OR","170900040202","Willamette National Forest","FSR6","WC",2013,"middle",74.00681738,66.56995662,55.0388863,64.13716679,0.01666556,12.29609349,0.43877463,1054,1,14.71571906,17,5,"MATRIX","High Cascades","OR","N",2,"ORFLK"
"ORFLK0010",44.4106805325809,-122.037186425202,"Downstream End","Random GRTS","Hackleman Creek","2013ORFLK1010",2013-08-06 11:09:08,"2013","Wadeable",NA,NA,NA,"NA","ORFLK",10,2013,"STATUS_AND_TREND",240,"{860C2521-9C5A-474B-A2BF-A585ABB32817}","OR","170900040202","Willamette National Forest","FSR6","WC",2013,"middle",62.80237352,82.69533429,31.76369597,58.17033969,0.01816173,9.71959464,0.4564187,975,10.57142857,5,6,4,"MATRIX","High Cascades","OR","N",2,"ORFLK"
"ORFLO0010",42.4116204032683,-123.855526408867,"Downstream End","Random GRTS","Pine Creek","2009ORFLO1010",2009-07-13 12:00:00,"2009","Wadeable",NA,NA,NA,"NA","ORFLO",10,2009,"STATUS_AND_TREND",160,"{20F8F9CA-D316-462A-B3EC-4711396E6C62}","OR","171003110801","Rogue River-Siskiyou National Forest","FSR6","KS",2009,"ref",53.08292975,61.2024926,63.61756294,58.60897267,0.1445243,5.04528003,0.43432313,403,0.666666667,7.76699029,6,3,"RES","Klamath/Siskiyou","OR","N",1,"ORFLO"
"ORFLO0010",42.4116204032683,-123.855526408867,"Downstream End","Random GRTS","Pine Creek","2015ORFLO1010",2015-08-13 04:14:34,"2015","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLO0010",42.4116204032683,-123.855526408867,"Downstream End","Random GRTS","Pine Creek","2017ORFLO1010",2017-07-15 00:00:00,"2017","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLO0011",42.3973508116663,-123.846446107169,"Downstream End","Random GRTS","Clear Creek","2009ORFLO1011",2009-07-09 12:00:00,"2009","Wadeable",NA,NA,NA,"NA","ORFLO",11,2009,"STATUS_AND_TREND",160,"{95C6F91B-5E05-4A43-ACD3-5A0C87E4985C}","OR","171003110801","Rogue River-Siskiyou National Forest","FSR6","KS",2009,"ref",75.59463996,75.21526027,54.65940365,67.4412473,0.11447158,7.7075252,0.41052391,309,0,2.91262135,8,5,"RES","Klamath/Siskiyou","OR","N",1,"ORFLO"
"ORFLO0011",42.3973508116663,-123.846446107169,"Downstream End","Random GRTS","Clear Creek","2017ORFLO1011",2017-07-16 00:00:00,"2017","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLO0017",42.4200071651032,-123.860172528411,"Downstream End","Random GRTS","West Fork Pine Creek","2009ORFLO1017",2009-07-14 12:00:00,"2009","Wadeable",NA,NA,NA,"NA","ORFLO",17,2009,"STATUS_AND_TREND",160,"{57DE0CBE-255B-47DA-A7AE-68AFAEC1CAAF}","OR","171003110801","Rogue River-Siskiyou National Forest","FSR6","KS",2009,"ref",NA,24.37802598,8.94678635,16.45562671,0.41129301,2.28047728,0.4367165,681,NA,32.38095238,0,0,"RES","Klamath/Siskiyou","OR","N",1,"ORFLO"
"ORFLO0017",42.4200071651032,-123.860172528411,"Downstream End","Random GRTS","West Fork Pine Creek","2017ORFLO1017",2017-07-18 00:00:00,"2017","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLO0021",42.4045624961963,-123.880918074585,"Downstream End","Random GRTS","Florence Creek","2009ORFLO1021",2009-07-11 12:00:00,"2009","Wadeable",NA,NA,NA,"NA","ORFLO",21,2009,"STATUS_AND_TREND",200,"{5226C515-AD31-4DF0-8930-929785B0E31D}","OR","171003110801","Rogue River-Siskiyou National Forest","FSR6","KS",2009,"ref",67.83975388,62.86679325,40.61617683,56.04261721,0.07058773,6.8151611,0.44288426,258,1.049311236,5.76923076,5,2,"RES","Klamath/Siskiyou","OR","N",1,"ORFLO"
"ORFLO0021",42.4045624961963,-123.880918074585,"Downstream End","Random GRTS","Florence Creek","2017ORFLO1021",2017-07-13 00:00:00,"2017","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLO0027",42.4070097742825,-123.855404375855,"Downstream End","Random GRTS","Pine Creek","2009ORFLO1027",2009-07-12 12:00:00,"2009","Wadeable",NA,NA,NA,"NA","ORFLO",27,2009,"STATUS_AND_TREND",160,"{11302C2C-45C2-4E3D-9E74-80DB0C8B73F1}","OR","171003110801","Rogue River-Siskiyou National Forest","FSR6","KS",2009,"ref",12.79723051,55.77755626,75.8003329,48.16025541,0.15796604,5.21566405,0.59637274,344,1.560329395,6.73076923,8,3,"RES","Klamath/Siskiyou","OR","N",1,"ORFLO"
"ORFLO0027",42.4070097742825,-123.855404375855,"Downstream End","Random GRTS","Pine Creek","2015ORFLO1027",2015-08-14 10:39:10,"2015","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLO0027",42.4070097742825,-123.855404375855,"Downstream End","Random GRTS","Pine Creek","2017ORFLO1027",2017-07-14 00:00:00,"2017","Wadeable",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0003",44.4013725023191,-122.335976349737,"Downstream End","Random GRTS","South Santiam River","2006ORFLS1003",2006-07-14 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",3,2006,"STATUS_AND_TREND",480,"{BF316ACB-22AD-4AFF-AFF5-C18DB09BC44E}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"imp75",59.35523261,71.27049258,29.49304619,52.43772805,0.0125537,31.77710865,1.09036189,378,3.111111111,4.76190476,1,0,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0003",44.4013725023191,-122.335976349737,"Downstream End","Random GRTS","South Santiam River","2014ORFLS1003",2014-08-03 08:32:52,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0007",44.3888687818488,-122.372841589621,"Downstream End","Random GRTS","Falls Creek","2006ORFLS1007",2006-07-15 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",7,2006,"STATUS_AND_TREND",240,"{C28C6C64-3E07-441F-A62D-CFC0A73D5DFE}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"imp90",54.99263655,78.87155473,81.31879833,71.20277394,0.13060755,12.6965058,0.8062537,583,7.259259259,2.94117647,31,25,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0007",44.3888687818488,-122.372841589621,"Downstream End","Random GRTS","Falls Creek","2014ORFLS1007",2014-08-01 09:24:46,"2014","Wadeable",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0010",44.3725177521672,-122.319081609407,"Downstream End","Random GRTS","Falls Creek","2006ORFLS1010",2006-07-16 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",10,2006,"STATUS_AND_TREND",160,"{C067C6D3-2806-4E2C-9766-E72F4CEDE09C}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"ref",56.49542645,38.41960423,39.00179442,43.62080767,0.0261358,7.15654568,0.55890291,1213,5.500917431,37.14285714,5,0,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0010",44.3725177521672,-122.319081609407,"Downstream End","Random GRTS","Falls Creek","2014ORFLS1010",2014-08-04 09:45:07,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0012",44.4038288718846,-122.311409529934,"Downstream End","Random GRTS","South Santiam River","2006ORFLS1012",2006-07-17 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",12,2006,"STATUS_AND_TREND",480,"{8FFCBCBF-A0F6-40E1-9928-8C34406ED9E2}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"imp75",59.71410735,64.33745005,32.9276092,51.36529277,0.01075075,27.87998705,1.34184772,399,2.761904762,12.38095238,8,3,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0012",44.4038288718846,-122.311409529934,"Downstream End","Random GRTS","South Santiam River","2006ORFLS9012",2006-07-28 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",12,2006,"STATUS_AND_TREND",480,"{8FFCBCBF-A0F6-40E1-9928-8C34406ED9E2}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"imp75",57.8867579,87.8298272,11.11969894,51.35843617,0.00142234,24.05619094,1.09290487,399,3.523809524,2.85714285,5,3,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0012",44.4038288718846,-122.311409529934,"Downstream End","Random GRTS","South Santiam River","2007ORFLS6012",2007-07-11 00:00:00,"2007","Wadeable",NA,NA,NA,"NA","ORFLS",12,2006,"STATUS_AND_TREND",480,"{8FFCBCBF-A0F6-40E1-9928-8C34406ED9E2}","OR","170900060208","Willamette National Forest","FSR6","WC",2007,"imp75",65.4270305,78.57513689,32.9276092,57.9982047,0.01033557,26.35664352,1.39465331,399,0.379928315,7.61904761,8,3,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0012",44.4038288718846,-122.311409529934,"Downstream End","Random GRTS","South Santiam River","2014ORFLS1012",2014-08-02 08:41:53,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0014",44.4052152125842,-122.337264099699,"Downstream End","Random GRTS","Trout Creek","2006ORFLS1014",2006-07-18 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",14,2006,"STATUS_AND_TREND",200,"{8DD36C4A-329B-44CC-9349-519F2D670038}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"ref",0,57.03878312,27.98611249,28.33277118,0.072893,10.87801678,0.75457629,463,7.666666667,15.23809523,4,0,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0014",44.4052152125842,-122.337264099699,"Downstream End","Random GRTS","Trout Creek","2006ORFLS9014",2006-07-27 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",14,2006,"STATUS_AND_TREND",200,"{8DD36C4A-329B-44CC-9349-519F2D670038}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"ref",0,60.39789808,40.16520874,33.59994624,0.07415144,8.94796553,0.60282806,463,16.88888889,16.19047619,7,1,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0014",44.4052152125842,-122.337264099699,"Downstream End","Random GRTS","Trout Creek","2007ORFLS6014",2007-07-12 00:00:00,"2007","Wadeable",NA,NA,NA,"NA","ORFLS",14,2006,"STATUS_AND_TREND",200,"{8DD36C4A-329B-44CC-9349-519F2D670038}","OR","170900060208","Willamette National Forest","FSR6","WC",2007,"ref",0,55.40501694,38.15965148,31.22760108,0.07474528,9.81919531,0.75038412,463,15.66164546,20,7,0,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0014",44.4052152125842,-122.337264099699,"Downstream End","Random GRTS","Trout Creek","2014ORFLS1014",2014-08-04 16:39:59,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0014",44.4052152125842,-122.337264099699,"Downstream End","Random GRTS","Trout Creek","2014ORFLS9014",2014-08-19 09:30:03,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0017",44.40308362211,-122.299889850469,"Downstream End","Random GRTS","South Santiam River","2006ORFLS1017",2006-07-13 00:00:00,"2006","Wadeable",NA,NA,NA,"NA","ORFLS",17,2006,"STATUS_AND_TREND",480,"{803A2D40-75B9-4457-96F0-02DB69B13E0E}","OR","170900060208","Willamette National Forest","FSR6","WC",2006,"imp75",53.94508391,81.40918374,31.70708999,54.91423849,0.01254365,29.56870026,0.81182651,404,8,1.9047619,3,2,"LSR","Western Cascades","OR","N",1,"ORFLS"
"ORFLS0017",44.40308362211,-122.299889850469,"Downstream End","Random GRTS","South Santiam River","2014ORFLS1017",2014-07-31 08:54:33,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFLS0017",44.40308362211,-122.299889850469,"Downstream End","Random GRTS","South Santiam River","2014ORFLS9017",2014-08-18 09:22:18,"2014","Wadeable",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0002",42.5151076956068,-122.357132459969,"Downstream End","Random GRTS","North Fork Fourbit Creek","2004ORFOR1002",2004-06-17 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFOR",2,2004,"STATUS_AND_TREND",160,"{CC62E8F6-5D7E-4C91-98D2-AADA24EF2C3E}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2004,"middle",68.95469381,39.58218074,59.22878092,54.81146632,0.04673534,6.90863877,0.66762988,1129,2.8,27.61904761,11,4,"MATRIX","High Cascades","OR","N",1,"ORFOR"
"ORFOR0002",42.5151076956068,-122.357132459969,"Downstream End","Random GRTS","North Fork Fourbit Creek","2012ORFOR1002",2012-06-06 08:46:03,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",2,2004,"STATUS_AND_TREND",160,"{CC62E8F6-5D7E-4C91-98D2-AADA24EF2C3E}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"middle",NA,67.06917422,48.30062136,58.17329461,0.05092436,5.95811722,0.47552546,1129,NA,7.61904761,10,3,"MATRIX","High Cascades","OR","N",2,"ORFOR"
"ORFOR0002",42.5151076956068,-122.357132459969,"Downstream End","Random GRTS","North Fork Fourbit Creek","2020ORFOR1002",2020-06-15 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0002",42.5151076956068,-122.357132459969,"Downstream End","Random GRTS","North Fork Fourbit Creek","2020ORFOR9002",2020-06-28 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0003",42.5218902606276,-122.353877061539,"Downstream End","Random GRTS","Buck Basin Fork","2012ORFOR1003",2012-06-11 13:32:44,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",3,2012,"STATUS_AND_TREND",160,"{47798752-1D69-B902-60A7-BDBE5F51ED6A}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"imp90",72.96080709,100,55.96602175,75.45285587,0.08409352,4.58124222,0.40088808,1196,0,0.95238095,6,2,"MATRIX","High Cascades","OR","N",2,"ORFOR"
"ORFOR0003",42.5218902606276,-122.353877061539,"Downstream End","Random GRTS","Buck Basin Fork","2020ORFOR1003",2020-06-10 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0004",42.4900280053045,-122.310163459596,"Downstream End","Random GRTS","South Fork Fourbit Creek","2004ORFOR1004",2004-06-19 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFOR",4,2004,"STATUS_AND_TREND",160,"{E6126087-3599-466C-B114-B3DAA8B1540B}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2004,"ref",0,46.11369718,36.99969726,27.68480654,0.06998994,6.3799224,0.45095593,1599,83.16666667,22.11538461,1,1,"MATRIX","High Cascades","OR","N",1,"ORFOR"
"ORFOR0004",42.4900280053045,-122.310163459596,"Downstream End","Random GRTS","South Fork Fourbit Creek","2012ORFOR1004",2012-06-10 09:29:00,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",4,2004,"STATUS_AND_TREND",160,"{E6126087-3599-466C-B114-B3DAA8B1540B}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"ref",73.21189371,26.69776946,35.21728716,43.65066547,0.07451421,4.4293732,0.3145498,1599,6.962962963,24.76190476,1,0,"MATRIX","High Cascades","OR","N",2,"ORFOR"
"ORFOR0004",42.4900280053045,-122.310163459596,"Downstream End","Random GRTS","South Fork Fourbit Creek","2020ORFOR1004",2020-06-11 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0004",42.4900280053045,-122.310163459596,"Downstream End","Random GRTS","South Fork Fourbit Creek","2020ORFOR9004",2020-06-28 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0006",42.5032152558094,-122.348320769732,"Downstream End","Random GRTS","Salt Fork Fourbit Creek","2004ORFOR1006",2004-06-18 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFOR",6,2004,"STATUS_AND_TREND",160,"{BB46BCFB-BE70-4CFF-9E26-976056F7789B}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2004,"middle",36.47890801,0,9.2941054,14.1970752,0.06178156,5.61569139,0.27884412,1187,41.33333333,33.65384615,0,0,"MATRIX","High Cascades","OR","N",1,"ORFOR"
"ORFOR0006",42.5032152558094,-122.348320769732,"Downstream End","Random GRTS","Salt Fork Fourbit Creek","2012ORFOR1006",2012-06-08 09:15:55,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",6,2004,"STATUS_AND_TREND",160,"{BB46BCFB-BE70-4CFF-9E26-976056F7789B}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"middle",67.60990902,5.81081821,11.63858884,26.80609798,0.06742445,3.61151654,0.2841395,1187,6,29.52380952,1,0,"MATRIX","High Cascades","OR","N",2,"ORFOR"
"ORFOR0006",42.5032152558094,-122.348320769732,"Downstream End","Random GRTS","Salt Fork Fourbit Creek","2020ORFOR1006",2020-06-13 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0007",42.5029876261751,-122.395522310427,"Downstream End","Random GRTS","Fourbit Creek","2004ORFOR1007",2004-06-21 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFOR",7,2004,"STATUS_AND_TREND",160,"{C1BFE70A-7F88-4674-98BB-807D040F624D}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2004,"middle",68.85405674,90.47991101,66.83726185,74.6121988,0.02240949,6.5343714,0.68070292,1000,1.523809524,7.61904761,8,4,"MATRIX","High Cascades","OR","N",1,"ORFOR"
"ORFOR0007",42.5029876261751,-122.395522310427,"Downstream End","Random GRTS","Fourbit Creek","2012ORFOR1007",2012-06-09 09:16:16,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",7,2004,"STATUS_AND_TREND",160,"{C1BFE70A-7F88-4674-98BB-807D040F624D}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"middle",69.52890078,81.92225202,43.50133867,64.01425134,0.02211092,7.38594387,0.48204335,1000,0.666666667,13.33333333,4,2,"MATRIX","High Cascades","OR","N",2,"ORFOR"
"ORFOR0007",42.5029876261751,-122.395522310427,"Downstream End","Random GRTS","Fourbit Creek","2020ORFOR1007",2020-06-27 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0008",42.5105262755768,-122.3640446904,"Downstream End","Random GRTS","North Fork Fourbit Creek","2004ORFOR1008",2004-06-22 00:00:00,"2004","Wadeable",NA,NA,NA,"NA","ORFOR",8,2004,"STATUS_AND_TREND",160,"{52ABBBAF-4067-4CD3-A630-F947CF0B57CB}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2004,"middle",NA,NA,NA,NA,0.04126081,NA,NA,1092,9.5,23.4375,7,6,"MATRIX","High Cascades","OR","N",1,"ORFOR"
"ORFOR0008",42.5105262755768,-122.3640446904,"Downstream End","Random GRTS","North Fork Fourbit Creek","2012ORFOR1008",2012-06-10 14:37:01,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",8,2004,"STATUS_AND_TREND",160,"{52ABBBAF-4067-4CD3-A630-F947CF0B57CB}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"middle",70.17701178,69.12507391,85.45736256,74.10352878,0.04126081,9.77105126,0.29674764,1092,2,12.38095238,16,7,"MATRIX","High Cascades","OR","N",2,"ORFOR"
"ORFOR0008",42.5105262755768,-122.3640446904,"Downstream End","Random GRTS","North Fork Fourbit Creek","2020ORFOR1008",2020-06-12 00:00:00,"2020","Wadeable",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORFOR0010",42.4968766084683,-122.337315992668,"Downstream End","Random GRTS","South Fork Fourbit Creek","2012ORFOR1010",2012-06-12 10:11:17,"2012","Wadeable",NA,NA,NA,"NA","ORFOR",10,2012,"STATUS_AND_TREND",160,"{574BE02E-05C8-BA5B-D8CD-DBF75B9CBE99}","OR","171003070402","Rogue River-Siskiyou National Forest","FSR6","HC",2012,"imp90",70.9041792,65.93129967,47.4552655,60.36881822,0.12011674,3.78583582,0.50471286,1297,4.15531846,15.23809523,3,1,"MATRIX","High Cascades","OR","N",2,"ORFOR"
