"SITE_ID","CREEK_CODE","SITE","ORIGINAL_SURVEY_YEAR","SAMPLE_TYPE","REACH_LENGTH","GLOBALID","STATES","HUC_12","unit","AGENCY","Prov","site_survey_id","survey_year","impact_group","poolscore","substratescore","woodscore","habitatscore","gradient","average_bfwidth","average_bfdepth","elevation","pool_fines","substrate","wood_12x25","wood_18x25","lua_group","aquatic_province","states","key_watershed","rotation_panel","creek_code","longitude","lattitude","Z","Z2"
"ORHHE0002","ORHHE",2,2004,"STATUS_AND_TREND",160,"{8AC79B14-C994-4643-B2DF-E3AABAAC08BA}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE1002",2012,"middle",51.88927017,80.28792111,18.9683786,49.56584806,0.02959039,6.02504324,0.38216863,547,2.3832021,6.66666666,0,0,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.422021160572,44.025255241217,0,0
"ORHHE0003","ORHHE",3,2004,"STATUS_AND_TREND",360,"{07E982BF-A010-400E-9A06-94A67DBA10A9}","OR","170900010903","Willamette National Forest","FSR6","WC","2004ORHHE1003",2004,"imp75",72.98446129,75.88325551,45.11181069,63.60580896,0.02171428,10.64452163,0.54710241,421,0.444444444,3,14,7,"LSR","Western Cascades","OR","N",1,"ORHHE",-122.43836049088,43.9850190118738,0,0
"ORHHE0003","ORHHE",3,2004,"STATUS_AND_TREND",360,"{07E982BF-A010-400E-9A06-94A67DBA10A9}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE1003",2012,"imp75",43.98216555,73.2930161,60.21153164,58.67493534,0.02116209,12.43461623,0.88654443,421,3.318518519,3.8095238,12,10,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.43836049088,43.9850190118738,0,0
"ORHHE0012","ORHHE",12,2004,"STATUS_AND_TREND",280,"{03269173-5C40-4B62-97CD-A8FA8EEED5F2}","OR","170900010903","Willamette National Forest","FSR6","WC","2004ORHHE1012",2004,"middle",64.80167787,74.38135533,100,79.11517152,0.01896007,12.22196959,0.48989078,443,0.833333333,14.28571428,26,19,"LSR","Western Cascades","OR","N",1,"ORHHE",-122.454538029678,44.0022491121952,0,0
"ORHHE0012","ORHHE",12,2004,"STATUS_AND_TREND",280,"{03269173-5C40-4B62-97CD-A8FA8EEED5F2}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE1012",2012,"middle",0,85.99226491,100,62.55889945,0.02130566,12.76267067,0.4287318,443,11.38461538,6.66666666,22,20,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.454538029678,44.0022491121952,0,0
"ORHHE0016","ORHHE",16,2004,"STATUS_AND_TREND",400,"{927045DE-32FC-4405-A49A-AB2C575F97F6}","OR","170900010903","Willamette National Forest","FSR6","WC","2004ORHHE1016",2004,"middle",70.10754637,70.71339029,61.02780058,66.338789,0.0044358,20.01235641,0.68744443,365,1.111111111,4.76190476,16,16,"LSR","Western Cascades","OR","N",1,"ORHHE",-122.491226549877,43.9842132216572,0,0
"ORHHE0016","ORHHE",16,2004,"STATUS_AND_TREND",400,"{927045DE-32FC-4405-A49A-AB2C575F97F6}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE1016",2012,"middle",0,74.88746483,25.75520363,33.62691621,0.00481294,20.11009756,0.8384041,365,8.333333333,1.9047619,8,7,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.491226549877,43.9842132216572,0,0
"ORHHE0016","ORHHE",16,2004,"STATUS_AND_TREND",400,"{927045DE-32FC-4405-A49A-AB2C575F97F6}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE9016",2012,"middle",18.52414539,72.10474848,17.27320532,35.6662497,0.00585382,19.46674917,0.66972831,365,5.834174376,3.8095238,7,3,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.491226549877,43.9842132216572,0,0
"ORHHE0017","ORHHE",17,2004,"STATUS_AND_TREND",280,"{4876479C-EFEE-45CC-8D2A-C48BEA5147B2}","OR","170900010903","Willamette National Forest","FSR6","WC","2004ORHHE1017",2004,"middle",55.08183837,77.61672764,72.88470072,67.94661034,0.02593681,12.48488147,0.450681,459,2,9.16666666,15,8,"LSR","Western Cascades","OR","N",1,"ORHHE",-122.448975860101,44.008885011878,0,0
"ORHHE0017","ORHHE",17,2004,"STATUS_AND_TREND",280,"{4876479C-EFEE-45CC-8D2A-C48BEA5147B2}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE1017",2012,"middle",39.60944081,78.25272608,79.05246557,65.36014512,0.02532356,12.45467036,0.55493398,459,3.857142857,8.57142857,17,8,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.448975860101,44.008885011878,0,0
"ORHHE0017","ORHHE",17,2004,"STATUS_AND_TREND",280,"{4876479C-EFEE-45CC-8D2A-C48BEA5147B2}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE9017",2012,"middle",10.23172184,85.99226491,89.28120222,62.16098512,0.02095438,12.22203367,0.54334296,459,7.383333333,6.66666666,21,12,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.448975860101,44.008885011878,0,0
"ORHHE0024","ORHHE",24,2004,"STATUS_AND_TREND",160,"{50B408D1-FA9E-4A80-95F7-2473DA4E856E}","OR","170900010903","Willamette National Forest","FSR6","WC","2004ORHHE1024",2004,"imp75",58.6841535,62.19851286,97.42656259,72.17851925,0.15125469,7.24141983,0.4612129,566,6.444444444,17.47572815,35,31,"LSR","Western Cascades","OR","N",1,"ORHHE",-122.475728700899,43.9967571212241,0,0
"ORHHE0024","ORHHE",24,2004,"STATUS_AND_TREND",160,"{50B408D1-FA9E-4A80-95F7-2473DA4E856E}","OR","170900010903","Willamette National Forest","FSR6","WC","2012ORHHE1024",2012,"imp75",NA,80.74555416,79.68186983,81.08388712,0.16260574,6.37397649,0.42689697,566,NA,8.57142857,29,23,"LSR","Western Cascades","OR","N",2,"ORHHE",-122.475728700899,43.9967571212241,0,0
"ORHIL0001","ORHIL",1,2009,"STATUS_AND_TREND",200,"{2C697FFF-0456-4621-BDE6-EF42C6416EB4}","OR","170900010201","Willamette National Forest","FSR6","WC","2009ORHIL1001",2009,"middle",66.80600028,81.17585399,35.12043292,60.05919918,0.07166375,9.74727273,0.61395274,775,0.420875421,1.9047619,6,3,"LSR","Western Cascades","OR","N",1,"ORHIL",-122.285623019105,43.6264125306578,759.562000000005,759.562000000005
"ORHIL0002","ORHIL",2,2009,"STATUS_AND_TREND",200,"{204AF9FF-1DD5-43F9-869F-D55C72357974}","OR","170900010201","Willamette National Forest","FSR6","WC","2009ORHIL1002",2009,"middle",81.41022281,78.01908635,51.05312639,69.00828601,0.05442064,10.06997478,0.57386722,1072,0.850980392,9.52380952,9,7,"LSR","Western Cascades","OR","N",1,"ORHIL",-122.242280620547,43.5909429899056,1080.64,1080.64
"ORHTR0010","ORHTR",10,2007,"STATUS_AND_TREND",200,"{68499E69-3A7A-4283-BA55-7B9F635BCF19}","OR","171003120501","Rogue River-Siskiyou National Forest","FSR6","KS","2007ORHTR1010",2007,"middle",70.52912168,63.04574544,6.70313536,45.45782144,0.02573197,8.0720329,0.52514767,689,0.6,9.52380952,3,3,"LSR","Franciscan","OR","N",1,"ORHTR",-124.257044879339,42.4016272652675,0,0
"ORHTR0011","ORHTR",11,2007,"STATUS_AND_TREND",400,"{3BE40FF1-E56B-47FD-98AB-1FCC53C8CFA2}","OR","171003120501","Rogue River-Siskiyou National Forest","FSR6","KS","2007ORHTR1011",2007,"middle",67.29897455,48.94479989,36.30131394,49.68963981,0.03286332,19.29833166,0.66074907,446,0.849579832,3.8095238,13,10,"LSR","Franciscan","OR","N",1,"ORHTR",-124.29900009072,42.3778703248481,0,0
"ORHUM0002","ORHUM",2,2006,"STATUS_AND_TREND",280,"{CBB226E7-C4CE-4358-B2F6-87EB578BA9B4}","OR","170900050103","Willamette National Forest","FSR6","WC","2006ORHUM1002",2006,"middle",70.12161069,59.23621814,7.41449908,44.27873277,0.03337466,17.06352512,0.85050353,587,0.5,5.71428571,11,3,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.074797810196,44.7817779822496,0,0
"ORHUM0003","ORHUM",3,2006,"STATUS_AND_TREND",360,"{B7F37C3F-740D-4841-863C-3CED94127BD3}","OR","170900050103","Willamette National Forest","FSR6","WC","2006ORHUM1003",2006,"middle",72.98142585,0,23.88954883,30.68781937,0.04247013,13.40105618,0.80714325,721,1.333333333,25.71428571,33,26,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.041752679722,44.820980352154,0,0
"ORHUM0003","ORHUM",3,2006,"STATUS_AND_TREND",360,"{B7F37C3F-740D-4841-863C-3CED94127BD3}","OR","170900050103","Willamette National Forest","FSR6","WC","2006ORHUM9003",2006,"middle",70.35741943,1.78346352,20.21154442,29.21581735,0.04135285,11.48097792,0.70872602,721,1.866666667,16.19047619,21,17,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.041752679722,44.820980352154,0,0
"ORHUM0003","ORHUM",3,2006,"STATUS_AND_TREND",360,"{B7F37C3F-740D-4841-863C-3CED94127BD3}","OR","170900050103","Willamette National Forest","FSR6","WC","2007ORHUM6003",2007,"middle",55.79343632,0,25.43368423,25.77591484,0.04864223,11.81798553,0.86844293,721,4.826818596,26.92307692,34,23,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.041752679722,44.820980352154,0,0
"ORHUM0004","ORHUM",4,2006,"STATUS_AND_TREND",360,"{96E7BC81-9B3B-4ECC-9C23-560DC88C07D7}","OR","170900050103","Willamette National Forest","FSR6","WC","2006ORHUM1004",2006,"middle",54.43898222,0,18.28587825,22.92461924,0.03471527,15.47048174,0.83755923,682,2.5,22.85714285,27,23,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.050243110144,44.8138495019835,0,0
"ORHUM0004","ORHUM",4,2006,"STATUS_AND_TREND",360,"{96E7BC81-9B3B-4ECC-9C23-560DC88C07D7}","OR","170900050103","Willamette National Forest","FSR6","WC","2006ORHUM9004",2006,"middle",0,56.13642549,22.04731424,26.01374196,0.03536502,13.69476843,0.76628807,682,11.06666667,3.84615384,30,26,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.050243110144,44.8138495019835,0,0
"ORHUM0004","ORHUM",4,2006,"STATUS_AND_TREND",360,"{96E7BC81-9B3B-4ECC-9C23-560DC88C07D7}","OR","170900050103","Willamette National Forest","FSR6","WC","2007ORHUM6004",2007,"middle",62.1108812,36.03137649,22.39542769,38.95774962,0.03451016,13.90340621,0.87447673,682,1.411342958,8.57142857,32,25,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.050243110144,44.8138495019835,0,0
"ORHUM0005","ORHUM",5,2006,"STATUS_AND_TREND",360,"{10AFA5B8-7B6C-4A3F-A2D6-DFB41819BEC2}","OR","170900050103","Willamette National Forest","FSR6","WC","2006ORHUM1005",2006,"middle",52.44588337,21.54357376,15.51175195,28.65685005,0.02479377,24.91901145,0.78834052,600,3.733333333,25.71428571,23,11,"MATRIX","Western Cascades","OR","N",1,"ORHUM",-122.06227786104,44.7899759628323,0,0
"ORHWK0009","ORHWK",9,2007,"STATUS_AND_TREND",160,"{E375DC89-429E-479E-AB89-49951C30D223}","OR","171003070504","Medford BLM","ORBLM","WC","2007ORHWK1009",2007,"imp75",0,0,70.44825096,23.39154994,0.07826053,5.69195741,0.4093629,733,10.03916084,60.19417475,13,8,"LSR","Western Cascades","OR","Y",1,"ORHWK",-122.722091790292,42.7862346676217,0,0
"ORHWK0017","ORHWK",17,2007,"STATUS_AND_TREND",160,"{F9A0480E-607B-4148-B3F1-0D581BDA3BD0}","OR","171003070504","Medford BLM","ORBLM","WC","2007ORHWK1017",2007,"imp75",0,18.79090676,25.62520303,14.56712073,0.12698325,3.38758706,0.38047185,901,11.13939394,30.76923076,4,4,"LSR","Western Cascades","OR","Y",1,"ORHWK",-122.77382624037,42.8032472280431,0,0
"ORHWK0031","ORHWK",31,2007,"STATUS_AND_TREND",160,"{AA416B67-7056-42CD-9559-E1DAC4CE9895}","OR","171003070504","Medford BLM","ORBLM","WC","2007ORHWK1031",2007,"ref",67.0875875,74.26929139,77.64902584,72.22347492,0.1473636,5.85116905,0.43103173,886,0,6.66666666,13,10,"LSR","Western Cascades","OR","Y",1,"ORHWK",-122.76418617065,42.7860274074431,0,0
"ORHWK0035","ORHWK",35,2007,"STATUS_AND_TREND",160,"{F0A8E2CE-8C28-47E1-9DE1-F1DE0BC8E966}","OR","171003070504","Medford BLM","ORBLM","WC","2007ORHWK1035",2007,"ref",66.24401227,62.35705433,69.09292935,65.01831391,0.19109478,4.24855549,0.31420437,901,0.432497013,7.61904761,12,11,"LSR","Western Cascades","OR","Y",1,"ORHWK",-122.766637940545,42.7860279273046,0,0
"ORILL0001","ORILL",1,2009,"STATUS_AND_TREND",200,"{BBD3235A-B44C-4496-9DA0-AB29B93C2D99}","OR","171003100602","Rogue River-Siskiyou National Forest","FSR6","KS","2009ORILL1001",2009,"middle",0,38.76684116,93.68659205,44.41019523,0.11961702,7.91222384,1.31499536,428,7.733333333,6.66666666,19,17,"LSR","Franciscan","OR","N",1,"ORILL",-124.093605818919,42.6165147262958,416.373999999996,416.373999999996
"ORILL0002","ORILL",2,2009,"STATUS_AND_TREND",160,"{26C87C31-2117-475A-AC95-AC95ECF7B15C}","OR","171003100602","Rogue River-Siskiyou National Forest","FSR6","KS","2009ORILL1002",2009,"ref",64.26493877,27.90110609,24.92693119,37.74104323,0.20211665,1.86241011,0.34603565,1002,4.866666667,40,3,2,"LSR","Franciscan","OR","N",1,"ORILL",-124.131643739292,42.645106906352,993.400999999998,993.400999999998
"ORLEL0005","ORLEL",5,2008,"STATUS_AND_TREND",320,"{909C1C8F-F64C-4787-A149-6D913C007C56}","CA,OR","171003090103","Rogue River-Siskiyou National Forest","FSR6","KS","2008ORLEL1005",2008,"middle",86.37746479,50.65878038,29.71196171,54.07014586,0.01574084,12.05638359,1.12482632,682,0,11,0,0,"LSR","Klamath/Siskiyou","CA","N",1,"ORLEL",-123.109328660067,41.9982569930315,676.169999999998,676.169999999998
"ORLEL0013","ORLEL",13,2008,"STATUS_AND_TREND",200,"{695F2536-A2EE-4161-A236-265AFEACA77C}","CA,OR","171003090103","Rogue River-Siskiyou National Forest","FSR6","KS","2008ORLEL1013",2008,"middle",54.45577244,0,33.01204254,27.92183451,0.03835347,7.91345984,0.66323571,739,1.670707071,37.14285714,3,2,"LSR","Klamath/Siskiyou","CA","N",1,"ORLEL",-123.123631280319,41.988615042851,738.649999999994,738.649999999994
"ORLEL0013","ORLEL",13,2008,"STATUS_AND_TREND",200,"{695F2536-A2EE-4161-A236-265AFEACA77C}","CA,OR","171003090103","Rogue River-Siskiyou National Forest","FSR6","KS","2008ORLEL9013",2008,"middle",64.77809869,24.27146116,23.62516869,36.2316605,0.03810239,6.55291116,0.37612314,739,0.533333333,24.03846153,1,1,"LSR","Klamath/Siskiyou","CA","N",1,"ORLEL",-123.123631280319,41.988615042851,738.649999999994,738.649999999994
"ORLEL0021","ORLEL",21,2008,"STATUS_AND_TREND",200,"{86A4E6B2-C326-43EF-A505-6C624546F4B9}","CA,OR","171003090103","Rogue River-Siskiyou National Forest","FSR6","KS","2008ORLEL1021",2008,"middle",60.13663713,46.80153362,39.30390668,47.71599811,0.10512562,8.35660331,0.60189296,700,2.810725894,4.76190476,5,3,"LSR","Klamath/Siskiyou","CA","N",1,"ORLEL",-123.126618510465,41.9922014024492,653.100000000006,653.100000000006
"ORLEL0027","ORLEL",27,2008,"STATUS_AND_TREND",200,"{93EDD225-1F3D-4501-B587-FF28A8E5094F}","CA,OR","171003090103","Rogue River-Siskiyou National Forest","FSR6","KS","2008ORLEL1027",2008,"middle",34.61045111,59.4363911,84.50648177,59.24973365,0.13377059,7.89537421,0.69142724,833,19.71794872,11.76470588,16,12,"LSR","Klamath/Siskiyou","CA","N",1,"ORLEL",-123.120108370218,41.976462792131,266.899999999994,266.899999999994
"ORLEL0027","ORLEL",27,2008,"STATUS_AND_TREND",200,"{93EDD225-1F3D-4501-B587-FF28A8E5094F}","CA,OR","171003090103","Rogue River-Siskiyou National Forest","FSR6","KS","2008ORLEL9027",2008,"middle",62.32384378,63.8594804,75.11392343,66.32894796,0.13230781,9.01293469,1.12084331,833,2.889408135,6.73076923,13,11,"LSR","Klamath/Siskiyou","CA","N",1,"ORLEL",-123.120108370218,41.976462792131,266.899999999994,266.899999999994
"ORLIK0002","ORLIK",2,2009,"STATUS_AND_TREND",200,"{A43CCD11-7A62-4520-8E54-F2319D474AA3}","OR","171003070809","Medford BLM","ORBLM","KS","2009ORLIK1002",2009,"middle",NA,58.9680579,16.84385583,38.05917535,0.03990277,7.5627528,0.3064634,525,NA,15.23809523,0,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLIK",-122.673526440892,42.4862132648106,524.760999999999,524.760999999999
"ORLIK0007","ORLIK",7,2009,"STATUS_AND_TREND",160,"{D751DBAB-E35D-46A2-ABFF-6BD9D786B7A0}","OR","171003070809","Medford BLM","ORBLM","KS","2009ORLIK1007",2009,"middle",56.88789294,51.27877341,62.71536744,56.14242092,0.01869366,6.92606882,0.51352092,479,11.44444444,25.96153846,5,2,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLIK",-122.671187049865,42.4750248460183,1090.974,1090.974
"ORLIK0026","ORLIK",26,2009,"STATUS_AND_TREND",160,"{FA02B51B-35C9-4D72-8A7D-890040705221}","OR","171003070809","Medford BLM","ORBLM","KS","2009ORLIK1026",2009,"middle",NA,67.57960471,16.84385583,42.43791535,0.04643665,6.43272205,0.30642338,506,NA,4.76190476,0,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLIK",-122.6711522601,42.4814844451584,500.487999999998,500.487999999998
"ORLIK0032","ORLIK",32,2009,"STATUS_AND_TREND",160,"{EB37CEB4-5974-4E7A-B419-F905580FF79F}","OR","171003070809","Medford BLM","ORBLM","KS","2009ORLIK1032",2009,"middle",67.51413358,55.90232259,22.69716302,47.50459149,0.02152311,8.62939083,0.45936236,510,2.731096392,19.04761904,0,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLIK",-122.660879570169,42.4831239450374,523.319000000003,523.319000000003
"ORLIK0037","ORLIK",37,2009,"STATUS_AND_TREND",160,"{F214D1B9-C4E0-42F2-8792-9B4C4FADC3B2}","OR","171003070809","Medford BLM","ORBLM","KS","2009ORLIK1037",2009,"middle",NA,54.83941102,26.07449582,40.65340166,0.05856993,6.33366408,0.21917713,576,NA,16.19047619,2,0,"MATRIX","Klamath/Siskiyou","OR","N",1,"ORLIK",-122.672600659518,42.4948279351094,574.269,574.269
"ORLIN0003","ORLIN",3,2005,"STATUS_AND_TREND",480,"{6A5AE652-23F1-4CEB-900E-9F0B34496F4D}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN1003",2005,"imp75",16.91714536,62.76051136,20.51559733,33.08965376,0.00444909,25.65427423,0.82787555,97,2.666666667,11.42857142,8,5,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.805549999425,44.091511001045,0,0
"ORLIN0004","ORLIN",4,2005,"STATUS_AND_TREND",480,"{7F52AFD2-3F97-4739-B155-E594194005DC}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN1004",2005,"middle",22.53549794,51.4100736,37.06040253,36.62713657,0.00081985,28.81458266,1.03230708,77,2.444444444,16.19047619,16,7,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.826712240176,44.098733571199,0,0
"ORLIN0004","ORLIN",4,2005,"STATUS_AND_TREND",480,"{7F52AFD2-3F97-4739-B155-E594194005DC}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN9004",2005,"middle",0,49.13998606,46.52319733,31.93896003,0.00109906,28.11105237,0.98261071,77,5,17.14285714,18,11,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.826712240176,44.098733571199,0,0
"ORLIN0004","ORLIN",4,2005,"STATUS_AND_TREND",480,"{7F52AFD2-3F97-4739-B155-E594194005DC}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2006ORLIN6004",2006,"middle",0.06208772,49.13998606,46.02595985,31.79003937,0.00130125,27.78048774,0.98251787,77,3.333333333,17.14285714,15,14,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.826712240176,44.098733571199,0,0
"ORLIN0005","ORLIN",5,2005,"STATUS_AND_TREND",480,"{37A09810-9E97-4A90-97EF-EF4E9E238CBD}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN1005",2005,"middle",25.34467421,76.38103664,26.76887859,42.49154596,0.00178473,25.12851951,0.81973839,77,2.333333333,5.71428571,9,8,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.821585640189,44.0984284218603,0,0
"ORLIN0009","ORLIN",9,2005,"STATUS_AND_TREND",200,"{45A367E2-800B-451A-9D89-D5532F769526}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN1009",2005,"middle",0,0,40.12076897,13.11107719,0.00805495,6.27358914,0.34770074,92,37.26666667,55.23809523,5,5,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.805314259738,44.1035951619136,0,0
"ORLIN0034","ORLIN",34,2005,"STATUS_AND_TREND",480,"{0E704D68-CE86-45F2-8333-2820CB367F10}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN1034",2005,"middle",54.84102511,51.4100736,23.8908567,42.37883742,0.00106993,24.09946057,0.76890085,77,1.166666667,16.19047619,10,5,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.803026949936,44.0952291419194,0,0
"ORLIN0034","ORLIN",34,2005,"STATUS_AND_TREND",480,"{0E704D68-CE86-45F2-8333-2820CB367F10}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN9034",2005,"middle",74.22434143,28.70919812,33.51939733,44.07711473,0.00052991,28.45908246,1.1624169,77,0.4,25.71428571,13,8,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.803026949936,44.0952291419194,0,0
"ORLIN0034","ORLIN",34,2005,"STATUS_AND_TREND",480,"{0E704D68-CE86-45F2-8333-2820CB367F10}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2006ORLIN6034",2006,"middle",0.06208772,69.57077399,17.52968792,29.05598487,0.00223949,26.12085722,1.16506376,77,3.333333333,8.57142857,6,5,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.803026949936,44.0952291419194,0,0
"ORLIN0042","ORLIN",42,2005,"STATUS_AND_TREND",160,"{6FDBCC84-7628-41E5-8876-D9A2F7EEF9A8}","OR","171002060502","Siuslaw National Forest","FSR6","CS","2005ORLIN1042",2005,"middle",0,4.92675737,46.79780365,17.04455468,0.01241471,6.09354435,0.63894152,81,20.43137255,36.19047619,5,5,"LSR","Washington/Oregon Coast Range","OR","N",1,"ORLIN",-123.807650619412,44.1008326419859,0,0
"ORLNG0001","ORLNG",1,2004,"STATUS_AND_TREND",200,"{38D461CA-04DC-4A2B-8E4C-845350339C78}","OR","170900020201","Umpqua National Forest","FSR6","WC","2004ORLNG1001",2004,"middle",38.18190476,52.53895645,100,63.29304869,0.08455571,9.13153892,0.5957001,671,10.26666667,28.57142857,29,22,"MATRIX","Western Cascades","OR","N",1,"ORLNG",-122.625045770574,43.7287180512839,0,0
"ORLNG0001","ORLNG",1,2004,"STATUS_AND_TREND",200,"{38D461CA-04DC-4A2B-8E4C-845350339C78}","OR","170900020201","Umpqua National Forest","FSR6","WC","2012ORLNG1001",2012,"middle",71.84526701,83.57101653,100,84.45768826,0.08031435,6.42827999,0.56216625,671,0,3.88349514,24,9,"MATRIX","Western Cascades","OR","N",2,"ORLNG",-122.625045770574,43.7287180512839,0,0
"ORLNG0002","ORLNG",2,2004,"STATUS_AND_TREND",400,"{C6B28904-444C-4B1A-9997-D29A49B9750C}","OR","170900020201","Umpqua National Forest","FSR6","WC","2004ORLNG1002",2004,"middle",65.35841359,43.88751891,95.72392777,67.50485167,0.02375437,16.91876317,0.6903605,513,1.166666667,8,33,27,"MATRIX","Western Cascades","OR","N",1,"ORLNG",-122.651458899639,43.7324212307063,0,0
"ORLNG0002","ORLNG",2,2004,"STATUS_AND_TREND",400,"{C6B28904-444C-4B1A-9997-D29A49B9750C}","OR","170900020201","Umpqua National Forest","FSR6","WC","2012ORLNG1002",2012,"middle",69.17158644,54.50867089,100,73.76057904,0.0232759,17.40355216,0.80608051,513,0,5.82524271,34,22,"MATRIX","Western Cascades","OR","N",2,"ORLNG",-122.651458899639,43.7324212307063,0,0
"ORLNG0002","ORLNG",2,2004,"STATUS_AND_TREND",400,"{C6B28904-444C-4B1A-9997-D29A49B9750C}","OR","170900020201","Umpqua National Forest","FSR6","WC","2012ORLNG9002",2012,"middle",NA,82.95818498,100,92.54017326,0.01720049,16.24257707,0.68246655,513,NA,0,37,27,"MATRIX","Western Cascades","OR","N",2,"ORLNG",-122.651458899639,43.7324212307063,0,0
"ORLNG0003","ORLNG",3,2004,"STATUS_AND_TREND",200,"{8476EDE4-D5B9-4B29-8227-0A887D0A88F5}","OR","170900020201","Umpqua National Forest","FSR6","WC","2004ORLNG1003",2004,"middle",65.79866755,53.8906081,44.60900142,53.70789686,0.04014058,11.51962937,0.5300326,519,3.066666667,9.52380952,10,10,"MATRIX","Western Cascades","OR","N",1,"ORLNG",-122.668338579889,43.7473189509677,0,0
"ORLNG0003","ORLNG",3,2004,"STATUS_AND_TREND",200,"{8476EDE4-D5B9-4B29-8227-0A887D0A88F5}","OR","170900020201","Umpqua National Forest","FSR6","WC","2012ORLNG1003",2012,"middle",NA,61.07118624,38.83530892,50.31062213,0.04846916,10.54296521,0.61693137,519,NA,6.66666666,9,8,"MATRIX","Western Cascades","OR","N",2,"ORLNG",-122.668338579889,43.7473189509677,0,0
"ORLNG0004","ORLNG",4,2004,"STATUS_AND_TREND",160,"{16D3543C-8F66-4E41-A008-4ED2AA5424A2}","OR","170900020201","Umpqua National Forest","FSR6","WC","2004ORLNG1004",2004,"imp75",NA,2.95673032,60.92508187,31.9930395,0.20295729,5.07275451,0.71172699,774,NA,33.33333333,21,17,"MATRIX","Western Cascades","OR","N",1,"ORLNG",-122.729161999505,43.7470380707656,0,0
"ORLNG0004","ORLNG",4,2004,"STATUS_AND_TREND",160,"{16D3543C-8F66-4E41-A008-4ED2AA5424A2}","OR","170900020201","Umpqua National Forest","FSR6","WC","2012ORLNG1004",2012,"imp75",NA,4.24586115,55.66606603,29.97445972,0.21106068,4.47147709,0.69754254,774,NA,32.69230769,20,13,"MATRIX","Western Cascades","OR","N",2,"ORLNG",-122.729161999505,43.7470380707656,0,0
"ORLOK0001","ORLOK",1,2007,"STATUS_AND_TREND",160,"{557DDA99-479F-444F-AA7F-B8FA06FA0B50}","OR","170900010703","Willamette National Forest","FSR6","WC","2007ORLOK1001",2007,"ref",48.24535622,50.44989996,100,65.76725002,0.09116204,7.4955414,0.58237755,635,8.533333333,15.6862745,37,31,"LSR","Western Cascades","OR","N",1,"ORLOK",-122.656764180033,43.8167361311005,0,0
"ORLOK0001","ORLOK",1,2007,"STATUS_AND_TREND",160,"{557DDA99-479F-444F-AA7F-B8FA06FA0B50}","OR","170900010703","Willamette National Forest","FSR6","WC","2007ORLOK9001",2007,"ref",70.90269681,31.0928344,84.68432069,61.17871657,0.10739588,6.88738828,0.40197786,635,0.2,26.66666666,34,23,"LSR","Western Cascades","OR","N",1,"ORLOK",-122.656764180033,43.8167361311005,0,0
