"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","CHAN_CON","PERCENT","BANKFULL","VALLEY","PATTERN","CONSTRNT","FEATURES","VALLYBOX" 
"WORP99-0661",2001,1,07/02/2001," "," ",100,3,150,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0662",2001,1,07/12/2001," "," ",100,1,500,"SINGLE","CON_BROAD","TERRACE"," " 
"WORP99-0665",2001,1,06/26/2001," "," ", ,1,50,"SINGLE","UNC_NARROW","NOCONST"," " 
"WORP99-0666",2001,1,07/03/2001," "," ",0, ,1750,"SINGLE","UNC_BROAD","TERRACE"," " 
"WORP99-0667",2001,1,07/10/2001," "," ",100,3,300,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0677",2001,1,07/25/2001," "," ",100,3,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0685",2001,1,07/23/2001," "," ",100,3,300,"SINGLE","CON_BROAD","HUMAN"," " 
"WORP99-0691",2001,1,07/11/2001," "," ",100,6,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0692",2001,1,07/17/2001," "," ",100,3,10,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0698",2001,1,07/18/2001," "," ",100,2,250,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WORP99-0701",2001,1,07/09/2001," "," ",100,6,200,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0704",2001,1,07/18/2001," "," ",100,3,100,"BRAIDED","UNC_NARROW","HUMAN"," " 
"WORP99-0710",2001,1,07/19/2001," "," ",100,1,15,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0721",2001,1,07/31/2001," "," ", ,1,200,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0724",2001,1,07/24/2001," "," ",50,10,100,"SINGLE","UNC_NARROW","HUMAN"," " 
"WORP99-0728",2001,1,07/18/2001," "," ", ,6,1000,"SINGLE","CON_BROAD","HUMAN"," " 
"WORP99-0734",2001,1,07/17/2001," "," ",100,2,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0735",2001,1,08/02/2001," "," ",0,8,500,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0739",2001,1,09/06/2001," "," ",100,6,40,"BRAIDED","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0740",2001,1,07/12/2001," "," ", ,7,150,"SINGLE"," ","NOCONST"," " 
"WORP99-0745",2001,1,07/11/2001," "," ",100,3,200,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0748",2001,1,08/16/2001," "," ",100,4,100,"SINGLE","CON_VSHAPED","HUMAN"," " 
"WORP99-0762",2001,1,07/10/2001," "," ",100,10,20,"BRAIDED","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0768",2001,1,07/24/2001," "," ",100,5,10,"SINGLE","CON_VSHAPED"," "," " 
"WORP99-0769",2001,1,08/01/2001," "," ",20,2,150,"SINGLE","CON_BROAD","TERRACE"," " 
"WORP99-0775",2001,1,07/24/2001," "," ", ,2,500,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0780",2001,1,07/17/2001," "," ",100,9,65,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0787",2001,1,07/30/2001," "," ",0,10,601,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0792",2001,1,07/25/2001," "," ",10,5,125,"SINGLE","UNC_NARROW","TERRACE"," " 
"WORP99-0794",2001,1,07/16/2001," "," ",0,11,300,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0800",2001,1,07/24/2001," "," ",100,4,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0803",2001,1,09/10/2001," "," ",100,4, ,"SINGLE","UNC_BROAD","HUMAN","Y" 
"WORP99-0806",2001,1,07/19/2001," "," ",100,4,20,"SINGLE","UNC_NARROW","NOCONST"," " 
"WORP99-0813",2002,1,06/27/2002,"1"," ",25,4.5,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0815",2002,1,07/30/2002,"1"," ",0,4,35,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0819",2002,1,07/31/2002,"1"," ",90,5,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0821",2002,1,09/05/2002,"1"," ",75,2.5,100,"SINGLE","UNC_NARROW","HILLSLOPE","Y" 
"WORP99-0823",2002,1,07/18/2002,"1"," ",50,3,100,"SINGLE","CON_BROAD","TERRACE"," " 
"WORP99-0825",2002,1,08/20/2002,"1"," ",100,11,90,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0830",2002,1,09/10/2002,"1"," ",0,7,200,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"WORP99-0841",2002,1,07/16/2002,"1"," ",90,12,50,"SINGLE","CON_VSHAPED","HUMAN"," " 
"WORP99-0842",2002,1,07/23/2002,"1"," ",0,2.5,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0851",2002,1,07/08/2002,"1"," ",100,4,200,"ANASTOM","UNC_NARROW","HILLSLOPE","Y" 
"WORP99-0852",2002,1,07/09/2002,"1"," ",0,6.5,90,"SINGLE","UNC_BROAD","NOCONST"," " 
"WORP99-0854",2002,1,07/24/2002,"1"," ",50,6,500,"SINGLE","CON_BROAD","HUMAN"," " 
"WORP99-0856",2002,1,07/30/2002,"1"," ",90,3,300,"SINGLE","CON_BROAD","TERRACE"," " 
"WORP99-0860",2002,1,07/24/2002,"1"," ",50,3,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0864",2002,1,07/10/2002,"1"," ",50,7,35,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0866",2002,1,07/31/2002,"1"," ",100,4,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0871",2002,1,07/16/2002,"1"," ",50,4,500,"SINGLE","UNC_NARROW","TERRACE"," " 
"WORP99-0877",2002,1,07/23/2002,"1"," ",100,4,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0879",2002,1,09/05/2002,"1"," ",50,3,75,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WORP99-0883",2002,1,08/01/2002,"1"," ",80,1.2,50,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WORP99-0885",2002,1,08/19/2002,"1"," ",50,20,100,"SINGLE","CON_VSHAPED","HUMAN","Y" 
"WORP99-0888",2002,1,09/17/2002,"1"," ",100,6,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0890",2002,1,09/13/2002,"1"," ",0,2.5,400,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"WORP99-0891",2003,1,08/13/2003,"85"," ",80,9,150,"BRAIDED","UNC_BROAD","TERRACE","Y" 
"WORP99-0893",2003,1,09/17/2003,"134"," ",100,4,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0917",2002,1,07/31/2002,"1"," ",60,6,40,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0923",2002,1,07/09/2002,"1"," ",60,18,100,"SINGLE","CON_BROAD","HUMAN","Y" 
"WORP99-0924",2002,1,07/25/2002,"1"," ",5,1.5,25,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0928",2002,1,07/11/2002,"1"," ",60,3,20,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0929",2002,1,07/30/2002,"1"," ",50,4,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"WORP99-0931",2002,1,07/17/2002,"1"," ",90,10,700,"ANASTOM","UNC_NARROW","HUMAN","Y" 
"WORP99-0935",2002,1,07/16/2002,"1"," ",30,20,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0937",2003,1,07/30/2003,"61"," ",10,5,25,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0947",2002,1,09/10/2002,"1"," ",100,4,15,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0948",2002,1,07/24/2002,"1"," ",50,6,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0952",2003,1,09/16/2003,"134"," ",75,5,80,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WORP99-0954",2003,1,06/25/2003,"11"," ",10,3,300,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-0972",2003,1,08/06/2003,"74"," ",82,9,50,"SINGLE","UNC_NARROW","HILLSLOPE","Y" 
"WORP99-0977",2003,1,07/15/2003,"45"," ",100,3,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0985",2003,1,07/22/2003,"53"," ",100,2,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-0997",2003,1,07/30/2003,"64"," ",10,2.5,1000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-1002",2003,1,08/27/2003,"105"," ",80,6.5,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-1003",2003,1,08/07/2003,"74"," ",100,5,200,"SINGLE","UNC_BROAD","TERRACE","Y" 
"WORP99-1016",2003,1,07/08/2003,"32"," ",100,5,15,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WORP99-1017",2003,1,07/15/2003,"42"," ",100,6,30,"SINGLE","UNC_NARROW","TERRACE"," " 
"WORP99-1018",2003,1,07/08/2003,"33"," ",75,10,100,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WORP99-1019",2003,1,08/12/2003,"85"," ",100,5,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WORP99-1021",2003,1,07/21/2003,"53"," ",75,2.2,75,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WSDP99-0501",2000,1,07/11/2000,"3","CH",100,5,300," "," "," "," " 
"WSDP99-0502",2000,1,07/18/2000,"4","US",100,50,9999," "," "," "," " 
"WSDP99-0503",2000,1,07/20/2000,"5","CH",80,4,700," "," "," "," " 
"WSDP99-0505",2000,1,06/28/2000,"4","CT",100,50,500," "," "," "," " 
"WSDP99-0506",2000,1,06/30/2000,"3","CH",100,13,500," "," "," "," " 
"WSDP99-0507",2000,1,07/30/2000,"3","CT",100,5,9999," "," "," "," " 
"WSDP99-0508",2000,1,07/16/2000,"4","CT",100,10,3000," "," "," "," " 
"WSDP99-0509",2000,1,07/09/2000,"3","CH",100, ,2000," "," "," "," " 
"WSDP99-0510",2003,1,06/04/2003,"1"," ",100,28,1500,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0512",2000,1,07/31/2000,"3","CT",100,13,9999," "," "," "," " 
"WSDP99-0514",2000,1,07/15/2000,"3","US",100,2,2000," "," "," "," " 
"WSDP99-0515",2000,1,07/06/2000,"4","US",10,8,9999," "," "," "," " 
"WSDP99-0516",2000,1,07/23/2000,"5","CT",80,12,1600," "," "," "," " 
"WSDP99-0521",2000,1,07/25/2000,"5","US",0,35,700," "," "," "," " 
"WSDP99-0522",2000,1,07/11/2000,"4","CL",90,7,1000," "," "," "," " 
"WSDP99-0523",2000,1,07/13/2000,"3","CH",100,14,500," "," "," "," " 
"WSDP99-0525",2000,1,07/08/2000,"4","US",0, , ," "," "," "," " 
"WSDP99-0526",2002,1,06/27/2002,"1"," ",100, , ,"SINGLE","UNC_NARROW","TERRACE"," " 
"WSDP99-0527",2000,1,07/22/2000,"5","CH",90,17,500," "," "," "," " 
"WSDP99-0533",2000,1,06/28/2000,"3","CT",100,6,9999," "," "," "," " 
"WSDP99-0540",2000,1,07/06/2000,"3","CH",100,12,1000," "," "," "," " 
"WSDP99-0541",2000,1,07/12/2000,"4","CT",100,7,9999," "," "," "," " 
"WSDP99-0543",2003,1,06/05/2003,"1"," ",100,2,150,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0544",2003,1,07/01/2003,"1"," ",100,2,100,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WSDP99-0546",2003,1,08/12/2003,"1"," ",50,8, ,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WSDP99-0548",2003,1,06/12/2003,"1"," ",100,12,600,"SINGLE","CON_BROAD"," "," " 
"WSDP99-0579",2001,1,09/04/2001,"1"," ",100,7,2000,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WSDP99-0580",2001,1,06/07/2001,"1"," ",100,2.3,976,"ANASTOM","CON_BROAD","TERRACE"," " 
"WSDP99-0581",2001,1,07/18/2001,"1"," ",100,5,450,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0582",2001,1,06/25/2001,"1"," ",100,8,300,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WSDP99-0585",2001,1,06/18/2001,"1"," ",100,11.2,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WSDP99-0586",2001,1,06/20/2001,"1"," ",100,23,700,"BRAIDED","CON_BROAD","TERRACE"," " 
"WSDP99-0587",2001,1,06/11/2001,"1"," ", ,8.9,450,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WSDP99-0588",2001,1,07/13/2001,"1"," ",95,13,500,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0589",2001,1,07/12/2001,"1"," ",5,19,2000,"SINGLE","UNC_BROAD","NOCONST","Y" 
"WSDP99-0590",2001,1,07/11/2001,"1"," ",95,11,210,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WSDP99-0593",2001,1,06/05/2001,"1"," ",30,5, ,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WSDP99-0594",2001,1,06/26/2001,"1"," ",60,7.1,600,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0596",2001,1,08/03/2001,"1"," ",50,10,1000,"BRAIDED","UNC_NARROW","TERRACE","Y" 
"WSDP99-0599",2002,1,06/19/2002,"1"," ",100,36,2000,"SINGLE","UNC_BROAD","TERRACE","Y" 
"WSDP99-0602",2001,1,06/08/2001,"1"," ",100,8.6,500,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"WSDP99-0603",2001,1,07/17/2001,"1"," ",75,8,70,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WSDP99-0604",2001,1,07/10/2001,"1"," ",100,7,165,"BRAIDED","CON_BROAD","TERRACE"," " 
"WSDP99-0605",2001,1,07/25/2001,"1"," ",90,6,150,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"WSDP99-0657",2002,1,06/05/2002,"1"," ",100,7,35,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WSDP99-0658",2003,1,06/17/2003,"1"," ",100,47,1609,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WSDP99-0660",2002,1,07/10/2002,"1"," ",100,8.5,2000,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"WSDP99-0664",2002,1,06/26/2002,"1"," ",100,2,2000,"SINGLE","UNC_BROAD","HILLSLOPE","Y" 
"WSDP99-0665",2002,1,06/25/2002,"1"," ",100,31,400,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"WSDP99-0666",2002,1,07/09/2002,"1"," ",100,11,2000,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"WSDP99-0667",2002,1,07/23/2002,"1"," ",95,10,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WSDP99-0669",2002,1,06/06/2002,"1"," ",95,8,60,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0670",2002,1,07/12/2002,"1"," ",100,4,600,"SINGLE","UNC_NARROW","TERRACE"," " 
"WSDP99-0672",2002,1,06/12/2002,"1"," ",90,26,2000,"ANASTOM","CON_BROAD","TERRACE","Y" 
"WSDP99-0674",2002,1,07/24/2002,"1"," ",99,25,800,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0678",2002,1,07/18/2002,"1"," ",100,30,1500,"SINGLE","CON_VSHAPED"," "," " 
"WSDP99-0679",2002,1,07/09/2002,"1"," ",100,6,2000,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WSDP99-0681",2002,1,06/13/2002,"1"," ",100,19,2000,"ANASTOM","CON_BROAD","TERRACE","Y" 
"WSDP99-0695",2002,1,06/18/2002,"1"," ",100,19,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0696",2002,1,07/17/2002,"1"," ",95,14,1000,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WSDP99-0697",2002,1,06/04/2002,"1"," ",100,8,4000,"SINGLE","CON_BROAD","TERRACE"," " 
"WSDP99-0698",2002,1,06/11/2002,"1"," ",100,10,307,"SINGLE","CON_BROAD","TERRACE"," " 
"WUTP99-0501",2000,1,08/12/2000,"1"," ",100,6,500," "," "," "," " 
"WUTP99-0505",2000,1,08/04/2000,"1","US", ,6,80," "," "," "," " 
"WUTP99-0507",2000,1,08/14/2000,"1","UA",0,20,1000," "," "," "," " 
"WUTP99-0512",2000,1,07/29/2000,"1","CL",70,20,400," "," "," "," " 
"WUTP99-0514",2000,1,08/13/2000,"1","CH",100,8,60," "," "," "," " 
"WUTP99-0516",2000,1,08/03/2000,"1","CT",100,1,1000," "," "," "," " 
"WUTP99-0517",2000,1,08/15/2000,"1","CH",100,3,100," "," "," "," " 
"WUTP99-0518",2000,1,08/17/2000,"1","CT",100,6,1000," "," "," "," " 
"WUTP99-0521",2000,1,08/11/2000,"1","CT",100,8,30," "," "," "," " 
"WUTP99-0542",2000,1,08/01/2000,"1","CH",100,6,50," "," "," "," " 
"WUTP99-0543",2000,1,08/02/2000,"1"," ",100,6,9999," "," "," "," " 
"WUTP99-0548",2000,1,07/30/2000,"1","CH",100,10,100," "," "," "," " 
"WUTP99-0559",2003,1,10/03/2003,"1"," ",100,6,90,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0561",2003,1,10/07/2003,"1"," ",100,5,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0562",2003,1,10/19/2003,"1"," ",100,20,175,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0563",2000,1,08/01/2000,"1","CT",90,25,2100," "," "," "," " 
"WUTP99-0565",2001,1,07/25/2001,"1"," ",0,20, ,"ANASTOM","UNC_BROAD","NOCONST","Y" 
"WUTP99-0586",2001,1,07/29/2001,"1"," ",100,5,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0590",2001,1,07/13/2001,"1"," ",100,20,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0591",2001,1,06/01/2001,"1"," ",100,4,40,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0594",2004,1,10/09/2004,"1"," ",100,40,600,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WUTP99-0597",2001,1,06/03/2001,"1"," ",100,15,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WUTP99-0598",2001,1,07/11/2001,"1"," ",80,4,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0602",2001,1,07/17/2001,"1"," ",50,15,100,"SINGLE","UNC_NARROW","NOCONST"," " 
"WUTP99-0604",2001,1,07/12/2001,"1"," ",100,8,40,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0605",2001,1,09/18/2001,"1"," ",90,10,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WUTP99-0620",2001,1,07/16/2001,"1"," ",0,1,500,"SINGLE","UNC_BROAD","NOCONST"," " 
"WUTP99-0629",2001,1,08/01/2001,"1"," ",100,6,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0664",2002,1,09/26/2002,"1"," ",50,5,500,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0665",2002,1,09/30/2002,"1"," ",100,12,700,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WUTP99-0668",2004,1,08/25/2004,"8"," ",20,20,500,"ANASTOM","UNC_NARROW","TERRACE"," " 
"WUTP99-0670",2002,1,09/29/2002,"1"," ",50,6,500,"SINGLE","CON_BROAD","TERRACE"," " 
"WUTP99-0677",2002,1,10/02/2002,"1"," ",50,18,1000,"SINGLE"," ","TERRACE","Y" 
"WUTP99-0692",2004,1,08/26/2004,"8"," ",40,21,2000,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WUTP99-0693",2002,1,09/10/2002,"1"," ",0,16,100,"BRAIDED","UNC_NARROW","NOCONST"," " 
"WUTP99-0694",2002,1,09/28/2002,"1"," ",50,8,500,"SINGLE","CON_BROAD","BEDROCK"," " 
"WUTP99-0695",2002,1,10/01/2002,"1"," ",100,10,500,"SINGLE","CON_BROAD","TERRACE"," " 
"WUTP99-0696",2002,1,09/12/2002,"1"," ",0,12,9999,"SINGLE","UNC_BROAD","NOCONST"," " 
"WUTP99-0698",2002,1,10/08/2002,"1"," ",100,15,400,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WUTP99-0721",2003,1,10/20/2003,"1"," ",100,11,200,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0723",2003,1,09/26/2003,"1"," ",100,4,120,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0725",2003,1,05/02/2003,"1"," ",100,6,50,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WUTP99-0728",2003,1,10/02/2003,"1"," ",100,3,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0731",2003,1,10/05/2003,"1"," ",0,15,100,"BRAIDED","UNC_NARROW","NOCONST"," " 
"WUTP99-0732",2003,1,09/16/2003,"1"," ",100,2.4,120,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0733",2003,1,10/17/2003,"1"," ",100,18,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0734",2004,1,08/23/2004,"8"," ",30,19,4200,"SINGLE","CON_BROAD","TERRACE"," " 
"WUTP99-0735",2003,1,09/10/2003,"1"," ",50,10,4000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WUTP99-0737",2003,1,10/04/2003,"1"," ",100,2,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WUTP99-0738",2003,1,09/14/2003,"1"," ",100,4,25,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0501",2000,1,07/11/2000,"1","CT",100,10,60," "," "," "," " 
"WWAP99-0502",2000,1,07/13/2000,"1","CH",100,6,100," "," "," "," " 
"WWAP99-0504",2000,1,08/29/2000,"1","CH",50,2,50," "," "," "," " 
"WWAP99-0507",2000,1,07/12/2000,"1","CH",100,2,2000," "," "," "," " 
"WWAP99-0508",2003,1,07/02/2003,"1"," ",65,9,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWAP99-0509",2000,1,09/07/2000,"1","CH",50,8,400," "," "," "," " 
"WWAP99-0512",2000,1,07/20/2000,"1","CH",100,6,1500," "," "," "," " 
"WWAP99-0513",2000,1,08/16/2000,"1","US",15,1,1000," "," "," "," " 
"WWAP99-0515",2000,1,09/13/2000,"1","CT",100,30,1000," "," "," "," " 
"WWAP99-0516",2000,1,08/30/2000,"1","CT",80,1,700," "," "," "," " 
"WWAP99-0517",2000,1,09/06/2000,"1","UB",10,3,1000," "," "," "," " 
"WWAP99-0520",2000,1,09/12/2000,"1","CH",75,4,1000," "," "," "," " 
"WWAP99-0521",2000,1,09/20/2000,"1","CT",100,4,1000," "," "," "," " 
"WWAP99-0522",2000,1,09/26/2000,"1","CH",100,6,900," "," "," "," " 
"WWAP99-0524",2001,1,07/26/2001,"1"," ",60,3,500,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0526",2001,1,09/05/2001,"1"," ",40,30,300,"ANASTOM","UNC_NARROW","BEDROCK"," " 
"WWAP99-0527",2001,1,07/05/2001,"1"," ",50,17,20,"BRAIDED","CON_VSHAPED","HILLSLOPE","Y" 
"WWAP99-0529",2001,1,09/11/2001,"1"," ",80,2,75,"SINGLE","UNC_NARROW","TERRACE","Y" 
"WWAP99-0531",2002,1,07/30/2002,"1"," ",0,2,50,"SINGLE"," ","NOCONST"," " 
"WWAP99-0532",2002,1,08/22/2002,"1"," ",100,8,9,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0534",2002,1,09/10/2002,"1"," ",10,25,1000,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0535",2002,1,07/16/2002,"1"," ",10,30,3500,"ANASTOM","UNC_BROAD","TERRACE"," " 
"WWAP99-0538",2003,1,07/30/2003,"1"," ",70,3,200,"SINGLE","UNC_NARROW","TERRACE"," " 
"WWAP99-0541",2003,1,10/01/2003,"1"," ",100,2,30,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0542",2003,1,07/09/2003,"1"," ",100,3,500,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0546",2003,1,09/09/2003,"1"," ",100,10,50,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0560",2003,1,10/06/2003,"1"," ",100,8,400,"BRAIDED","CON_BROAD","TERRACE","Y" 
"WWAP99-0563",2003,1,09/23/2003,"1"," ",20,41,1200,"SINGLE","UNC_BROAD"," "," " 
"WWAP99-0566",2003,1,08/27/2003,"1"," ",100,6,30,"BRAIDED","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0568",2003,1,08/12/2003,"1"," ",100,20,800,"SINGLE","UNC_BROAD","TERRACE"," " 
"WWAP99-0593",2003,1,08/06/2003,"1"," ",100,4,100,"SINGLE","UNC_NARROW","HILLSLOPE","Y" 
"WWAP99-0595",2001,1,07/12/2001,"1"," ",15,6,60,"BRAIDED","UNC_NARROW","HILLSLOPE","Y" 
"WWAP99-0598",2001,1,07/17/2001,"1"," ",50,5,300,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWAP99-0602",2001,1,10/17/2001,"1"," ",90,12,50,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0604",2001,1,07/11/2001,"1"," ",25,10,130,"SINGLE","UNC_NARROW","HILLSLOPE","Y" 
"WWAP99-0608",2001,1,09/27/2001,"1"," ",100,4,15,"SINGLE","UNC_NARROW","BEDROCK"," " 
"WWAP99-0611",2001,1,09/25/2001,"1"," ",100,3,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WWAP99-0612",2001,1,07/19/2001,"1"," ",100,5,160,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0614",2001,1,07/24/2001,"1"," ",90,3,400,"SINGLE","CON_BROAD","TERRACE"," " 
"WWAP99-0617",2001,1,07/18/2001,"1"," ",100,2,8,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0618",2001,1,08/15/2001,"1"," ",100,15,150,"SINGLE","CON_VSHAPED","BEDROCK","Y" 
"WWAP99-0622",2001,1,09/06/2001,"1"," ",100,1,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0630",2001,1,08/01/2001,"1"," ",25,15,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0632",2001,1,08/29/2001,"1"," ",100,1,75,"BRAIDED","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0633",2001,1,07/31/2001,"1"," ",70,18,80,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0635",2001,1,07/25/2001,"1"," ",70,14,400,"SINGLE","CON_VSHAPED","TERRACE"," " 
"WWAP99-0636",2001,1,08/14/2001,"1"," ",20,70,150,"SINGLE","UNC_BROAD","NOCONST"," " 
