"SITE_ID","YEAR","VISIT_NO","W1H_WALL","W1H_PVMT","W1H_ROAD","W1H_PIPE","W1H_LDFL","W1H_PARK","W1H_CROP","W1H_PSTR","W1H_LOG","W1H_MINE","LSUB_DMM","LTEST","LRBS_TST","LDMB_BW5","S_LDMB_BW5","LDMB_BW4","LRBS_BW6","S_LRBS_BW6","LRBS_BW5","S_LRBS_BW5","LRBS_BW4","DCBF_G08","LDCBF_G08","LRBS_G08","REACHLEN","XSLOPE","XDEPTH","INTERVAL","TOTCHLEN","NRP","SEGMENTS","RPGT50","RPGT75","RPGT100","RPMXLEN","RPMXDEP","RPMXWID","RPMXAR","RPMXVOL","RPXWID","RPXDEP","RPXLEN","RPXAREA","RPXVOL","RPVDEP","RPVLEN","RPVAREA","TOTPLEN","AREASUM","TOTPVOL","TOTSDLEN","TOTDPLEN","TOTUPLEN","TOTDPSDL","TOTUPSDL","TOTPLENC","AREASUMC","TOTPVOLC","TOTSDLNC","RPGT05","RPGT05X","RPGT10","RPGT10X","RPGT20","RPGT20X","PCTRCHRP","PCTRSED","PCTCHARP","PCTCHASD","PCTPSED","PCTDSED","PCTUSED","RP100","RPV100R","RP100C","RPV100C","S_RP100","PCT_GF","PCT_RS","PCT_OT","PCT_FN","PCT_OM","PCT_SA","PCT_RR","PCT_GC","PCT_CB","PCT_WD","PCT_HP","PCT_BL","PCT_RC","PCT_SB","PCT_XB","PCT_SAFN","PCT_SFGF","PCT_BIGR","PCT_BDRK","PCT_ORG","N","LSUBD_SD","LSUB_D75","LSUB_D50","LSUB_D25","LSUB_IQR","LSUB_D16","LSUB_D84","N_NOR","LSUB_DMM_NOR","SUB_DMM_NOR","LSUBD_SD_NOR","SUBD_SD_NOR","LSUB2DMM","LSUBD2SD","LSUB2D75","LSUB2D50","LSUB2D25","LSUB2IQR","LSUB2D16","LSUB2D84","LSUB2DMM_NOR","SUB2DMM_NOR","LSUBD2SD_NOR","SUBD2SD_NOR","LSUB2D16INOR","LSUB2D50INOR","LSUB2D84INOR","DGM","D16","D50","D84","NC","NS","C1W","C2W","C3W","C4W","C5W","C1D","C2D","C3D","C4D","C5D","V1W","V2W","V3W","V4W","V5W","V1D","V2D","V3D","V4D","V5D","C1T","C2T","C3T","C4T","C5T","V1T","V2T","V3T","V4T","V5T","C1W_MSQ","C2W_MSQ","C3W_MSQ","C4W_MSQ","C5W_MSQ","V1W_MSQ","V2W_MSQ","V3W_MSQ","V4W_MSQ","V5W_MSQ","C1WM100","C2WM100","C3WM100","C4WM100","C5WM100","V1WM100","V2WM100","V3WM100","V4WM100","V5WM100","C1DM100","C2DM100","C3DM100","C4DM100","C5DM100","V1DM100","V2DM100","V3DM100","V4DM100","V5DM100","C1TM100","C2TM100","C3TM100","C4TM100","C5TM100","V1TM100","V2TM100","V3TM100","V4TM100","V5TM100","RCHWSDSL","RCHWSDML","RCHWSDLL","RCHWMDSL","RCHWMDML","RCHWMDLL","RCHWLDSL","RCHWLDML","RCHWLDLL","RCHWXDSL","RCHWXDML","RCHWXDLL","RCHDSDSL","RCHDSDML","RCHDSDLL","RCHDMDSL","RCHDMDML","RCHDMDLL","RCHDLDSL","RCHDLDML","RCHDLDLL","RCHDXDSL","RCHDXDML","RCHDXDLL","RCHTSDSL","RCHTSDML","RCHTSDLL","RCHTMDSL","RCHTMDML","RCHTMDLL","RCHTLDSL","RCHTLDML","RCHTLDLL","RCHTXDSL","RCHTXDML","RCHTXDLL","RCHWETT","RCHDRYT","RCHWDT","LWDWV33","LWDDV33","LWDTV33","LWDWVCAL","LWDDVCAL","LWDTVCAL","SMWETDIA","MDWETDIA","LGWETDIA","XLWETDIA","SMDRYDIA","MDDRYDIA","LGDRYDIA","XLDRYDIA","SMDIATOT","MDDIATOT","LGDIATOT","XLDIATOT","SHWETLEN","MDWETLEN","LGWETLEN","SHDRYLEN","MDDRYLEN","LGDRYLEN","SHLENTOT","MDLENTOT","LGLENTOT","VSLOPE","NSLP","TOTEAST","TOTNORTH","N_XTOT","N_YTOT","FISH_D","TRANSPC","LOCMETHOD","CROWS_D","SINU","XBEARING","N_D","SDDEPTH","N_W","XWIDTH","SDWIDTH","N_WD","N_WDR","N_BFRAT","XWXD","XWD_RAT","BFWD_RAT","SDWXD","SDWD_RAT","PCT_DR","PCT_PD","PCT_GL","PCT_PL","PCT_RI","PCT_CA","PCT_RA","PCT_PT","PCT_PB","PCT_PP","PCT_FA","PCT_P","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SUB","PCT_SIDE","SAMPLED" 
"WCAP99-0503",2000,1,0,0,0,0,0,0,0,0,0,0,2.7197551477,2.1010509236,0.6187042241,2.4444715773,2.4308885687,2.4415832223, , ,0.2752835704,0.288866579,0.2781719254,524.36679357,2.7196351814,0.0001199663,237.6,4.6,40.05,2.4,237.6,22,0,1,1,1,21.6,127.808,12.838784,11.375808,55.165560729,4.187100558,19.677141018,7.3090909091,1.4202331185,4.7646711487,25.498841175,5.6638291852,2.4877831731,160.8,31.245128606,100.05809412,20,64.8,93.6,16.8,28.8,160.8,31.245128606,100.05809412,20,16,28.985005603,14,32.132577832,9,42.354676627,67.676767677,8.4175084175,67.676767677,8.4175084175,12.437810945,25.925925926,30.769230769,13.150306652,42.111992476,13.150306652,42.111992476,15.869631147,0,17.142857143,0,0,0,2.8571428571,3.8095238095,9.5238095238,21.904761905,0,0,44.761904762,0, , ,2.8571428571,2.8571428571,97.142857143,20.952380952,0,105,0.8826744398,3,3,2.1020561926,0.8979438074,2.1020561926,3.7525785016,83,2.4459947407,605.18444855,0.7912596352,455.04799975, , , , , , , , , , , , , , , , , , , ,10,10,12,8,3,1,0,17,11,3,1,0,9.465,9.233,6.969,2.911,0,9.205,8.857,4.995,2.911,0,29,19,6,2,0,18.67,18.09,11.964,5.822,0,0.0025684492,0.0017122994,0.0006421123,0.0002140374,0,0.0020258643,0.0019762076,0.0014916269,0.000623063,0,5.0505050505,3.367003367,1.2626262626,0.4208754209,0,3.9835858586,3.8859427609,2.9330808081,1.2251683502,0,7.1548821549,4.6296296296,1.2626262626,0.4208754209,0,3.8741582492,3.7276936027,2.1022727273,1.2251683502,0,12.205387205,7.9966329966,2.5252525253,0.8417508418,0,7.8577441077,7.6136363636,5.0353535354,2.4503367003,0,4,0,0,4,1,0,1,1,0,1,0,0,6,0,0,6,2,0,2,1,0,0,0,0,10,0,0,10,3,0,3,2,0,1,0,0,12,17,29,9.465,9.205,18.67,14.7609,6.5705,21.3314,4,5,2,1,6,8,3,0,10,13,5,1,10,2,0,14,3,0,24,5,0,2.2459840704,10,-212.3303383,-66.60442808,10,10,240,24,"NONE",222.53162111,1.0784984121,252.58423775,100,26.538089645,20,13.61,8.8013695107,20,20,10,5.46025,45.026540228,20.247603907,5.1801845921,38.286770464,0,6,21,0,41,1,10,9,1,11,0,0,52,48,27,0,0,0,"YES" 
"WCAP99-0505",2000,1,0,0,0.3492238095,0,0.225,0,0,0,0,0,2.5399777009,1.977051614,0.5629260869,2.2294141415,2.1791315228,2.228337921, , ,0.3105635594,0.3608461781,0.3116397798,342.11916213,2.5341773997,0.0058003011,484.8,2.421,57.196078431,4.8,484.8,22,0,2,2,2,52.8,184.0752,14.139109565,22.069536,147.14477613,3.3278486888,20.923485128,12.872727273,2.444503894,10.997752019,37.897802825,11.318849926,5.0401075679,283.2,53.779085667,230.95279239,24,105.6,177.6,57.6,57.6,283.2,53.779085667,230.95279239,24,19,27.484652869,10,46.202040452,4,92.300201129,58.415841584,4.9504950495,58.415841584,4.9504950495,8.4745762712,54.545454545,32.432432432,11.093045723,47.638777308,11.093045723,47.638777308,22.273606632,0,0,0,0,0,0,4.7619047619,8.5714285714,40.952380952,0,0,45.714285714,0, , ,0,0,100,4.7619047619,0,105,0.5833749589,3,3,2.1020561926,0.8979438074,2.1020561926,3,100,2.4793476609,537.2707,0.5287142395,447.5660716, , , , , , , , , , , , , , , , , , , ,10,10,10,9,5,2,0,2,1,0,0,0,9.065,9.007,8.128,5.002,0,0.24,0.182,0,0,0,12,10,5,2,0,9.305,9.189,8.128,5.002,0,0.001110067,0.0009990603,0.0005550335,0.0002220134,0,0.0010062757,0.0009998373,0.0009022624,0.0005552555,0,2.0627062706,1.8564356436,1.0313531353,0.4125412541,0,1.8698432343,1.857879538,1.6765676568,1.0317656766,0,0.4125412541,0.2062706271,0,0,0,0.0495049505,0.0375412541,0,0,0,2.4752475248,2.0627062706,1.0313531353,0.4125412541,0,1.9193481848,1.8954207921,1.6765676568,1.0317656766,0,1,3,0,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,2,0,0,0,0,0,0,10,2,12,9.065,0.24,9.305,5.5518,0.2086,5.7604,4,6,0,0,2,0,0,0,6,6,0,0,2,6,2,1,1,0,3,7,2,1.1538192618,10,235.91665701,-191.5092493,10,10,489.6,48.96,"NONE",303.8625703,1.611254718,129.06854286,102,31.284082947,20,14.775,4.310803442,20,20,10,7.55065,32.652564935,18.204035224,2.8173482171,18.588492463,0,0,13.725490196,0,50,0.9803921569,28.431372549,6.862745098,0,0,0,0,79.411764706,20.588235294,6.862745098,0,0,0,"YES" 
"WCAP99-0506",2000,1,0,0,0.1818272727,0,0.1363636364,0,0,1.5,0,0,1.9717879307,1.6841013993,0.2876865315,2.0473416403,2.0370314664,2.0455357372, , ,-0.07555371,-0.065243536,-0.073747806,226.75385218,2.3555546738,-0.383766743,400,2.4,29.39,4,400,25,0,0,0,0,16,39.24,8.1774736842,1.9888,5.338130485,2.137497792,6.8286956522,7.36,0.502592,0.835592647,6.8301379874,3.7735924528,0.4482607146,184,12.5648,20.054223528,36,64,116,48,92,184,12.5648,20.054223528,36,16,12.7575,10,16.004,2,30.68,46,9,46,9,19.565217391,75,79.310344828,3.1412,5.013555882,3.1412,5.013555882,4.7325899817,2.8571428571,0,0,3.8095238095,0,7.619047619,0.9523809524,17.142857143,28.571428571,0,0,39.047619048,0, , ,11.428571429,14.285714286,85.714285714,0.9523809524,0,105,1.276277793,3,2.1020561926,1.5051499783,1.4948500217,1.5051499783,3,104,1.9546649445,436.44685542,1.2702814191,458.8714668, , , , , , , , , , , , , , , , , , , ,10,10,17,8,5,0,0,15,5,1,0,0,6.429,5.907,5.21,0,0,2.501,1.921,1.042,0,0,32,13,6,0,0,8.93,7.828,6.252,0,0,0.0030960265,0.0014569536,0.000910596,0,0,0.0011708444,0.0010757781,0.0009488411,0,0,4.25,2,1.25,0,0,1.60725,1.47675,1.3025,0,0,3.75,1.25,0.25,0,0,0.62525,0.48025,0.2605,0,0,8,3.25,1.5,0,0,2.2325,1.957,1.563,0,0,9,2,0,1,5,0,0,0,0,0,0,0,10,3,0,1,1,0,0,0,0,0,0,0,19,5,0,2,6,0,0,0,0,0,0,0,17,15,32,6.429,2.501,8.93,4.1471,1.8781,6.0252,11,6,0,0,13,2,0,0,24,8,0,0,10,7,0,11,4,0,21,11,0,0.7745966692,10,-388.9925884,59.689277275,10,10,404,40.4,"NONE",393.54547846,1.0265649642,278.72374849,100,9.0820001802,20,11.42,2.7398809041,20,20,10,3.1994,44.248024908,22.497762881,1.0026245244,19.597541854,0,0,27,1,51,3,18,0,0,0,0,0,72,28,1,0,0,11,"YES" 
"WCAP99-0515",2000,1,0,0,0.5151727273,0,0.5303181818,0,0,0,0,0,2.0917159986,1.8609261655,0.2307898331,1.8183849909,1.7834683457,1.8182474208, , ,0.2733310077,0.3082476529,0.2734685778,96.504855093,1.984549163,0.1071668356,158.4,0.785,135.01,1.6,158.4,7,0,2,2,2,94.4,251.724,13.390705882,112.39008,523.34474408,5.9601107152,98.315048237,21.028571429,20.330071626,88.889945906,81.579072232,35.03511164,42.017386225,147.2,142.31050138,622.22962134,45,68.8,76.8,27.2,44.8,147.2,142.31050138,622.22962134,45,4,111.94002539,3,146.42203386,2,212.38605079,92.929292929,28.409090909,92.929292929,28.409090909,30.570652174,39.534883721,58.333333333,89.842488245,392.82173065,89.842488245,392.82173065,99.299013802,4.7619047619,0,0,0,0,15.238095238,20,15.238095238,21.904761905,0,0,22.857142857,0, , ,15.238095238,20,80,20,0,105,1.3742642966,3,2.1020561926,1.5051499783,1.4948500217,0.7525785016,3.7525785016,84,1.6765003728,326.84639357,1.2223075079,430.8990325, , , , , , , , , , , , , , , , , , , ,10,10,3,1,0,0,0,1,0,0,0,0,0.298,0.182,0,0,0,0.058,0,0,0,0,4,1,0,0,0,0.356,0.182,0,0,0,0.0014105168,0.0004701723,0,0,0,0.0001401113,0.0000855714,0,0,0,1.8939393939,0.6313131313,0,0,0,0.1881313131,0.1148989899,0,0,0,0.6313131313,0,0,0,0,0.0366161616,0,0,0,0,2.5252525253,0.6313131313,0,0,0,0.2247474747,0.1148989899,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0.298,0.058,0.356,0.2615,0.0529,0.3144,3,0,0,0,1,0,0,0,4,0,0,0,2,1,0,1,0,0,3,1,0,0.7461195912,10,39.425085344,-143.1240066,10,10,160,16,"NONE",148.45476958,1.0777693465,164.59920215,100,85.588101576,20,9.705,4.0875259536,20,20,10,15.47445,9.8496119631,7.3229143795,12.838368655,5.6646224028,0,20,31,0,14,0,25,0,10,0,0,0,39,61,30,0,0,0,"YES" 
"WCAP99-0521",2000,1,0,0,0,0,0.1363636364,0,0,0,0,0,2.1898256061,1.8285362493,0.3612893568,2.1312559079,2.1274804149,2.1053286698, , ,0.0585696983,0.0623451912,0.0844969364,237.80055013,2.376212855,-0.186387249,252,2.6015,37.811320755,2.4,252,23,0,2,0,0,19.2,61.4533,5.2483408385,4.0557325701,9.0893473439,1.5709856666,11.662191421,6.6782608696,0.7213272596,0.9395432732,14.3870873,4.339140732,1.0804354947,153.6,16.59052697,21.609495284,12,64.8,88.8,9.6,19.2,153.6,16.59052697,21.609495284,12,17,16.069881992,9,23.886577097,2,58.280796935,60.952380952,4.7619047619,60.952380952,4.7619047619,7.8125,14.814814815,21.621621622,6.5835424485,8.5751965413,6.5835424485,8.5751965413,7.2406621409,6.6666666667,0.9523809524,0,0,0,4.7619047619,4.7619047619,11.428571429,40.952380952,0,0,30.476190476,0, , ,4.7619047619,11.428571429,88.571428571,5.7142857143,0,105,0.9364033401,3,2.1020561926,2.1020561926,0.8979438074,1.5051499783,3,99,2.0951133094,382.4686904,0.8786078693,431.16539931, , , , , , , , , , , , , , , , , , , ,10,10,12,8,8,7,0,5,0,0,0,0,41.216,40.984,40.984,39.942,0,0.29,0,0,0,0,17,8,8,7,0,41.506,40.984,40.984,39.942,0,0.0037602981,0.0025068654,0.0025068654,0.0021935072,0,0.0129153705,0.0128426714,0.0128426714,0.0125161522,0,4.7619047619,3.1746031746,3.1746031746,2.7777777778,0,16.355555556,16.263492063,16.263492063,15.85,0,1.9841269841,0,0,0,0,0.1150793651,0,0,0,0,6.746031746,3.1746031746,3.1746031746,2.7777777778,0,16.470634921,16.263492063,16.263492063,15.85,0,4,0,0,0,1,2,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,0,0,5,0,0,0,12,5,17,41.216,0.29,41.506,16.073,0.2645,16.3375,4,3,5,0,5,0,0,0,9,3,5,0,4,1,7,5,0,0,9,1,7,0.9942726264,10,-75.99074368,199.27628029,10,10,254.4,25.44,"NONE",213.27360131,1.1928339862,339.12646866,106,12.919614625,20,7.435,1.5253213639,20,20,10,2.71755,21.523842941,15.234290493,0.6645084036,7.8665172546,0,0,3.7735849057,5.6603773585,36.79245283,2.8301886792,50.943396226,0,0,0,0,0,90.566037736,9.4339622642,5.6603773585,0,0,0,"YES" 
"WCAP99-0534",2000,1,0,0,0,0,0.4772727273,0,0,0,0,0,1.3183694764,2.0872693005,-0.768899824,2.4435664073,2.3897852901,2.4433492259, , ,-1.125196931,-1.071415814,-1.124979749,351.13132074,2.54546957,-1.227100094,158.4,3.135,56.93,1.6,158.4,13,0,2,1,1,44.8,205.878,12.410011429,24.838624,134.17529585,2.7514213906,34.365699454,9.3538461538,3.1382171112,12.787170866,52.073340922,11.754758993,7.2022396892,121.6,40.796822445,153.4460504,36,54.4,65.6,19.2,36.8,121.6,40.796822445,153.4460504,36,12,33.717646305,6,59.08629261,3,104.69525189,76.767676768,22.727272727,76.767676768,22.727272727,29.605263158,35.294117647,56.097560976,25.755569726,96.872506564,25.755569726,96.872506564,40.817155707,2.8571428571,0.9523809524,0,0,0,38.095238095,0.9523809524,3.8095238095,28.571428571,0,0,24.761904762,0, , ,38.095238095,40.952380952,59.047619048,1.9047619048,0,105,1.4918454891,3,2.1020561926,-0.460409579,3.4604095795,-0.460409579,3,103,1.2711032817,290.81094272,1.4665614359,417.43116083, , , , , , , , , , , , , , , , , , , ,10,10,3,1,0,0,0,6,1,0,0,0,0.298,0.182,0,0,0,0.472,0.182,0,0,0,9,2,0,0,0,0.77,0.364,0,0,0,0.0022353362,0.0007451121,0,0,0,0.0002220434,0.0001356104,0,0,0,1.8939393939,0.6313131313,0,0,0,0.1881313131,0.1148989899,0,0,0,3.7878787879,0.6313131313,0,0,0,0.297979798,0.1148989899,0,0,0,5.6818181818,1.2626262626,0,0,0,0.4861111111,0.2297979798,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,6,9,0.298,0.472,0.77,0.2615,0.4202,0.6817,3,0,0,0,6,0,0,0,9,0,0,0,2,1,0,5,1,0,7,2,0,1.6895183403,10,-107.7452374,-106.0105548,10,10,160,16,"NONE",151.15314719,1.0585290679,225.46495305,100,52.921755661,20,5.82,3.6371764642,20,20,10,4.95565,11.135542508,7.7281545658,8.5063543139,4.397278275,0,0,12,11,57,4,14,2,0,0,0,0,75,25,13,0,0,100,"YES" 
"WCAP99-0535",2000,1,0.2727272727,0.0909090909,0.2121227273,0,0.1363636364,0,0,1.23485,0,0,-0.012310918,1.3629758296,-1.375286747,1.6329968273,1.6396693824,1.6327065195, , ,-1.645307745,-1.6519803,-1.645017437,48.308533948,1.6840238579,-1.696334775,240,1,33.673267327,2.4,240,18,0,0,0,0,45.6,44.896,7.7130151724,9.17472,18.247651681,2.883109936,12.447342362,10.266666667,1.276608,2.3717895354,10.282223067,11.220988737,2.4054127128,184.8,22.978944,40.320422101,73,74.4,108,64.8,108,184.8,22.978944,40.320422101,73,12,17.29,8,21.865,5,27.2496,77,30.416666667,77,30.416666667,39.502164502,87.096774194,100,9.57456,16.800175875,9.57456,16.800175875,8.603704344,6.6666666667,0,1.9047619048,53.333333333,0,0.9523809524,0,0.9523809524,17.142857143,0,16.19047619,2.8571428571,0, , ,54.285714286,60.952380952,20.952380952,0,0,103,2.4291711944,2.1020561926,-2.110922507,-2.110922507,4.2129786999,-2.110922507,3.7525785016,86,-0.756533245,62.199982395,1.9198400478,186.50100259, , , , , , , , , , , , , , , , , , , ,10,10,6,1,0,0,0,1,0,0,0,0,0.623,0.333,0,0,0,0.058,0,0,0,0,7,1,0,0,0,0.681,0.333,0,0,0,0.0014196479,0.000236608,0,0,0,0.0001474068,0.0000787905,0,0,0,2.5,0.4166666667,0,0,0,0.2595833333,0.13875,0,0,0,0.4166666667,0,0,0,0,0.0241666667,0,0,0,0,2.9166666667,0.4166666667,0,0,0,0.28375,0.13875,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,6,1,7,0.623,0.058,0.681,0.5271,0.0529,0.58,5,1,0,0,1,0,0,0,6,1,0,0,6,0,0,1,0,0,7,0,0,0.8819171037,10,-60.90839511,-231.4527871,10,10,242.4,24.24,"NONE",239.33287539,1.0128153084,194.7435008,101,12.662629198,20,12.39,5.7853626552,20,20,9,3.4145,49.133203253,26.453911063,1.1130622293,34.666952517,0,0,53.465346535,0,44.554455446,0,0,0,0.9900990099,0.9900990099,0,0,44.554455446,55.445544554,1.9801980198,0,0,0,"YES" 
"WCAP99-0536",2000,1,0,0,0,0,0,0,0,0,0,0,2.3602715704,2.0374256759,0.3228458944,2.1736509678,2.205570555,2.1734936941, , ,0.1866206026,0.1547010153,0.1867778763,183.13833781,2.2627792681,0.0974923022,163.2,3.25,48.961165049,1.6,163.2,12,0,3,0,0,20.8,73.08,8.17088,8.979648,28.84000992,3.7311217433,25.036374168,10.666666667,2.6502779334,7.4362703708,19.966198112,6.3022843381,3.2072261825,128,31.803335201,81.798974079,33,56,70.4,20.8,30.4,128,31.803335201,81.798974079,33,10,39.363348335,9,42.735275928,8,46.1135,78.431372549,20.220588235,78.431372549,20.220588235,25.78125,37.142857143,43.181818182,19.487337746,50.121920391,19.487337746,50.121920391,14.37749505,2.8571428571,4.7619047619,0.9523809524,0,0,5.7142857143,0,6.6666666667,34.285714286,0,0,44.761904762,0, , ,5.7142857143,8.5714285714,90.476190476,4.7619047619,0,104,0.9447755152,3,2.5510280963,2.1020561926,0.8979438074,2.1020561926,3,99,2.2899530385,523.1988804,0.9133687471,457.17951715, , , , , , , , , , , , , , , , , , , ,10,10,3,0,0,0,0,8,4,0,0,0,0.174,0,0,0,0,0.96,0.728,0,0,0,11,4,0,0,0,1.134,0.728,0,0,0,0.0016325358,0,0,0,0,0.0000946871,0,0,0,0,1.8382352941,0,0,0,0,0.1066176471,0,0,0,0,4.9019607843,2.4509803922,0,0,0,0.5882352941,0.4460784314,0,0,0,6.7401960784,2.4509803922,0,0,0,0.6948529412,0.4460784314,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,3,8,11,0.174,0.96,1.134,0.1587,0.8344,0.9931,3,0,0,0,8,0,0,0,11,0,0,0,3,0,0,4,4,0,7,4,0,2.5739075352,10,148.18824614,-68.20985981,10,10,164.8,16.48,"NONE",163.1328945,1.0102193093,114.7162414,103,23.162648402,20,8.79,2.5763907844,20,20,9,4.4292,20.556340382,12.804910081,2.8378493451,9.1300564305,0,0,15.533980583,0,22.330097087,5.8252427184,18.446601942,35.922330097,0,1.9417475728,0,0,46.601941748,53.398058252,37.86407767,0,0,0,"YES" 
"WCAP99-0539",2000,1,0.1818181818,0.0303045455,0.1212181818,0.0909090909,0.0303045455,0,0,0,0,0,1.4505033299,1.3570901996,0.0934131303,2.0501878334,2.0509114884,2.0476800941, , ,-0.599684503,-0.600408158,-0.597176764,108.78906334,2.0365852376,-0.586081908,148.5,4.4,7.55,1.5,148.5,24,0,0,0,0,10.5,29.68,1.8,1.67355,1.064433552,0.4779855582,7.5773076923,3.25,0.2412625,0.0977786318,7.5251523639,2.4494897428,0.378988859,78,5.7903,2.248908532,43,25.5,51,18,45,78,5.7903,2.248908532,43,14,12.493571429,8,16.56875,2,29.01,52.525252525,28.956228956,52.525252525,28.956228956,55.128205128,70.588235294,88.235294118,3.8991919192,1.5144165198,3.8991919192,1.5144165198,3.8370830413,0,1.1235955056,0,8.9887640449,0,38.202247191,33.707865169,0,3.3707865169,0,0,14.606741573,0, , ,47.191011236,47.191011236,52.808988764,34.831460674,0,89,2.1908795049,3.7525785016,2.1020561926,-0.460409579,4.212988081,-0.460409579,3.7525785016,58,0.2200838417,230.88465359,1.7285109131,417.93467322, , , , , , , , , , , , , , , , , , , ,10,10,2,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.116,0,0,0,0,0.0038084357,0,0,0,0,0.0002208893,0,0,0,0,1.3468013468,0,0,0,0,0.0781144781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3468013468,0,0,0,0,0.0781144781,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.116,0,0.116,0.1058,0,0.1058,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,5.1142502437,10,-121.799949,7.6035086128,10,10,150,15,"NONE",122.03704729,1.2291349498,273.57211845,100,8.4904878445,21,0.7285714286,0.5849297882,21,17,8,0.081,12.330018674,8.0675633305,0.1057151834,6.9651683531,24,0,8,0,20,4,0,0,44,0,0,0,24,52,44,24,0,0,"YES" 
"WCAP99-0540",2000,1,0,0,0,0,0,0,0,0.7424545455,0,0,0.1133798239,0.5922306729,-0.478850849,1.5989358212,1.5998393909,1.5989358212, , ,-1.485555997,-1.486459567,-1.485555997,96.644954747,1.985179187,-1.871799363,153,1.2,4.7572815534,1.5,153,31,0,0,0,0,6,7.37,4.1001,0.2283,0.1601812415,0.7273082209,1.8950150058,2.6129032258,0.0488482779,0.0221742204,1.8425966875,1.5476308637,0.050782203,81,1.514296616,0.6652266117,54,21,58.5,21,58.5,81,1.514296616,0.6652266117,54,5,6.34,0,0,0,0,52.941176471,35.294117647,52.941176471,35.294117647,66.666666667,100,100,0.9897363503,0.4347886351,0.9897363503,0.4347886351,0.8891142798,11.428571429,0,0,1.9047619048,0,68.571428571,0,3.8095238095,11.428571429,0,0,2.8571428571,0, , ,70.476190476,81.904761905,18.095238095,0,0,105,1.068367907,0.7525785016,-0.460409579,-0.460409579,1.212988081,-0.460409579,1.5051499783,105,0.1133798239,45.130664876,1.068367907,169.34897151, , , , , , , , , , , , , , , , , , , ,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7888106377,10,151.92093931,4.3535749696,10,10,154.5,15.45,"NONE",151.98330638,1.0165590135,88.358537221,103,2.1349841319,20,2.74,1.6699826662,20,20,10,0.13215,68.7,17.171578055,0.0893622286,59.123539809,0,0,83.495145631,0,13.59223301,0.9708737864,1.9417475728,0,0,0,0,0,16.504854369,83.495145631,0,0,0,73.786407767,"YES" 
