"SITE_ID","YEAR","VISIT_NO","LOC_NAME","DATE_COL","TEAM_ID","XSTATUS","VALXSTAT","SITESAMP","MLAT_DD","MLON_DD","XLAT_DD","XLON_DD","MLAT_DEG","MLAT_MIN","MLAT_SEC","MLON_DEG","MLON_MIN","MLON_SEC","XLAT_DEG","XLAT_MIN","XLAT_SEC","XLON_DEG","XLON_MIN","XLON_SEC","XDIMEN","XGPSCOOR","VER_STAT","GPS_VER","LOC_VER","SIG_VER","RDS_VER","TOP_VER","OTH_VER","RCHWIDTH","RCHUP","RCHDOWN","RCHLEN","COM_IM","STATE","TRCHLEN","XLONDD" 
"WWYP99-0662",2002,1,"SOUTH FORK SPREAD CREEK",08/13/2002,"1","SAMPLEABLE","WADEABLE","Y",43.693056,-110.213611,43.694167,-110.213611,43,41,35,110,12,49,43,41,39,110,12,49,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",4,75,75,150," ","WY", ,  
"WWYP99-0665",2002,1,"BLACKTAIL CREEK",07/09/2002,"1","SAMPLEABLE","WADEABLE","Y",44.676389,-104.611389,44.676389,-104.611389,44,40,35,104,36,41,44,40,35,104,36,41,"3D","Y","VERIFIED","Y","N","N","N","N"," ",1,75,75,150," ","WY", ,  
"WWYP99-0669",2002,1,"MIDDLE FORK POPO AGIE RIVER",08/15/2002,"1","SAMPLEABLE","WADEABLE","Y",42.724167,-108.970833,42.724444,-108.970833,42,43,27,108,58,15,42,43,28,108,58,15,"3D","Y","VERIFIED","Y","N","N","N","N"," ",12,240,240,480," ","WY", ,  
"WWYP99-0670",2002,1,"WILLOW CREEK",07/29/2002,"1","SAMPLEABLE","WADEABLE","Y",43.480556,-106.723056,43.480556,-106.374444,43,28,50,106,43,23,43,28,50,106,22,28,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",3,75,75,150," ","WY", ,  
"WWYP99-0671",2002,1,"BELLE FOURCHE RIVER",09/04/2002,"1","SAMPLEABLE","WADEABLE","Y",44.102222,-105.159167,44.102222,-105.160000,44,6,8,105,9,33,44,6,8,105,9,36,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",2,75,75,150," ","WY", ,  
"WWYP99-0707",2003,1,"ENCAMPMENT RIVER",07/24/2003,"1","SAMPLEABLE","PARBYWADE","Y",41.082778,-106.797222,41.082222,-106.798333,41,4,58,106,47,50,41,4,56,106,47,54,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",12,240,240,480," ","WY", ,  
"WWYP99-0708",2003,1,"WAGONHOUND CREEK",07/23/2003,"1","SAMPLEABLE","WADEABLE","Y",41.652778,-106.312778,41.652778,-106.313889,41,39,10,106,18,46,41,39,10,106,18,50,"3D","Y","VERIFIED","Y","N","N","N","N"," ",5,100,100,200," ","WY", ,  
"WWYP99-0710",2003,1,"LEEDS CREEK",07/18/2003,"1","SAMPLEABLE","WADEABLE","Y",43.520000,-109.981944,43.520000,-109.982778,43,31,12,109,58,55,43,31,12,109,58,58,"3D","Y","VERIFIED","Y","N","Y","Y","Y"," ",4,80,80,160," ","WY", ,  
"WWYP99-0713",2003,1,"EAST FORK SMITHS FORK",08/12/2003,"1","SAMPLEABLE","WADEABLE","Y",41.017778,-110.387222,41.017778,-110.386944,41,1,4,110,23,14,41,1,4,110,23,13,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",12,240,240,480," ","WY", ,  
"WWYP99-0715",2003,1,"NNT TO VENUS CREEK",09/23/2003,"1","SAMPLEABLE","WADEABLE","Y",43.969722,-109.489444,43.969722,-109.489722,43,58,11,109,29,22,43,58,11,109,29,23,"3D","Y","VERIFIED","Y","Y","Y","N","Y"," ",1,75,75,150," ","WY", ,  
"WWYP99-0716",2003,1,"HORSE CREEK",07/10/2003,"1","SAMPLEABLE","WADEABLE","Y",42.933056,-110.199722,42.931111,-110.200000,42,55,59,110,11,59,42,55,52,110,12,0,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",10,200,200,400," ","WY", ,  
"WWYP99-0717",2003,1,"SOUTH FORK OTTER CREEK",08/14/2003,"1","SAMPLEABLE","WADEABLE","Y",43.818333,-107.248056,43.818333,-107.248056,43,49,6,107,14,53,43,49,6,107,14,53,"3D","Y","VERIFIED","Y","Y","N","Y","Y"," ",3,75,75,150," ","WY", ,  
"WWYP99-0719",2003,1,"DUCK CREEK",07/22/2003,"1","SAMPLEABLE","WADEABLE","Y",41.998889,-105.365833,41.998056,-105.365833,41,59,56,105,21,57,41,59,53,105,21,57,"2D","Y","VERIFIED","Y","N","N","N","N"," ",3,75,75,150," ","WY", ,  
"WWYP99-0720",2003,1,"DEER CREEK",07/21/2003,"1","SAMPLEABLE","WADEABLE","Y",42.109722,-104.627500,42.110000,-104.627500,42,6,35,104,37,39,42,6,36,104,37,39,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",1,75,75,150," ","WY", ,  
"WWYP99-0721",2003,1,"CUB CREEK",09/25/2003,"1","SAMPLEABLE","WADEABLE","Y",44.489722,-110.261111,44.489444,-110.261111,44,29,23,110,15,40,44,29,22,110,15,40,"3D","Y","VERIFIED","Y","N","N","N","Y"," ",3,75,75,150," ","WY", ,  
"WWYP99-0722",2003,1,"LITTLE MITCHELL SLOUGH",07/08/2003,"1","SAMPLEABLE","INTWADE","Y",42.401944,-109.197222,42.401944,-109.196944,42,24,7,109,11,50,42,24,7,109,11,49,"3D","Y","VERIFIED","Y","N","N","Y","Y"," ",1,75,75,150," ","WY", ,  
"IAW02344-0096",2004,1,"Beaver Branch",06/14/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.950860,-94.089960, , , , , , ,41,57,3,94,5,24,"3D"," ","VERIFIED","Y","N","N","N","N","N",5,100,100, ," ","IA",200,  
"IAW02344-0097",2004,1,"West Nishnabotna River",07/29/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.332570,-95.400790, , , , , , ,41,19,57,95,24,3,"3D"," ","VERIFIED","Y","N","N","N","N","N",25,500,500, ," ","IA",1000,  
"IAW02344-0098",2004,1,"UNN Trib. Otter Creek",07/21/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.702540,-91.923130, , , , , , ,42,42,9,91,55,23,"3D"," ","VERIFIED","Y","N","N","N","N","N",4,80,80, ," ","IA",160,  
"IAW02344-0099",2004,1,"Lizard Creek",08/16/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.537320,-94.339450, , , , , , ,42,32,14,94,20,22,"3D"," ","VERIFIED","Y","N","N","N","N","N",22,440,440, ," ","IA",880,  
"IAW02344-0100",2004,1,"BELL CREEK",07/20/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.979790,-91.672870, , , , , , ,42,58,47,91,40,22,"3D"," ","VERIFIED","Y","N","N","N","N","N",6,120,120, ," ","IA",240,  
"IAW02344-0102",2004,1,"Wapsipinicon",10/07/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.992980,-92.379990, , , , , , ,42,59,35,92,22,48,"3D"," ","VERIFIED","Y","N","N","N","N","N",13,260,260, ," ","IA",520,  
"IAW02344-0103",2004,1,"Dry Creek",06/22/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,43.079060,-96.410100, , , , , , ,43,4,45,96,24,36,"3D"," ","VERIFIED","Y","N","N","N","N","N",5,100,100, ," ","IA",200,  
"IAW02344-0104",2004,1,"Battle Creek",07/08/2004,"2","SAMPLEABLE","WADEABLE","Y", , ,42.446330,-95.541360, , , , , , ,42,26,47,95,32,29," "," ","VERIFIED","Y","Y","N","N","N","N",2,75,75, ," ","IA",150,  
"IAW02344-0105",2004,1,"Mosquito Creek",06/30/2004,"1","SAMPLEABLE","PARBYWADE","Y", , ,41.367550,-95.689170, , , , , , ,41,22,3,95,41,21,"3D"," ","VERIFIED","Y","N","N","Y","N","N",9,180,180, ," ","IA",360,  
"IAW02344-0106",2004,1,"West Tarkio Creek",06/29/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,40.828870,-95.204910, , , , , , ,40,49,44,95,12,18,"3D"," ","VERIFIED","Y","Y","N","Y","Y","N",5,100,100, ," ","IA",200,  
"IAW02344-0108",2004,1,"Brophy Creek",08/03/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.772250,-90.441220, , , , , , ,41,46,20,90,26,28,"3D"," ","VERIFIED","Y","N","N","N","N","N",16,320,320, ," ","IA",640,  
"IAW02344-0109",2004,1,"WOLF CR.",09/06/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.315220,-92.194320, , , , , , ,42,18,55,92,11,40,"3D"," ","VERIFIED","Y","N","N","N","N","N",25,600,400, ," ","IA",1000,  
"IAW02344-0110",2004,1,"Maple River",09/11/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.069320,-95.919480, , , , , , ,42,4,10,95,55,10,"3D"," ","VERIFIED","Y","N","N","N","N","N",20,400,400, ," ","IA",800,  
"IAW02344-0111",2004,1,"North Racoon River",08/18/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.410660,-94.986250, , , , , , ,42,24,38,94,59,11,"3D"," ","VERIFIED","Y","N","N","N","N","N",16,320,320, ," ","IA",640,  
"IAW02344-0112",2004,1,"Montgomery Creek",07/27/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.993550,-95.078640, , , , , , ,42,59,37,95,4,43,"3D"," ","VERIFIED","Y","N","N","N","N","N",4,80,80, ," ","IA",160,  
"IAW02344-0113",2004,1,"Johns Creek",06/23/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.651010,-95.998310, , , , , , ,42,39,4,95,59,54,"3D"," ","VERIFIED","Y","N","N","N","N","N",7,140,140, ," ","IA",280,  
"IAW02344-0114",2004,1,"Middle Fork Grand River",06/28/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,40.666610,-94.262710, , , , , , ,40,39,60,94,15,46,"3D"," ","VERIFIED","Y","N","N","N","N","N",2.4,75,75, ," ","IA",150,  
"IAW02344-0115",2004,1,"East Nodaway River",08/17/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,40.871740,-94.910030, , , , , , ,40,52,18,94,54,36,"3D"," ","VERIFIED","Y","N","N","N","N","N",20,400,400, ," ","IA",800,  
"IAW02344-0117",2004,1,"OLD MANS CREEK",07/14/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.551220,-91.546210, , , , , , ,41,33,4,91,32,46,"3D"," ","VERIFIED","Y","N","N","N","N","N",18,360,360, ," ","IA",720,  
"IAW02344-0118",2004,1,"BEAR CREEK",07/15/2004,"1","SAMPLEABLE","ALTERED","Y", , ,42.049820,-90.925290, , , , , , ,42,2,59,90,55,31,"3D"," ","VERIFIED","Y","N","N","N","N","N",8,160,160, ," ","IA",320,  
"IAW02344-0119",2004,1,"Soldier River",09/12/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.922940,-95.840870, , , , , , ,41,55,23,95,50,27,"3D"," ","VERIFIED","Y","N","N","N","N","N",20,400,400, ," ","IA",800,  
"IAW02344-0120",2004,1,"Boyer River",07/26/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.549730,-95.224490, , , , , , ,42,32,59,95,13,28," "," ","VERIFIED","Y","N","N","N","Y","N",4,0,160, ," ","IA",160,  
"IAW02344-0121",2004,1,"Little Buffalo Creek",07/19/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,43.433400,-93.797520, , , , , , ,43,26,0,93,47,51,"3D"," ","VERIFIED","Y","N","N","N","N","N",3,75,75, ," ","IA",150,  
"IAW02344-0122",2004,1,"Floyd River",07/28/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,48.813930,-96.164530, , , , , , ,48,48,50,96,9,52,"3D"," ","VERIFIED","Y","N","N","N","N","N",13,260,260, ," ","IA",520,  
"IAW02344-0123",2004,1,"West Tarkio",08/17/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,40.673410,-95.312100, , , , , , ,40,40,24,95,18,44,"3D"," ","VERIFIED","Y","N","N","N","N","N",7,140,140, ," ","IA",280,  
"IAW02344-0125",2004,1,"MAD CREEK",07/13/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.477730,-91.020710, , , , , , ,41,28,40,91,1,15,"3D"," ","VERIFIED","Y","N","N","N","N","N",3,75,75, ," ","IA",150,  
"IAW02344-0128",2004,1,"W. NISHNABOTNA",06/17/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,41.972950,-95.017140, , , , , , ,41,58,23,95,1,2,"3D"," ","VERIFIED","Y","N","N","N","N","N",4,180,80, ," ","IA",160,  
"IAW02344-0130",2004,1,"Perry Creek",06/22/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.656530,-96.368740, , , , , , ,42,39,24,96,22,7,"3D"," ","VERIFIED","Y","N","N","N","N","N",5,100,100, ," ","IA",200,  
"IAW02344-0132",2004,1,"Otter Creek",07/21/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.826790,-93.837140, , , , , , ,42,49,36,93,50,14,"3D"," ","VERIFIED","Y","N","N","N","N","N",8,160,160, ," ","IA",320,  
"IAW02344-0133",2004,1,"HEWITT CREEK",08/04/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.756730,-91.563290, , , , , , ,42,45,24,91,33,48,"3D"," ","VERIFIED","Y","N","N","N","N","N",3,75,75, ," ","IA",150,  
"IAW02344-0134",2004,1,"Soap Creek",08/12/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,40.858900,-92.495630, , , , , , ,40,51,32,92,29,44,"3D"," ","VERIFIED","Y","N","N","N","N","N",10,200,200, ," ","IA",400,  
"IAW02344-0135",2004,1,"Willow Creek",07/22/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,43.135410,-93.300990, , , , , , ,43,8,7,93,18,4,"3D"," ","VERIFIED","Y","N","N","N","N","N",7,140,140, ," ","IA",280,  
"IAW02344-0139",2004,1,"Quarter Section Run",09/23/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.768150,-92.355880, , , , , , ,42,46,5,92,21,21,"3D"," ","VERIFIED","Y","Y","N","N","N","N",4,80,80, ," ","IA",160,  
"IAW02344-0232",2004,1,"Little Wolf Creek",06/15/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.218470,-92.742260, , , , , , ,42,13,6,92,44,32,"3D"," ","VERIFIED","Y","N","N","N","N","N",3,75,75, ," ","IA",150,  
"IAW02344-0250",2004,1,"North Brach Lizard Creek",06/24/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.868790,-94.735800, , , , , , ,42,52,8,94,44,9,"3D"," ","VERIFIED","Y","N","N","N","N","N",7,140,140, ," ","IA",280,  
"IAW02344-0253",2004,1,"YELLOW RIVER",08/10/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,43.138500,-91.608400, , , , , , ,43,8,19,91,36,30,"3D"," ","VERIFIED","Y","N","N","N","N","N",7,56,224, ," ","IA",280,  
"IAW02344-0261",2004,1,"Middle Fork Little Maquoketa Creek",08/02/2004,"1","SAMPLEABLE","WADEABLE","Y", , ,42.560820,-90.940300, , , , , , ,42,33,39,90,56,25,"3D"," ","VERIFIED","Y","N","N","N","N","N",8,160,160, ," ","IA",320,  
"NEWS04-0101",2004,1,"Aegan Brook",10/10/2004,"1","SAMPLEABLE","WADEABLE","Y",47.111120,-69.014956,47.111070,-69.015630,47,6,40,69,0,54,47,6,40,69,0,56,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",160,  
"NEWS04-0108",2004,1,"Petite Brook",10/11/2004,"1","SAMPLEABLE","WADEABLE","Y",47.169870,-68.907870,47.169500,-68.908350,47,10,12,68,54,28,47,10,10,68,54,30,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",200,  
"NEWS04-0203",2004,1,"Halfway Brook",10/15/2004,"1","SAMPLEABLE","WADEABLE","Y",46.996500,-68.024820,46.996500,-68.024820,46,59,47,68,1,29,46,59,47,68,1,29,"2D","Y","VERIFIED","Y","N","N","Y","N","N",9,180,180, ," ","ME",360,  
"NEWS04-0305",2004,1,"Depot Stream",10/13/2004,"1","SAMPLEABLE","WADEABLE","Y",46.821800,-69.717000,46.821801,-69.716976,46,49,18,69,43,1,46,49,18,69,43,1,"2D","Y","VERIFIED","Y","Y","N","Y","Y","N",25,500,500, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",1000,  
"NEWS04-0401",2004,1,"Snare Brook",10/14/2004,"1","SAMPLEABLE","WADEABLE","Y",46.435407,-69.438582,46.435230,-69.438940,46,26,7,69,26,19,46,26,7,69,26,20,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",280,  
"NEWS04-0502",2004,1,"R. DE CHUTE",10/18/2004,"1","SAMPLEABLE","WADEABLE","Y",46.637660,-67.796740,46.637710,-67.797180,46,38,16,67,47,48,46,38,16,67,47,50,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",10,200,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",400,  
"NEWS04-0602",2004,1,"Church Hill Creek",10/08/2004,"1","SAMPLEABLE","WADEABLE","Y",45.690392,-70.099792,45.690392,-70.099792,45,41,25,70,5,59,45,41,25,70,5,59,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",240,  
"NEWS04-0703",2004,1,"Logan Brook",10/09/2004,"1","SAMPLEABLE","WADEABLE","Y",45.945036,-69.848482,45.945050,-69.846500,45,56,42,69,50,55,45,56,42,69,50,47,"2D","Y","VERIFIED","Y","Y","N","Y","Y","N",4,80,80, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",160,  
"NEWS04-0806",2004,1,"Greenleaf Brook",10/19/2004,"1","SAMPLEABLE","WADEABLE","Y",45.884500,-67.862300,45.884370,-67.862990,45,53,4,67,51,44,45,53,4,67,51,47,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",200,  
"NEWS04-0905",2004,1,"Black Creek",08/18/2004,"1","SAMPLEABLE","WADEABLE","Y",44.783100,-72.859400,44.783030,-72.859330,44,46,59,72,51,34,44,46,59,72,51,34,"2D","Y","VERIFIED","Y","N","Y","Y","Y","N",9,180,180, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",360,  
"NEWS04-1001",2004,1,"Willoughby River",08/20/2004,"1","SAMPLEABLE","WADEABLE","Y",44.806100,-72.136800,44.806970,-72.136790,44,48,22,72,8,12,44,48,25,72,8,12,"2D","Y","VERIFIED","Y","Y","Y","Y","Y","N",12,92,368, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",460,  
"NEWS04-1105",2004,1,"Horseshoe Stream",09/15/2004,"15","SAMPLEABLE","WADEABLE","Y",45.376080,-70.755580,45.376030,-70.755580,45,22,34,70,45,20,45,22,34,70,45,20,"2D","Y","VERIFIED","Y","N","N","Y","N","N",8,160,160, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",320,  
"NEWS04-1106",2004,1,"Cedar Stream",09/12/2004,"15","SAMPLEABLE","WADEABLE","Y",45.028280,-71.280390,45.028190,-71.280720,45,1,42,71,16,49,45,1,41,71,16,51,"2D","Y","VERIFIED","Y","N","N","N","N","N",8,160,160, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","NH",320,  
"NEWS04-1202",2004,1,"Carrying Place Stream",09/17/2004,"15","SAMPLEABLE","WADEABLE","Y",45.180900,-70.016580,45.180940,-70.017330,45,10,51,70,0,60,45,10,51,70,1,2,"2D","Y","VERIFIED","Y","N","N","N","N","N",8,160,160, ," ","ME",320,  
"NEWS04-1302",2004,1,"Schoodic Brook",09/19/2004,"15","SAMPLEABLE","WADEABLE","Y",45.298010,-68.851700,45.298030,-68.852480,45,17,53,68,51,6,45,17,53,68,51,9,"2D","Y","VERIFIED","Y","N","N","N","N","N",18,360,360, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",720,  
"NEWS04-1303",2004,1,"Kenduskeag River",09/22/2004,"15","SAMPLEABLE","WADEABLE","Y",44.960260,-68.997480,44.960060,-68.997550,44,57,37,68,59,51,44,57,36,68,59,51,"2D","Y","VERIFIED","Y","N","N","N","N","N",18,360,360, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",720,  
"NEWS04-1410",2004,1,"Spruce Brook",09/21/2004,"15","SAMPLEABLE","WADEABLE","Y",45.453440,-68.097740,45.453530,-68.097840,45,27,12,68,5,52,45,27,13,68,5,52,"2D","Y","VERIFIED","Y","N","N","Y","N","N",6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",240,  
"NEWS04-1702",2004,1,"Winooski River",08/17/2004,"1","SAMPLEABLE","WADEABLE","Y",44.281100,-72.454300,44.281084,-72.454632,44,16,52,72,27,15,44,16,52,72,27,17,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",20,240,560, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",800,  
"NEWS04-1801",2004,1,"Miller Run",08/19/2004,"1","SAMPLEABLE","WADEABLE","Y",44.580800,-72.071400,44.580823,-72.071368,44,34,51,72,4,17,44,34,51,72,4,17,"2D","Y","VERIFIED","Y","N","Y","Y","Y","N",13,260,260, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",520,  
"NEWS04-1901",2004,1,"Hardy Stream",09/16/2004,"15","SAMPLEABLE","WADEABLE","Y",44.891720,-70.384910,44.891760,-70.384590,44,53,30,70,23,6,44,53,30,70,23,5,"2D","Y","VERIFIED","Y","N","N","N","N","N",1,0,150, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",150,  
"NEWS04-1903",2004,1,"Bear River",09/14/2004,"15","SAMPLEABLE","WADEABLE","Y",44.563100,-70.857400,44.566420,-70.859890,44,33,47,70,51,27,44,33,59,70,51,36,"2D","N","VERIFIED","Y","N","N","Y","Y","N",10,200,200, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",400,  
"NEWS04-2002",2004,1,"Higgins Brook",09/18/2004,"15","SAMPLEABLE","WADEABLE","Y",44.983350,-69.556960,44.983190,-69.557410,44,59,0,69,33,25,44,58,59,69,33,27,"2D","Y","VERIFIED","Y","N","N","N","N","N",16,320,320, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",640,  
"NEWS04-2101",2004,1,"Jellison Meadow Brook",09/20/2004,"15","SAMPLEABLE","WADEABLE","Y",44.774890,-68.392440,44.774620,-68.392730,44,46,30,68,23,33,44,46,29,68,23,34,"2D","Y","VERIFIED","Y","N","N","N","N","N",7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",280,  
"NEWS04-2301",2004,1,"Third Branch White River",08/16/2004,"1","SAMPLEABLE","PARBYWADE","Y",43.946000,-72.711500,43.945850,-72.711650,43,56,46,72,42,41,43,56,45,72,42,42,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",14,280,280, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",560,  
"NEWS04-2302",2004,1,"Huntington River",10/07/2004,"1","SAMPLEABLE","WADEABLE","Y",44.214156,-72.965909,44.214240,-72.966400,44,12,51,72,57,57,44,12,51,72,57,59,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",200,  
"NEWS04-2401",2004,1,"Indian River",08/14/2004,"1","SAMPLEABLE","WADEABLE","Y",43.696100,-71.981800,43.696160,-71.981910,43,41,46,71,58,54,43,41,46,71,58,55,"2D","Y","VERIFIED","Y","N","N","N","Y","N",5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","NH",200,  
"NEWS04-2502",2004,1,"Beech River",08/12/2004,"1","SAMPLEABLE","WADEABLE","Y",43.747900,-71.146900,43.747300,-71.146730,43,44,52,71,8,49,43,44,50,71,8,48,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",14,280,280, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","NH",560,  
"NEWS04-2805",2004,1,"Mettawee River",08/15/2004,"1","SAMPLEABLE","WADEABLE","Y",43.261100,-73.088400,43.260640,-73.088540,43,15,40,73,5,18,43,15,38,73,5,19,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","VT",200,  
"NEWS04-2907",2004,1,"WARREN BROOK",07/21/2004,"1","SAMPLEABLE","WADEABLE","Y",43.151900,-72.349100,43.151889,-72.349139,43,9,7,72,20,57,43,9,7,72,20,57,"2D","Y","VERIFIED","Y","N","N","Y","N","N",5,100,100, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","NH",200,  
"NEWS04-3004",2004,1,"Cocheco River",08/10/2004,"1","SAMPLEABLE","WADEABLE","Y",43.336500,-70.996700,43.336610,-70.997060,43,20,11,70,59,48,43,20,12,70,59,49,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",13,260,260, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","NH",520,  
"NEWS04-3102",2004,1,"KENNEBUNK RIVER",09/23/2004,"15","SAMPLEABLE","WADEABLE","Y",43.439820,-70.556800,43.440080,-70.557450,43,26,23,70,33,24,43,26,24,70,33,27,"2D","Y","VERIFIED","Y","N","N","N","N","N",6,120,120, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","ME",240,  
"NEWS04-3206",2004,1,"Sawmill River",07/22/2004,"1","SAMPLEABLE","WADEABLE","Y",42.534600,-72.528200,42.534580,-72.528260,42,32,5,72,31,42,42,32,4,72,31,42,"2D","Y","VERIFIED","Y","N","N","Y","N","N",7,140,140, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","MA",280,  
"NEWS04-3303",2004,1,"Dinsmore Pond Stream",08/08/2004,"1","SAMPLEABLE","WADEABLE","Y",42.911000,-71.996200,42.910980,-71.996830,42,54,40,71,59,46,42,54,40,71,59,49,"2D","Y","VERIFIED","Y","N","N","Y","Y","N",11,44,396, ,"Crew did not record map coordinates, or slightly different from design file, add map dd coordinates from TT spreadsheet (j. pitt.)","NH",440,  
