"SITE_ID","YEAR","VISIT_NO","XBKA","XUN","XBKF_W","XBKF_H","XINC_H","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XGB","XC","XG","XCMW","XCMGW","PCAN_C","XCDENBK","XCDENMID","XEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","XFC_ALL","XFC_NAT","XFC_BIG","W1_HALL","W1_HNOAG","W1_HAG","W1H_WALL","W1H_PIPE","LSUB_DMM","LTEST","LRBS_TST","LDMB_BW5","LRBS_BW5","REACHLEN","XSLOPE","XDEPTH","RPGT75","RPGT100","RPMXDEP","RPXAREA","RP100","PCT_FN","PCT_SA","PCT_HP","PCT_RC","PCT_SAFN","PCT_SFGF","PCT_BIGR","PCT_BDRK","PCT_ORG","LSUBD_SD","V1W_MSQ","V4W_MSQ","V1TM100","V4TM100","SINU","SDDEPTH","XWIDTH","XWXD","XWD_RAT","SDWXD","PCT_FA","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SIDE","SAMPLED" 
"WMTP99-0723",2002,1,35.590909091,0.2,10.890909091,0.3090909091,0.4636363636,0.9545454545,0.9545454545,1,1,1,0.0454545455,0.1147727273,0.1159090909,0.7147727273,0.3261363636,0.5420454545,0.1818181818,74.598930481,52.941176471,42.777777778,0.0136363636,0,0.0181818182,0.0818181818,0.0977272727,0.0136363636,0.1772727273,0,0.3886363636,0.3886363636,0.2090909091,0.5151681818,0.5151681818,0,0,0.0681818182,1.2113645924,1.867142867,-0.655778275,2.0693359674,-0.857971375,287.1,2.595,41.43,0,0,45.54125,0.7245054051,5.8041185364,5.7692307692,17.307692308,0,0,23.076923077,34.615384615,63.461538462,0,1.9230769231,1.3435891987,0.0027021409,0,3.4214559387,0,1.0651917253,11.510430053,8.085,3.394,20.828101372,1.3746995844,0,93,7,7,0,8,"YES" 
"WMTP99-0727",2002,1,74.090909091,0.1,1.7636363636,0.1181818182,0.1181818182,0.1578947368,0.1578947368,0.6842105263,0.3,0.5263157895,0,0.0275,0.03375,0.945,0.22875,0.44125,0,35.561497326,40.50802139,52.509090909,0.0136363636,0.0272727273,0,0.0454545455,0.3045454545,0.2954545455,0.0045454545,0,0.65,0.65,0.3,1.8787909091,0.4469727273,1.4318181818,0,0,0.1402316286,1.3212576257,-1.181025997,1.5807460012,-1.440514373,223.5,2.439,12.541666667,0,0,12.905375,0.088563602,1.5057793624,25,16,0,0,41,60,38,0,2,1.5002618,0.0002942872,0,0.051901566,0,1.4954312284,3.4940008526,1.3684210526,0.1845263158,11.395804926,0.0615073333,0,100,0,0,0,0,"YES" 
"WMTP99-0729",2002,1,35.904761905,0.3,15.681818182,0.2,1.4,0.3636363636,0.3636363636,1,1,0.9545454545,0.0045454545,0.0295454545,0.0318181818,0.7943181818,0.2102272727,0.2693181818,0,65.294117647,28.970588235,32.962962963,0.2568181818,0.1431818182,0.0090909091,0.075,0.0772727273,0.0090909091,0.0545454545,0,0.225,0.225,0.0727272727,0.6894136364,0.0681818182,0.6212318182,0.0681818182,0,0.8505130207,1.5570080271,-0.706495006,1.5710518158,-0.720538795,218,1.2805,41.109090909,1,0,78.479871125,2.5312236144,18.577787995,18.62745098,5.8823529412,0,0,24.509803922,26.470588235,68.62745098,0,0.9803921569,1.5884767337,0.0003556974,0,0.5577981651,0,1.3303305959,26.032212034,12.055,6.7877,30.677537478,8.5423894667,0,49.090909091,50.909090909,15.454545455,0,8.1818181818,"YES" 
"WMTP99-0731",2002,1,30.136363636,0.2,12.527272727,0.4272727273,1.5818181818,0,0,1,1,0.9090909091,0,0.1988636364,0,0.5943181818,0.0909090909,0.1545454545,0,29.679144385,1.0695187166,76,0.0227272727,0,0,0,0,0.0045454545,0.0318181818,0,0.0363636364,0.0363636364,0.0363636364,1.1590909091,0,1.1590909091,0,0,0.5594257786,1.4200561864,-0.860630408,1.4808780039,-0.921452225,436,0.6015,63.845454545,3,1,124.511,24.074097416,33.129491857,28.571428571,8.5714285714,0,0,37.142857143,40,60,0.9523809524,0,1.8776849837,0,0,0,0,1.3605670754,33.567728704,9.48,6.96915,21.852704901,4.8641897824,0,0,100,100,0,10,"YES" 
"WMTP99-0745",2002,1,31.090909091, ,2.6636363636,0.2,0.4909090909,0.4545454545,0.4545454545,1,1,0.9090909091,0,0.0545454545,0.0829545455,0.6943181818,0.1556818182,0.2011363636,0,41.711229947,45.989304813,73.272727273,0.0454545455,0.3318181818,0,0.05,0.1795454545,0,0,0,0.2295454545,0.2295454545,0,1,0,1,0,0,-0.587805239,1.5134985366,-2.101303776,1.7782745399,-2.366079779,149,2.4455,19.473333333,0,0,19.53725,0.201196914,3.6458501188,47.619047619,8.5714285714,0,0,56.19047619,61.904761905,28.571428571,0,5.7142857143,1.7207069492,0,0,0,0,1.3138783758,5.9570010322,1.45,0.304,7.4921615315,0.126569307,0,64,36,0,0,0,"YES" 
"WMTP99-0749",2002,1,35.65,0.5666666667,4.3181818182,0.2272727273,0.6363636364,0.5909090909,0.5909090909,0.9545454545,0.9545454545,0.9545454545,0.0568181818,0.0988636364,0.0772727273,0.7659090909,0.2977272727,0.3988636364,0.5909090909,82.085561497,56.818181818,39.818181818,0.0409090909,0.0045454545,0,0.0681818182,0.125,0.0681818182,0.0090909091,0.0045454545,0.275,0.2704545455,0.0818181818,0.9394,0.2651545455,0.6742454545,0,0,1.3853119384,1.6185321892,-0.233220251,1.9371185028,-0.551806564,149,3.3633,18.033333333,0,0,36.699436786,0.1366908396,2.9356421932,9.5238095238,3.8095238095,0,0,13.333333333,15.238095238,76.19047619,0,8.5714285714,1.322981032,0.0013521724,0,0.5838926174,0,1.0950817556,5.7327701196,3.19,0.64,17.61371832,0.1997927874,0,81.333333333,18.666666667,2.6666666667,0,0,"YES" 
"WNDP99-0648",2002,1,38.363636364,0.0090909091,9.9727272727,1.1090909091,3.3545454545,0.5454545455,0.5454545455,1,1,0.5454545455,0.0318181818,0.1568181818,0.0545454545,0.4170454545,0.0909090909,0.1318181818,0,48.395721925,8.422459893,94.545454545,0.0454545455,0.0590909091,0.0272727273,0.0272727273,0.05,0.0545454545,0,0,0.1590909091,0.1590909091,0.0818181818,1.5,0,1.5,0,0,-0.864216434,1.5937557484,-2.457972183,1.9820014682,-2.846217902,198,0.97,59.06,1,0,75.925,5.5323916413,25.147234733,38.095238095,45.714285714,0.9523809524,0,83.80952381,99.047619048,0,0,0,1.1314436382,0.0021558797,0.0014742226,2.15,1.4702020202,1.5291169141,26.563748366,6.205,3.54445,14.175372654,1.620977271,0,14,86,0,0,0,"YES" 
"WNDP99-0650",2002,1,18.909090909,0,28.027272727,1.5090909091,3.3454545455,0.7727272727,0.7727272727,0.9090909091,0.9090909091,0.8636363636,0.0090909091,0.175,0.0477272727,0.2795454545,0.2863636364,0.3522727273,0,51.871657754,5.7486631016,95.454545455,0.0045454545,0.0181818182,0.0772727273,0.0863636364,0.0136363636,0,0,0,0.1772727273,0.1772727273,0.0772727273,0.7651681818,0.3257636364,0.4394045455,0,0,-0.363936352,1.2919654843,-1.655901836,1.8661899469,-2.230126299,396,0.58,49.3,1,0,99.46,4.5528298984,14.946158757,12.380952381,70.476190476,2.8571428571,0,82.857142857,96.19047619,0.9523809524,0,0,1.0384310258,0.0015283634,0.000676019,4.2835858586,1.8946969697,2.3010098715,22.042429242,17.52,8.8688,42.216640687,4.9286707784,0,0,100,0,0,18,"YES" 
"WNDP99-0654",2002,1,32.272727273,0,7.6454545455,0.5181818182,2.5545454545,0,0,0.8181818182,0.8181818182,0.1363636364,0,0.0863636364,0,0.7829545455,0.0068181818,0.0818181818,0,6.1497326203,0,98.181818182,0.25,0.25,0,0,0.05,0,0,0,0.05,0.05,0,1.5,0,1.5,0,0,-2.03936047,1.308368051,-3.347728521,1.5871015673,-3.626462037,158.4,0.78,38.07,0,0,45.464,4.6354510993,17.558526891,98.095238095,0.9523809524,0.9523809524,0,99.047619048,99.047619048,0,0,0,0.5929645117,0,0,0,0,1.6447965912,16.868627865,5.14,1.9492,17.909863709,1.2183169409,0,0,100,0,0,0,"YES" 
"WNDP99-0655",2002,1,62.409090909,0.0795454545,11.890909091,0.7363636364,1.7272727273,0.6818181818,0.6818181818,1,1,0.8636363636,0.0431818182,0.0545454545,0.0772727273,0.5818181818,0.1295454545,0.2704545455,0,55.882352941,10.962566845,95.909090909,0.0272727273,0.0363636364,0.05,0.0545454545,0.0454545455,0.0636363636,0,0,0.2136363636,0.2136363636,0.1136363636,1.8409136364,0.2803045455,1.5606090909,0,0,-0.429546547,0.9680015022,-1.397548049,1.5014933583,-1.931039905,198,0.52,26.08,0,0,46,1.7170157069,9.5389761495,11.428571429,70.476190476,0,0,81.904761905,100,0,0,0,0.7630011682,0.0054672103,0.0021245328,6.8373737374,2.5262626263,1.1066856329,11.139773133,6.69,1.70175,30.693123768,0.7482290583,0,21,79,0,0,11,"YES" 
"WNDP99-0671",2002,1,11.227272727,0,18.427272727,0.3272727273,1.2,0,0,1,1,0,0,0.0340909091,0,0.25,0,0,0,1.871657754,0,90,0.05,0.2318181818,0,0,0.0363636364,0,0.0409090909,0.0045454545,0.0818181818,0.0772727273,0.0454545455,1.0076090909,0.3409090909,0.6667,0,0,-1.523304713,1.5551358044,-3.078440517,1.6013133069,-3.12461802,277.2,0.675,77.65,0,0,62.1065,8.3215489207,24.016014201,82.857142857,2.8571428571,0,0,85.714285714,90.476190476,9.5238095238,0,0,1.3661634012,0,0,0,0,1.1941225654,22.382070295,13.75,12.05575,17.189420256,12.555299694,0,0,100,24,0,0,"YES" 
"WNDP99-0676",2002,1,21.5,0,29.072727273,1.2272727273,3.0727272727,1,1,1,0.9523809524,0.9090909091,0.0477272727,0.0227272727,0.1113636364,0.4625,0.2136363636,0.3522727273,0,40.374331551,3.4759358289,90.909090909,0,0.0090909091,0.0227272727,0.0181818182,0.0090909091,0,0,0,0.05,0.05,0.0227272727,1.8181909091,0.1363636364,1.6818272727,0,0,-1.287615376,1.9692455421,-3.256860918,2.2574339373,-3.545049314,831.6,1.239,109.77,1,0,97.901,14.504516548,19.18586845,76.19047619,0,0.9523809524,0,76.19047619,88.571428571,10.476190476,0,0,1.524411426,0.0008396038,0.0002068919,2.440957191,0.6014911015,2.1323395324,35.82275531,23.7,25.1119,26.237683803,10.221118514,0,0,100,0,0,0,"YES" 
"WNDP99-0683",2002,1,38.818181818,0,10.372727273,0.9272727273,2.5727272727,0.3636363636,0.3636363636,1,0.9545454545,0.2727272727,0.0136363636,0.0829545455,0.0295454545,0.7090909091,0.0454545455,0.0863636364,0,41.711229947,6.8181818182,100,0,0.0636363636,0.0227272727,0.0409090909,0.05,0,0,0,0.1136363636,0.1136363636,0.0227272727,1.5227636364,0.4242636364,1.0985,0,0,-2.095203337,1.2699464152,-3.365149752,1.6787135505,-3.773916887,237.6,0.52,52.27,0,0,46.4,2.888,10.939393939,99.047619048,0.9523809524,0,0,100,100,0,0,0,0.1610735687,0.0004207648,0,0.4364478114,0,1.015399384,14.954378434,7.305,3.69045,15.57594447,0.771490456,0,0,100,0,0,4,"YES" 
"WNDP99-0685",2002,1,33.590909091,0,7.8,0.6090909091,2.8090909091,0,0,0.7727272727,0.7272727273,0.4090909091,0,0.075,0,0.5954545455,0.0386363636,0.2375,0,33.957219251,2.1390374332,79.545454545,0.0454545455,0.05,0,0.0045454545,0.0454545455,0,0,0,0.05,0.05,0,2.4166818182,0.6136363636,1.8030454545,0,0,0.1452214975,1.0356102231,-0.890388726,1.3003316289,-1.155110131,158.4,0.38,41.7,1,0,76.56,5.8518771629,25.86056827,20,2.8571428571,0,0,22.857142857,100,0,0,0,1.1513944437,0.0001877752,0,0.1464646465,0,1.149828844,22.020880816,4.545,2.02295,13.317167999,1.5063964137,0,8,92,0,0,4,"YES" 
"WNDP99-0688",2002,1,22.090909091,0,22.363636364,0.7636363636,2.2181818182,0.1818181818,0.2,0.9,0.9,0.55,0.0090909091,0.0857142857,0.0181818182,0.6977272727,0.0431818182,0.2579545455,0,9.3582887701,0,96.818181818,0,0.0409090909,0,0.0045454545,0.0045454545,0,0.0409090909,0.0045454545,0.0545454545,0.05,0.0454545455,2.3863772727,0.8863772727,1.5,0.3409090909,0,-1.449398926,1.2510913221,-2.700490248,1.6005353013,-3.049934228,396,0.48,54.22,0,0,57.12,2.4698473109,9.3554822383,66.346153846,27.884615385,0.9615384615,0,94.230769231,98.076923077,0.9615384615,0,0,1.0508663675,0,0,0,0,1.1103893496,11.219193511,17.235,9.59525,32.298379052,7.4734117262,0,0,100,68,0,0,"YES" 
"WNDP99-0701",2002,1,60.590909091,0.0363636364,8.8545454545,0.9636363636,2.5181818182,0,0,0.9545454545,0.9090909091,0.5,0,0,0,0.8965909091,0.025,0.2659090909,0,65.50802139,0,95.454545455,0.05,0.25,0,0,0.05,0,0,0,0.05,0.05,0,1.4166727273,0.0681818182,1.3484909091,0,0,-1.771151064,1.6754011022,-3.446552166,2.0018351728,-3.772986237,237.6,0.94,73.55,0,0,41.592,3.6834261674,13.952371846,87.619047619,4.7619047619,0,0,92.380952381,94.285714286,5.7142857143,0,0,0.9625408855,0,0,0,0,1.3760725459,12.756756974,5.95,4.41705,8.201884242,1.3457770002,0,0,100,0,0,2,"YES" 
"WNDP99-0703",2002,1,26.227272727,0.0090909091,28.036363636,1.0545454545,3.6181818182,0.7272727273,0.7272727273,0.7272727273,0.4090909091,0.5909090909,0.075,0.2125,0.1113636364,0.5545454545,0.1409090909,0.3488636364,0.0454545455,14.973262032,0,87.272727273,0.05,0.0454545455,0,0.0227272727,0.0318181818,0.0136363636,0.0454545455,0,0.1136363636,0.1136363636,0.0590909091,2.2532558442,0.5714285714,1.6818272727,0,0,0.1042588012,1.5853302806,-1.481071479,2.1671628786,-2.062904077,633.6,1.55,36.25,0,0,23.663717734,1.0464237935,3.3031054088,2.8571428571,62.857142857,2.8571428571,0,65.714285714,84.761904762,12.380952381,0,0,1.0547549502,0,0,0,0,1.089682895,8.1617177336,16.335,5.78295,48.016195827,2.1550602989,0,3,97,0,0,11.111111111,"YES" 
"WNVP99-0608",2002,1,18.045454545,0,3.1454545455,0.2272727273,1.2636363636,0.2727272727,0.2727272727,1,0.9545454545,1,0,0.3556818182,0.0227272727,0.4977272727,0.2511363636,0.5625,0,27.272727273,10.561497326,90.545454545,0.1954545455,0.0681818182,0,0,0.0363636364,0.0045454545,0.0181818182,0,0.0590909091,0.0590909091,0.0227272727,1.8787954545,0.3787954545,1.5,0,0,-0.549496633,1.4188893455,-1.968385978,1.8503044202,-2.399801053,149,3,12.766666667,0,0,7.39,0.0389641353,1.0198666286,46.666666667,23.80952381,0,0,70.476190476,71.428571429,28.571428571,0,0,1.702316054,0,0,0,0,1.2000462568,2.2267943271,1.11,0.14695,8.7518902666,0.0356923624,0,90.666666667,9.3333333333,0,0,2.6666666667,"YES" 
"WNVP99-0612",2002,1,24.409090909,0,2.4272727273,0.2636363636,1.0454545455,0.0909090909,0.0909090909,1,1,0.9545454545,0,0.2090909091,0.0045454545,0.7454545455,0.225,0.5102272727,0,72.727272727,30.213903743,44.761904762,0.0227272727,0.2659090909,0.0045454545,0.0136363636,0.0409090909,0,0.0318181818,0,0.0909090909,0.0909090909,0.0363636364,1.6818272727,0.1818272727,1.5,0,0,1.4148664383,1.441707435,-0.026840997,1.7718623751,-0.356995937,149,2.021,19.973333333,0,0,19.499,0.1968722061,3.4353539316,0,3.2608695652,0,0,3.2608695652,16.304347826,66.304347826,0,0,0.5956359744,0.000920745,0,0.2234899329,0,1.8001826223,4.7964565593,1.78,0.35565,9.7173077479,0.1948689911,0,92,8,0,0,0,"YES" 
"WNVP99-0613",2002,1,8.5909090909,0,10.981818182,0.2636363636,0.5272727273,0,0,1,1,0,0,0.0897727273,0,0.8045454545,0,0,0,14.438502674,0,100,0,0.7931818182,0,0,0.05,0,0,0,0.05,0.05,0,2.1667,0.6667,1.5,0,0,-2.110922507,0.9917512815,-3.102673789,1.1194494203,-3.230371928,180,0.278,51.524752475,0,0,22.9767,1.7501656236,8.7508281179,64.383561644,0,0,0,64.383561644,64.383561644,0,0,0,0,0,0,0,0,1.024566825,9.4579004641,4.85,2.51345,9.6968803382,0.6553365126,0,0,100,1.9801980198,0,12.871287129,"YES" 
"WNVP99-0615",2002,1,16.681818182,0,1.3181818182,0.1,0.2545454545,0,0,1,1,1,0,0.0681818182,0,0.9227272727,0.2636363636,0.6011363636,0,33.422459893,20.588235294,51.636363636,0,0.0227272727,0.0409090909,0.0363636364,0.05,0.0272727273,0.0045454545,0,0.1590909091,0.1590909091,0.0727272727,1.5,0,1.5,0,0,0.9096818591,1.0845042959,-0.174822437,1.4336403421,-0.523958483,149,2.839,6.2466666667,0,0,12.17025,0.0205477749,0.579199023,0.9523809524,16.19047619,0,0,17.142857143,58.095238095,41.904761905,0,0,0.8280999424,0.0085535756,0,1.8859060403,0,1.2793786358,2.0330710947,0.95,0.06115,16.029319292,0.0164293543,0,63.333333333,36.666666667,2,0,6,"YES" 
"WNVP99-0617",2002,1,47.045454545,0.0181818182,1.8,0.2363636364,0.8,0.8636363636,0.8636363636,1,1,1,0.0431818182,0.1795454545,0.1113636364,0.875,0.4284090909,0.8170454545,0,89.037433155,80.213903743,51.851851852,0,0.0045454545,0.0681818182,0.0454545455,0.1295454545,0.0181818182,0.1045454545,0,0.3659090909,0.3659090909,0.1909090909,1.5,0,1.5,0,0,1.6974628507,2.008480956,-0.311018105,2.3391199789,-0.641657128,149,13.566,10.973333333,0,0,22.977,0.0501566667,1.110852349,0,2.8571428571,0,0,2.8571428571,20.952380952,74.285714286,0,4.7619047619,0.7673539333,0.0500186428,0,27.926845638,6.6436241611,1.1188152944,4.4870382553,1.32,0.13935,14.653127428,0.1084955856,0,75.333333333,24.666666667,6,0,0,"YES" 
"WNVP99-0620",2002,1,8.2272727273,0,3.6818181818,0.2272727273,0.2909090909,0.1428571429,0.1428571429,1,1,0.9090909091,0,0.1840909091,0.0090909091,0.7431818182,0.1272727273,0.2545454545,0,15.240641711,12.299465241,89.642857143,0,0.1227272727,0,0,0.0409090909,0.0181818182,0,0,0.0590909091,0.0590909091,0.0181818182,1.83335,0.33335,1.5,0,0,-0.458683422,0.3542768878,-0.81296031,0.6344419433,-1.093125365,149,0.1765,18.7,0,0,20.01525,0.6626617499,5.7816125828,15.384615385,46.153846154,0,0,61.538461538,61.538461538,10.256410256,0,0,1.2248724494,0,0,0,0,1.2673723501,4.4037049685,1.515,0.2945,8.2256541194,0.1386967537,0,10,90,0,0,0,"YES" 
"WNVP99-0622",2002,1,32.409090909,0.0090909091,2.7909090909,0.3181818182,2.9909090909,0,0,1,0.7727272727,0.9090909091,0,0.5443181818,0,0.4420454545,0.0636363636,0.2340909091,0,23.796791444,4.0106951872,79.615384615,0.05,0,0,0,0.05,0.0136363636,0,0,0.0636363636,0.0636363636,0.0136363636,1.83335,0.33335,1.5,0,0,0.7889383247,0.8531863552,-0.06424803,1.2457359419,-0.456797617,149,0.606,17.18,0,0,42.0995,0.4900593949,6.5779784556,2.9411764706,22.549019608,0,0,25.490196078,50.980392157,48.039215686,0,0,0.9711166566,0,0,0.0389261745,0,1.1159060373,8.6405241576,1.17,0.19185,8.2470020842,0.1568805362,0,38.666666667,61.333333333,5.3333333333,0,0,"YES" 
"WNVP99-0626",2002,1,8.6818181818,0,2.7818181818,0.1545454545,0.3181818182,0,0,1,1,0.9545454545,0,0.0659090909,0,0.8147727273,0.25,0.8090909091,0,9.6256684492,2.5401069519,51.304347826,0,0.1642857143,0,0,0.0357142857,0,0.0428571429,0,0.0785714286,0.0785714286,0.0428571429,1.9394,0.4394,1.5,0,0,1.2645038722,1.7018597191,-0.437355847,2.3507078715,-1.086203999,149,16.5,4.4533333333,0,0,4.755,0.0254262936,0.0682585064,0,17.24137931,0,0,17.24137931,29.310344828,55.172413793,0,0,0.9958215652,0,0,0,0,1.0113393284,3.6038507866,1.24,0.07975,30.039115646,0.1424041229,0,66.666666667,1.3333333333,0,32,0,"YES" 
"WNVP99-0627",2002,1,14.909090909,0,3.4,0.1909090909,0.8,0.0454545455,0.0454545455,1,1,1,0,0.1465909091,0.0022727273,0.7761363636,0.4,0.8181818182,0,66.042780749,65.240641711,61.884615385,0.0181818182,0.1590909091,0,0.0318181818,0.0318181818,0.0045454545,0.0954545455,0,0.1636363636,0.1636363636,0.1,1.83335,0.33335,1.5,0,0,0.4034974187,1.5365351414,-1.133037723,1.8287607255,-1.425263307,149,3.2885,15.27027027,0,0,32.057875,0.2124986553,4.1358798689,18.62745098,13.725490196,0,0,32.352941176,43.137254902,42.156862745,0,0,1.5614735549,0.0014883537,0,0.5838926174,0,1.1513543195,5.9196370943,1.18,0.19605,8.2375224857,0.1121481515,0,48.648648649,51.351351351,5.4054054054,0,16.216216216,"YES" 
"WNVP99-0628",2002,1,18.954545455,0,2.7,0.1727272727,0.4727272727,0.5454545455,0.5454545455,1,1,1,0.0625,0.0977272727,0.15,1.0068181818,0.6306818182,1.0784090909,0,92.513368984,83.823529412,70,0,0.8181818182,0,0.0272727273,0.0409090909,0,0,0,0.0681818182,0.0681818182,0,1.83335,0.33335,1.5,0,0,1.0425847647,1.7228744863,-0.680289722,1.8888147877,-0.846230023,149,3.495,22.066666667,0,0,10.05,0.150105805,2.6192959267,8.2474226804,4.1237113402,0,0,12.371134021,29.896907216,65.979381443,0,0,1.1117460807,0.0219239374,0.0072358936,8.4711409396,1.9536912752,1.0732965433,4.5666821796,2.12,0.4914,9.2518334466,0.0977221625,0,9.3333333333,90.666666667,0,0,0,"YES" 
"WNVP99-0631",2002,1,29.727272727,0,7.6545454545,1.2727272727,1.2727272727,0,0,1,0.9545454545,0.9523809524,0,0.1409090909,0,0.8931818182,0.3420454545,0.7715909091,0,51.838235294,24.86631016,99.459459459,0,0,0,0.1,0,0,0,0,0.1,0.1,0,2.1667,0.6667,1.5,0,0,-1.019732069,0.9066470613,-1.92637913,1.6328443658,-2.652576434,237.6,0.481,24.48,1,0,87.8106,5.6584264309,21.43343345,36,53.333333333,0,0,89.333333333,94.666666667,0,0,5.3333333333,0.9041713838,0,0,1.2251683502,1.2251683502,1.5812367759,24.106447438,1.57,0.63225,8.2756366501,0.7184924184,0,0,72,72,28,0,"YES" 
"WNVP99-0633",2002,1,22.363636364,0,5.1272727273,0.2727272727,0.9636363636,0,0,1,1,0.7727272727,0,0.075,0,0.8727272727,0.1113636364,0.2727272727,0,76.797385621,11.229946524,99.5,0.0388888889,0.5361111111,0,0,0,0,0,0,0,0,0,1.83335,0.33335,1.5,0,0,-2.042743912,0.6654659143,-2.708209826,0.7740292808,-2.816773193,149,0.28,24.133333333,0,0,57.48,3.3804753878,20.418978852,91.111111111,0,0,0,91.111111111,93.333333333,0,0,0,0.4391779986,0,0,0,0,1.2579679469,17.637538775,1.82,0.5667,10.383350217,0.5947030307,0,0,90,90,10,0,"YES" 
"WNVP99-0634",2002,1,23.863636364,0.0363636364,4.4636363636,0.2272727273,0.9454545455,1,1,1,0.8181818182,1,0.1136363636,0.1409090909,0.3818181818,0.7170454545,0.7170454545,0.9954545455,0,90.106951872,85.695187166,38.775510204,0,0.0045454545,0.1409090909,0.1954545455,0.0409090909,0.0181818182,0.1590909091,0,0.5545454545,0.5545454545,0.3181818182,1.83335,0.33335,1.5,0,0,1.7392952085,2.2199271962,-0.480631988,2.3576137736,-0.618318565,178.2,7.365,32.89,0,0,28.46975,0.2133489808,3.1128358586,0,9.5238095238,0,0,9.5238095238,13.333333333,74.285714286,0,11.428571429,0.9436633575,0.0367239949,0,31.479236813,3.2671156004,1.0827067405,7.6103265835,4.06,1.44795,12.02518169,0.3762001812,0,100,0,0,0,3,"YES" 
"WNVP99-0635",2002,1,12.545454545,0,4.1090909091,0.1181818182,0.4909090909,0,0,1,1,0.2727272727,0,0.05,0,0.8511363636,0.0227272727,0.0545454545,0,48.128342246,27.272727273,100,0,0.3681818182,0,0,0.2863636364,0,0,0,0.2863636364,0.2863636364,0,1.8636545455,0.3636545455,1.5,0,0,-2.110922507,0.9372543602,-3.048176868,0.917158246,-3.028080753,149,0.23,54.933333333,0,0,50.35,4.262055,14.302197987,92.631578947,0,0,0,92.631578947,92.631578947,0,0,0,0,0,0,0,0,1.0705859816,13.400724546,2.395,1.37255,4.4155873598,0.9011600404,0,4.6666666667,95.333333333,0,0,0,"YES" 
"WNVP99-0663",2002,1,17.5,0,5.4727272727,0.2272727273,0.8363636364,0.9545454545,0.9545454545,1,1,1,0,0.2045454545,0.2102272727,0.8159090909,0.5409090909,0.8704545455,0,90.64171123,76.069518717,49.444444444,0.0045454545,0.0272727273,0.0636363636,0.1772727273,0.0181818182,0,0.1090909091,0,0.3681818182,0.3681818182,0.1727272727,1.83335,0.33335,1.5,0,0,1.4068962316,1.7155223779,-0.308626146,1.9168826171,-0.509986385,99,3.0295,25.03,0,0,44.367875,0.40084625,6.8832184343,1.9047619048,7.619047619,0,0,9.5238095238,26.666666667,72.380952381,1.9047619048,0.9523809524,0.9383959396,0.0053986711,0,3.8767676768,0,1.1500805193,8.9538152807,3.875,0.909,20.0105368,0.6659803221,0,82,18,5,0,0,"YES" 
"WNVP99-0668",2002,1,19.045454545,0,1.2454545455,0.1727272727,0.3909090909,0.0454545455,0.0454545455,1,0.9545454545,0.9545454545,0,0.0636363636,0.0022727273,0.9022727273,0.2784090909,0.6465909091,0,60.427807487,52.540106952,70.588235294,0.0272727273,0.0045454545,0.0272727273,0.0681818182,0.0409090909,0,0,0,0.1363636364,0.1363636364,0.0272727273,1.5,0,1.5,0,0,0.9376501254,1.5491482122,-0.611498087,1.975315818,-1.037665693,149,7.8725,6.5666666667,0,0,14.911875,0.0377912798,0.634081875,7.619047619,4.7619047619,0,0,12.380952381,47.619047619,47.619047619,0,3.8095238095,1.1004936998,0.0284309019,0,7.9758389262,0,1.1647457595,2.7767410444,0.79,0.06475,11.337583542,0.0467939211,0,60,40,4,0,0.6666666667,"YES" 
"WNVP99-0670",2002,1,5.8181818182,0,0.9181818182,0.1090909091,0.1727272727,0,0,1,1,0.9545454545,0,0.2227272727,0,0.9136363636,0.1113636364,0.45,0,0,0,80.181818182,0.2318181818,0.1227272727,0,0,0.0045454545,0,0,0,0.0045454545,0.0045454545,0,2.2121545455,0.7121545455,1.5,0,0,-0.096037057,1.2323007633,-1.328337821,1.6166352393,-1.712672297,149,3.335,7.4733333333,0,0,3.185,0.0105189103,0.2753271812,44.761904762,1.9047619048,0,0,46.666666667,55.238095238,44.761904762,0,0,1.8751370189,0,0,0,0,1.033001252,1.398449125,0.475,0.0362,6.4496323121,0.012664081,0,27.333333333,72.666666667,0,0,0,"YES" 
"WNVP99-0672",2002,1,13.045454545,0,36.827272727,1.3272727273,2.3272727273,0.6363636364,0.6363636364,0.8636363636,0.5909090909,0.8636363636,0.0659090909,0.3886363636,0.1090909091,0.3522727273,0.2340909091,0.3795454545,0,31.818181818,9.3582887701,89.038461538,0.0045454545,0.1886363636,0.0136363636,0.0318181818,0,0,0.0454545455,0.0045454545,0.0954545455,0.0909090909,0.0636363636,3.1137,2.7197409091,0.3939590909,0.3409090909,0.0303045455,-0.497787318,1.1975618898,-1.695349208,1.5814178697,-2.079205188,712.8,0.33,69.72,3,2,296.42,29.951026153,33.615068634,44.660194175,18.446601942,0,0,63.106796117,66.019417476,28.155339806,0,0,1.7789667148,0.0004701247,0.0001108932,2.914983165,0.8167789001,1.0954600783,53.047735317,17.6,13.36715,33.081300759,10.221954568,0,5,95,0,0,0,"YES" 
