"SITE_ID","YEAR","VISIT_NO","FLOWTYPE","DATE_COL","TEAM_ID","EPIF_SUB","POOL_SUB","POOL_VAR","SEDI_DEP","CHAN_FLS","CHAN_ALT","CHAN_SIN","BANK_STL","BANK_STR","VEG_PROL","VEG_PROR","RIPA_VL","RIPA_VR","EMBEDDED","VELOCITY","FRQ_RIFF","FORMTYPE","SAMPTYPE","TRANSECT","RH_SUM","RH_XHAB" 
"WNVP99-0608",2002,1,"R/R",06/05/2002,"1",16, , ,10,7,19, ,4,4,7,6,9,9,14,9,18," "," "," ",132,10.153846154 
"WNVP99-0612",2002,1,"R/R",07/02/2002,"1",17, , ,18,17,18, ,3,3,7,8,9,9,14,13,15," "," "," ",151,11.615384615 
"WNVP99-0613",2002,1,"G/P",05/30/2002,"1",6,0,0,0,8,20,8,5,5,2,2,1,1, , , ," "," "," ",58,4.4615384615 
"WNVP99-0615",2002,1,"R/R",08/12/2002,"1",19, , ,18,15,20, ,8,9,9,9,10,10,11,15,18," "," "," ",171,13.153846154 
"WNVP99-0617",2002,1,"R/R",07/18/2002,"1",18, , ,15,15,20, ,9,9,9,9,10,10,8,14,18," "," "," ",164,12.615384615 
"WNVP99-0620",2002,1,"R/R",06/10/2002,"1",13, , ,14,18,17, ,9,9,7,7,6,6,16,15,15," "," "," ",152,11.692307692 
"WNVP99-0622",2002,1,"R/R",06/19/2002,"1",13, , ,17,15,20, ,1,1,1,1,10,10,13,11,12," "," "," ",125,9.6153846154 
"WNVP99-0626",2002,1,"R/R",06/09/2002,"1",14, , ,18,16,20, ,10,10,9,9,9,9,19,2,20," "," "," ",165,12.692307692 
"WNVP99-0627",2002,1,"R/R",06/18/2002,"1",17, , ,13,15,19, ,6,8,7,8,7,7,15,15,16," "," "," ",153,11.769230769 
"WNVP99-0628",2002,1,"R/R",07/09/2002,"1",13, , ,16,12,19, ,6,6,7,7,8,8,13,10,7," "," "," ",132,10.153846154 
"WNVP99-0631",2002,1,"G/P",07/24/2002,"1",2,6,1,1,1,16,11,5,5,8,8,10,10, , , ," "," "," ",84,6.4615384615 
"WNVP99-0633",2002,1,"G/P",06/24/2002,"1",9,12,12,12,5,20,7,3,3,8,8,10,10, , , ," "," "," ",119,9.1538461538 
"WNVP99-0634",2002,1,"R/R",06/26/2002,"1",16, , ,16,19,19, ,7,7,8,8,6,7,8,9,20," "," "," ",150,11.538461538 
"WNVP99-0635",2002,1,"R/R",06/03/2002,"1",16, , ,4,18,13, ,7,6,5,4,3,2,8,12,9," "," "," ",107,8.2307692308 
"WNVP99-0663",2002,1,"R/R",06/25/2002,"1",17, , ,14,19,20, ,9,7,9,9,10,10,11,18,16," "," "," ",169,13 
"WNVP99-0668",2002,1,"R/R",07/26/2002,"1",16, , ,14,11,19, ,7,7,3,4,8,8,13,11,17," "," "," ",138,10.615384615 
"WNVP99-0670",2002,1,"G/P",07/25/2002,"1",7,11,1,17,19,20,6,9,9,6,6,9,9, , , ," "," "," ",129,9.9230769231 
"WNVP99-0672",2002,1,"G/P",07/07/2002,"1",3,7,4,6,6,11,8,4,4,3,3,5,2, , , ," "," "," ",66,5.0769230769 
"WNVP99-0673",2002,1,"R/R",06/20/2002,"1",13, , ,19,14,20, ,9,9,8,8,10,10,16,15,20," "," "," ",171,13.153846154 
"WNVP99-0674",2002,1,"G/P",08/07/2002,"1",17,13,7,17,14,20,8,9,9,9,9,10,10, , , ," "," "," ",152,11.692307692 
"WNVP99-0677",2002,1,"R/R",05/29/2002,"1",13, , ,13,9,14, ,8,8,10,10,4,4,14,16,11," "," "," ",134,10.307692308 
"WNVP99-0679",2002,1,"R/R",06/06/2002,"1",18, , ,13,9,17, ,9,8,8,8,8,9,17,10,18," "," "," ",152,11.692307692 
"WNVP99-0680",2002,1,"G/P",07/29/2002,"1",7,15,2,17,0,20,11,5,5,8,8,10,10, , , ," "," "," ",118,9.0769230769 
"WNVP99-0681",2002,1,"R/R",07/17/2002,"1",4, , ,18,17,20, ,9,9,4,3,9,10,12,15,16," "," "," ",146,11.230769231 
"WNVP99-0683",2002,1,"R/R",07/01/2002,"1",15, , ,13,18,19, ,7,7,6,6,9,8,10,14,17," "," "," ",149,11.461538462 
"WNVP99-0686",2002,1,"R/R",06/17/2002,"1",8, , ,5,4,7, ,6,6,5,5,3,3,2,6,11," "," "," ",71,5.4615384615 
"WNVP99-0687",2002,1,"R/R",08/14/2002,"1",3, , ,4,6,20, ,1,1,2,2,3,3,6,17,10," "," "," ",78,6 
"WORP99-0503",2000,1,"R/R",08/21/2000," ",19, , ,18,16,19, ,7,7,10,10,10,10, , , ," "," "," ",126,12.6 
"WORP99-0505",2000,1,"R/R",06/28/2000," ",15, , ,16,18,18, ,6,3,5,8,2,10, , , ," "," "," ",101,10.1 
"WORP99-0508",2000,1,"R/R",08/01/2000,"1",15, , ,15,11,20, ,9,9,9,9,10,10, , , ," "," "," ",117,11.7 
"WORP99-0510",2000,1,"R/R",08/22/2000," ",17, , ,17,13,20, ,9,9,10,9,10,10, , , ," "," "," ",124,12.4 
"WORP99-0511",2000,1,"R/R",08/30/2000," ",8, , ,7,12,20, ,1,1,1,1,9,9, , , ," "," "," ",69,6.9 
"WORP99-0512",2000,1,"R/R",09/12/2000," ",16, , ,17,18,20, ,9,9,9,9,9,9, , , ," "," "," ",125,12.5 
"WORP99-0514",2000,1,"G/P",08/16/2000," ",13,16,10,19,5,20,15,7,10,8,5,10,10, , , ," "," "," ",148,11.384615385 
"WORP99-0515",2000,1,"R/R",08/15/2000," ",20, , ,18,20,20, ,10,10,10,10,10,10, , , ," "," "," ",138,13.8 
"WORP99-0518",2000,1,"R/R",08/03/2000," ",15, , ,14,5,18, ,9,9,8,9,10,8, , , ," "," "," ",105,10.5 
"WORP99-0520",2000,1,"R/R",08/02/2000," ",10, , ,10,18,18, ,6,6,5,5,2,2, , , ," "," "," ",82,8.2 
"WORP99-0522",2000,1,"R/R",08/24/2000," ",15, , ,15,12,20, ,6,6,6,6,4,4, , , ," "," "," ",94,9.4 
"WORP99-0523",2000,1,"R/R",08/15/2000," ",12, , ,8,12,19, ,3,3,6,6,7,9, , , ," "," "," ",85,8.5 
"WORP99-0528",2000,1,"R/R",08/07/2000," ",13, , ,9,11,15, ,6,6,6,6,10,10, , , ," "," "," ",92,9.2 
"WORP99-0529",2000,1,"R/R",08/08/2000," ",10, , ,16,15,20, ,7,7,7,7,7,7, , , ," "," "," ",103,10.3 
"WORP99-0530",2000,1,"R/R",07/18/2000,"1",17, , ,13,19,20, ,10,10,9,9,9,9, , , ," "," "," ",125,12.5 
"WORP99-0538",2000,1,"G/P",09/12/2000," ",12,16,4,9,6,16,15,8,5,4,4,2,2, , , ," "," "," ",103,7.9230769231 
"WORP99-0541",2000,1,"R/R",08/09/2000," ",17, , ,16,13,19, ,9,7,5,5,8,7, , , ," "," "," ",106,10.6 
"WORP99-0542",2000,1,"G/P",08/07/2000,"1",2,14,2,17,5,20,10,7,8,3,4,8,6, , , ," "," "," ",106,8.1538461538 
"WORP99-0547",2000,1,"R/R",08/06/2000," ",5, , ,5,20,15, ,8,8,3,3,3,8, , , ," "," "," ",78,7.8 
"WORP99-0548",2000,1,"G/P",08/14/2000," ",9,13,7,11,13,18,13,8,8,7,7,10,7, , , ," "," "," ",131,10.076923077 
"WORP99-0551",2000,1,"R/R",08/14/2000," ",15, , ,14,10,19, ,7,8,10,10,10,10, , , ," "," "," ",113,11.3 
"WORP99-0554",2000,1,"R/R",07/31/2000,"1",18, , ,14,17,10, ,7,7,7,7,6,6, , , ," "," "," ",99,9.9 
"WORP99-0559",2000,1,"R/R",07/20/2000,"1",16, , ,13,15,20, ,8,8,8,8,10,10, , , ," "," "," ",116,11.6 
"WORP99-0560",2000,1,"G/P",08/16/2000,"1",13,19,16,15,13,18,13,7,7,6,6,2,2, , , ," "," "," ",137,10.538461538 
"WORP99-0605",2000,1,"R/R",09/14/2000," ",16, , ,18,16,16, ,9,9,10,6,10,3, , , ," "," "," ",113,11.3 
"WORP99-0606",2000,1,"R/R",08/07/2000," ",11, , ,5,9,20, ,1,1,2,2,10,10, , , ," "," "," ",71,7.1 
"WORP99-0607",2000,1,"R/R",08/17/2000," ",19, , ,19,18,20, ,7,9,8,9,7,10, , , ," "," "," ",126,12.6 
"WORP99-0608",2000,1,"R/R",07/19/2000,"1",15, , ,8,19,13, ,6,8,3,5,2,2, , , ," "," "," ",81,8.1 
"WORP99-0613",2000,1,"R/R",08/15/2000," ",10, , ,14,10,15, ,8,3,5,5,8,8, , , ," "," "," ",86,8.6 
"WORP99-0622",2000,1,"R/R",08/15/2000," ",14, , ,17,15,16, ,4,3,6,6,5,5, , , ," "," "," ",91,9.1 
"WORP99-0625",2000,1,"R/R",08/08/2000," ",10, , ,10,12,11, ,9,10,10,8,10,5, , , ," "," "," ",95,9.5 
"WORP99-0626",2000,1,"G/P",08/01/2000," ",13,18,8,9,14,19,18,8,8,6,6, ,9, , , ," "," "," ",136,11.333333333 
"WORP99-0630",2000,1,"R/R",08/08/2000," ",15, , ,13,13,15, ,9,9,7,7,4,4, , , ," "," "," ",96,9.6 
"WORP99-0698",2001,1,"R/R",07/18/2001," ",15, , ,12,17,19, ,8,8,6,8,6,10,12,8,16," "," "," ",145,11.153846154 
"WORP99-0710",2001,1,"R/R",07/19/2001," ",9, , ,18,13,18, ,7,7,8,8,4,4,13,10,20," "," "," ",139,10.692307692 
"WORP99-0800",2001,1,"G/P",07/24/2001," ",16,17,5,20,18,20,10,7,8,10,10,10,5, , , ," "," "," ",156,12 
"WSDP99-0501",2000,1,"G/P",07/11/2000,"3",10,8,11,8,11,19,17,3,2,9,9,9,7, , , ," "," "," ",123,9.4615384615 
"WSDP99-0502",2000,1,"R/R",07/18/2000,"4",17, , ,17,19,20, ,8,9,8,8,8,10, , , ," "," "," ",124,12.4 
"WSDP99-0503",2000,1,"G/P",07/20/2000,"5",16,16,16,13,19,19,15,8,8,9,9,9,9, , , ," "," "," ",166,12.769230769 
"WSDP99-0505",2000,1,"G/P",06/28/2000,"1",6,14,5,10,16,16,12,8,8,6,6,7,7, , , ," "," "," ",121,9.3076923077 
"WSDP99-0506",2000,1,"G/P",06/30/2000,"3",3,7,3,2,15,15,13,6,6,8,8,9,9, , , ," "," "," ",104,8 
"WSDP99-0507",2000,1,"G/P",07/30/2000,"3",2,14,4,12,14,20,20,9,8,8,8,9,9, , , ," "," "," ",137,10.538461538 
"WSDP99-0508",2000,1,"G/P",07/16/2000,"4",13,11,4,7,5,19,15,6,6,6,6,9,9, , , ," "," "," ",116,8.9230769231 
"WSDP99-0509",2000,1,"G/P",07/09/2000,"3",15,15,3,13,15,18,16,9,9,9,9,9,9, , , ," "," "," ",149,11.461538462 
"WSDP99-0512",2000,1,"G/P",07/31/2000,"3",6,7,3,15,5,1,7,4,4,8,8,9,4, , , ," "," "," ",81,6.2307692308 
"WSDP99-0514",2000,1,"G/P",07/15/2000,"3",16,14,15,14,19,19,15,8,8,5,5,8,8, , , ," "," "," ",154,11.846153846 
"WSDP99-0515",2000,1,"G/P",07/06/2000,"4",13,15,3,9,0,18,12,7,7,6,6,5,6, , , ," "," "," ",107,8.2307692308 
"WSDP99-0516",2000,1,"G/P",07/23/2000,"5",12,12,13,10,13,15,10,7,6,4,4,3,4, , , ," "," "," ",113,8.6923076923 
"WSDP99-0521",2000,1,"G/P",07/25/2000,"5",2,12,8,1,12,19,6,9,9,8,8,7,7, , , ," "," "," ",108,8.3076923077 
"WSDP99-0522",2000,1,"G/P",07/11/2000,"4",13,11,8,5,15,20,13,7,7,8,8,8,7, , , ," "," "," ",130,10 
"WSDP99-0523",2000,1,"R/R",07/13/2000,"3",13, , ,16,15,20, ,8,8,9,9,10,10, , , ," "," "," ",118,11.8 
"WSDP99-0525",2000,1,"G/P",07/08/2000,"4",12,12,10,4,18,20,12,8,8,6,6,5,5, , , ," "," "," ",126,9.6923076923 
"WSDP99-0527",2000,1,"G/P",07/22/2000,"5",12,14,14,13,5,20,11,6,8,5,6,5,6, , , ," "," "," ",125,9.6153846154 
"WSDP99-0533",2000,1,"G/P",06/28/2000,"3",15,15,5,12,18,14,15,9,9,7,7,9,9, , , ," "," "," ",144,11.076923077 
"WSDP99-0540",2000,1,"G/P",07/06/2000,"3",18,19,6,17,19,14,10,8,8,9,9,5,5, , , ," "," "," ",147,11.307692308 
"WSDP99-0541",2000,1,"G/P",07/12/2000,"4",19,17,16,15,15,20,12,7,7,8,8,7,7, , , ," "," "," ",158,12.153846154 
"WSDP99-0579",2001,1,"G/P",09/04/2001,"1",8,6,11,7,16,20,9,7,7,8,8,10,10, , , ," "," "," ",127,9.7692307692 
"WSDP99-0580",2001,1,"R/R",06/07/2001,"1",17, , ,16,18,18, ,7,8,6,6,4,6,16,18,18," "," "," ",158,12.153846154 
"WSDP99-0581",2001,1,"G/P",07/18/2001,"1",14,11,16,9,16,12,16,6,5,6,5,4,6, , , ," "," "," ",126,9.6923076923 
"WSDP99-0582",2001,1,"G/P",06/25/2001,"1",7,11,11,10,2,20,17,3,6,6,4,8,8, , , ," "," "," ",113,8.6923076923 
"WSDP99-0585",2001,1,"R/R",06/18/2001,"1",19, , ,19,16,20, ,10,9,10,10,10,10,18,17,18," "," "," ",186,14.307692308 
"WSDP99-0586",2001,1,"R/R",06/20/2001,"1",15, , ,5,12,20, ,6,2,6,3,6,5,8,14,16," "," "," ",118,9.0769230769 
"WSDP99-0587",2001,1,"G/P",06/11/2001,"1",6,3,12,7,17,20,8,7,7,3,3,4,4, , , ," "," "," ",101,7.7692307692 
"WSDP99-0588",2001,1,"G/P",07/13/2001,"1",11,11,11,6,14,16,8,6,7,6,6,6,4, , , ," "," "," ",112,8.6153846154 
"WSDP99-0589",2001,1,"G/P",07/12/2001,"1",2,6,2,2,5,16,8,1,1,2,2,1,1, , , ," "," "," ",49,3.7692307692 
"WSDP99-0590",2001,1,"G/P",07/11/2001,"1",9,7,9,7,15,16,10,4,5,4,4,3,2, , , ," "," "," ",95,7.3076923077 
"WSDP99-0593",2001,1,"G/P",06/05/2001,"1",12,8,14,7,16,20,14,8,8,8,7,7,9, , , ," "," "," ",138,10.615384615 
"WSDP99-0594",2001,1,"G/P",06/26/2001,"1",16,12,16,9,8,20,11,3,6,5,5,7,7, , , ," "," "," ",125,9.6153846154 
"WSDP99-0596",2001,1,"R/R",08/03/2001,"1",14, , ,11,9,20, ,3,3,7,7,9,9,15,18,13," "," "," ",138,10.615384615 
"WSDP99-0602",2001,1,"R/R",06/08/2001,"1",17, , ,8,12,20, ,9,5,9,4,9,6,12,14,18," "," "," ",143,11 
"WSDP99-0603",2001,1,"G/P",07/17/2001,"1",11,14,16,13,17,14,10,6,6,6,6,4,5, , , ," "," "," ",128,9.8461538462 
"WSDP99-0604",2001,1,"R/R",07/10/2001,"1",12, , ,8,7,14, ,4,2,5,3,8,6,10,16,15," "," "," ",110,8.4615384615 
"WSDP99-0605",2001,1,"G/P",07/25/2001,"1",15,15,18,13,15,20,15,4,4,3,3,4,4, , , ," "," "," ",133,10.230769231 
"WUTP99-0501",2000,1,"R/R",08/12/2000,"1",15, , ,14,14,20, ,10,10,10,10,7,7, , , ," "," "," ",117,11.7 
"WUTP99-0505",2000,1,"R/R",08/04/2000,"1",16, , ,19,20,18, ,8,8,8,8,4,4, , , ," "," "," ",113,11.3 
"WUTP99-0507",2000,1,"R/R",08/14/2000,"1",10, , ,12,7,19, ,1,1,2,2,4,4, , , ," "," "," ",62,6.2 
"WUTP99-0512",2000,1,"G/P",07/29/2000,"1",20,20,19,14,12,17,9,6,7,9,9,6,6, , , ," "," "," ",154,11.846153846 
"WUTP99-0514",2000,1,"R/R",08/13/2000,"1",19, , ,17,11,20, ,9,9,9,9,5,5, , , ," "," "," ",113,11.3 
"WUTP99-0516",2000,1,"R/R",08/03/2000,"1",7, , ,7,6,17, ,6,6,7,7,1,1, , , ," "," "," ",65,6.5 
"WUTP99-0517",2000,1,"R/R",08/15/2000,"1",12, , ,12,13,20, ,9,9,9,9,8,8, , , ," "," "," ",109,10.9 
"WUTP99-0518",2000,1,"G/P",08/17/2000,"1",8,13,5,7,10,20,9,1,1,3,3,3,3, , , ," "," "," ",86,6.6153846154 
"WUTP99-0521",2000,1,"R/R",08/11/2000,"1",18, , ,12,10,20, ,10,10,10,10,8,8, , , ," "," "," ",116,11.6 
"WUTP99-0542",2000,1,"R/R",08/01/2000,"1",19, , ,19,14,20, ,10,10,10,10,7,7, , , ," "," "," ",126,12.6 
"WUTP99-0543",2000,1,"G/P",08/02/2000,"1",0,6,1,1,2,16,6,3,3,3,3,3,3, , , ," "," "," ",50,3.8461538462 
"WUTP99-0548",2000,1,"R/R",07/30/2000,"1",2, , ,8,7,16, ,7,8,6,6,0,0, , , ," "," "," ",60,6 
"WUTP99-0559",2003,1,"R/R",10/03/2003,"1",12, , ,9,17,18, ,7,6,8,7,8,6,13,14,14," "," "," ",139,10.692307692 
"WUTP99-0561",2003,1,"R/R",10/07/2003,"1",9, , ,5,15,16, ,7,7,5,5,7,9,10,13,13," "," "," ",121,9.3076923077 
"WUTP99-0562",2003,1,"R/R",10/19/2003,"1",13, , ,18,10,20, ,8,8,8,8,9,10,16,15,16," "," "," ",159,12.230769231 
"WUTP99-0565",2001,1,"G/P",07/25/2001,"1",2,6,2,1,16,11,8,2,2,3,3,5,5, , , ," "," "," ",66,5.0769230769 
"WUTP99-0586",2001,1,"R/R",07/29/2001,"1",14, , ,14,16,20, ,9,9,8,8,8,8,12,9,18," "," "," ",153,11.769230769 
"WUTP99-0590",2001,1,"R/R",07/13/2001,"1",18, , ,18,19,16, ,9,9,5,8,5,8,15,11,19," "," "," ",160,12.307692308 
"WUTP99-0591",2001,1,"R/R",06/01/2001,"1",13, , ,9,15,18, ,3,3,9,9,6,6,8,7,16," "," "," ",122,9.3846153846 
"WUTP99-0594",2004,1,"G/P",10/09/2004,"1",3,7,7,6,13,20,5,5,3,3,2,5,3, , , ,"P"," "," ",82,6.3076923077 
"WUTP99-0597",2001,1,"R/R",06/03/2001,"1",17, , ,13,19,13, ,10,9,10,10,8,6,14,18,14," "," "," ",161,12.384615385 
"WUTP99-0598",2001,1,"R/R",07/11/2001,"1",16, , ,17,17,20, ,8,8,9,9,8,8,19,10,16," "," "," ",165,12.692307692 
"WUTP99-0602",2001,1,"R/R",07/17/2001,"1",16, , ,16,18,20, ,8,8,7,7,8,8,17,9,20," "," "," ",162,12.461538462 
"WUTP99-0604",2001,1,"R/R",07/12/2001,"1",18, , ,17,18,15, ,8,8,10,10,10,10,16,12,16," "," "," ",168,12.923076923 
"WUTP99-0605",2001,1,"R/R",09/18/2001,"1",16, , ,12,11,20, ,6,4,7,5,8,7,14,15,18," "," "," ",143,11 
"WUTP99-0620",2001,1,"G/P",07/16/2001,"1",6,10,1,6,5,20,19,9,9,8,8,0,0, , , ," "," "," ",101,7.7692307692 
"WUTP99-0629",2001,1,"R/R",08/01/2001,"1",12, , ,11,16,14, ,8,8,6,6,6,6,13,14,17," "," "," ",137,10.538461538 
"WUTP99-0664",2002,1,"R/R",09/26/2002,"1",10, , ,3,8,13, ,6,6,9,9,10,10,3,8,13," "," "," ",108,8.3076923077 
"WUTP99-0665",2002,1,"R/R",09/30/2002,"1",18, , ,17,13,20, ,9,9,9,9,2,9,15,14,18," "," "," ",162,12.461538462 
"WUTP99-0668",2004,1,"R/R",08/25/2004,"8",19, , ,15,19,20, ,9,8,9,9,10,10,19,15,18,"R"," "," ",180,13.846153846 
"WUTP99-0670",2002,1,"R/R",09/29/2002,"1",10, , ,0,8,20, ,5,5,2,2,8,8,9,15,18," "," "," ",110,8.4615384615 
"WUTP99-0677",2002,1,"G/P",10/02/2002,"1",6,6,0,0,8,0,0,4,4,0,0,1,1, , , ," "," "," ",30,2.3076923077 
"WUTP99-0692",2004,1,"R/R",08/26/2004,"8",19, , ,16,19,20, ,9,8,10,9,10,10,16,18,17,"R"," "," ",181,13.923076923 
"WUTP99-0693",2002,1,"R/R",09/10/2002,"1",18, , ,16,15,18, ,9,7,9,7,9,9,15,18,18," "," "," ",168,12.923076923 
"WUTP99-0694",2002,1,"R/R",09/28/2002,"1",16, , ,2,7,15, ,8,8,5,5,7,3,11,15,18," "," "," ",120,9.2307692308 
"WUTP99-0695",2002,1,"R/R",10/01/2002,"1",0, , ,2,5,16, ,6,6,6,6,2,2,6,15,8," "," "," ",80,6.1538461538 
"WUTP99-0696",2002,1,"G/P",09/12/2002,"1",11,13,13,0,15,15,4,10,10,10,10,0,0, , , ," "," "," ",111,8.5384615385 
"WUTP99-0698",2002,1,"R/R",10/08/2002,"1",17, , ,9,8,11, ,9,9,10,10,10,10,15,20,10," "," "," ",148,11.384615385 
"WUTP99-0721",2003,1,"G/P",10/20/2003,"1",14,12,10,6,7,20,14,4,6,4,6,2,4, , , ," "," "," ",109,8.3846153846 
"WUTP99-0723",2003,1,"R/R",09/26/2003,"1",16, , ,10,14,17, ,8,9,8,9,5,5,6,18,17," "," "," ",142,10.923076923 
"WUTP99-0725",2003,1,"R/R",05/02/2003,"1",14, , ,16,16,19, ,8,8,8,8,2,2,14,13,17," "," "," ",145,11.153846154 
"WUTP99-0728",2003,1,"R/R",10/02/2003,"1",13, , ,8,16,19, ,8,8,9,9,8,9,10,16,16," "," "," ",149,11.461538462 
"WUTP99-0731",2003,1,"G/P",10/05/2003,"1",19,19,18,16,18,19,15,10,10,10,10,10,10, , , ," "," "," ",184,14.153846154 
"WUTP99-0732",2003,1,"R/R",09/16/2003,"1",18, , ,15,11,18, ,7,7,9,9,7,7,18,14,19," "," "," ",159,12.230769231 
"WUTP99-0733",2003,1,"R/R",10/17/2003,"1",14, , ,19,10,20, ,10,10,10,10,7,7,17,14,17," "," "," ",165,12.692307692 
"WUTP99-0734",2004,1,"G/P",08/23/2004,"8",9,7,12,10,19,20,13,7,8,6,6,10,10, , , ,"P"," "," ",137,10.538461538 
"WUTP99-0735",2003,1,"G/P",09/10/2003,"1",14,15,9,15,17,15,10,5,10,4,10,2,9, , , ," "," "," ",135,10.384615385 
"WUTP99-0737",2003,1,"R/R",10/04/2003,"1",5, , ,9,10,19, ,5,5,5,5,2,2,8,4,4," "," "," ",83,6.3846153846 
"WUTP99-0738",2003,1,"R/R",09/14/2003,"1",7, , ,7,12,18, ,4,4,5,5,5,5,8,8,16," "," "," ",104,8 
"WWAP99-0501",2000,1,"G/P",07/11/2000,"1",16,17,13,13,8,17,14,4,4,6,6,9,9, , , ," "," "," ",136,10.461538462 
"WWAP99-0502",2000,1,"R/R",07/13/2000,"1",15, , ,18,14,19, ,5,7,9,2,1,9, , , ," "," "," ",99,9.9 
"WWAP99-0504",2000,1,"R/R",08/29/2000,"1",18, , ,17,11,17, ,8,8,9,9,10,10, , , ," "," "," ",117,11.7 
"WWAP99-0507",2000,1,"R/R",07/12/2000,"1",18, , ,13,16,18, ,9,9,9,9,9,10, , , ," "," "," ",120,12 
"WWAP99-0509",2000,1,"R/R",09/07/2000,"1",16, , ,16,18,18, ,9,7,8,8,7,7, , , ," "," "," ",114,11.4 
"WWAP99-0512",2000,1,"R/R",07/20/2000,"1",16, , ,13,13,13, ,7,7,6,6,5,6, , , ," "," "," ",92,9.2 
"WWAP99-0513",2000,1,"R/R",08/16/2000,"1",1, , ,15,12,20, ,9,9,8,8,9,9, , , ," "," "," ",100,10 
"WWAP99-0515",2000,1,"G/P",09/13/2000,"1",13,13,8,16,16,16,13,7,9,6,8,4,7, , , ," "," "," ",136,10.461538462 
"WWAP99-0516",2000,1,"R/R",08/30/2000,"1",6, , ,7,18,16, ,6,6,5,5,5,5, , , ," "," "," ",79,7.9 
"WWAP99-0517",2000,1,"G/P",09/06/2000,"1",10,10,13,13,18,18,13,10,10,10,10,8,8, , , ," "," "," ",151,11.615384615 
"WWAP99-0520",2000,1,"R/R",09/12/2000,"1",16, , ,16,16,16, ,8,8,9,9,10,10, , , ," "," "," ",118,11.8 
"WWAP99-0521",2000,1,"G/P",09/20/2000,"1",15,14,19,12,17,19,18,6,6,9,9,9,9, , , ," "," "," ",162,12.461538462 
"WWAP99-0522",2000,1,"R/R",09/26/2000,"1",16, , ,13,18,15, ,8,8,7,7,6,9, , , ," "," "," ",107,10.7 
"WWYP99-0501",2000,1,"R/R",08/16/2000,"1",7, , ,20,13,20, ,10,10,2,2,2,2, , , ," "," "," ",88,8.8 
"WWYP99-0504",2000,1,"R/R",09/07/2000,"1",15, , ,13,19,20, ,9,9,9,8,10,10, , , ," "," "," ",122,12.2 
"WWYP99-0506",2000,1,"R/R",08/02/2000,"1",16, , ,19,19,20, ,10,10,10,10,9,8, , , ," "," "," ",131,13.1 
"WWYP99-0508",2000,1,"G/P",09/12/2000,"1",12,15,16,5,18,13,15,1,1,6,6,6,6, , , ," "," "," ",120,9.2307692308 
"WWYP99-0509",2000,1,"G/P",08/05/2000,"2",14,17,17,19,18,20,14,9,9,10,10,6,6, , , ," "," "," ",169,13 
"WWYP99-0511",2000,1,"R/R",09/11/2000,"1",19, , ,16,20,20, ,6,10,8,10,10,10, , , ," "," "," ",129,12.9 
"WWYP99-0513",2000,2,"R/R",09/06/2000,"2",17, , ,18,12,17, ,9,8,5,6,7,8, , , ," "," "," ",107,10.7 
"WWYP99-0515",2000,1,"R/R",09/28/2000,"2",11, , ,15,15,20, ,9,6,9,9,10,9, , , ," "," "," ",113,11.3 
"WWYP99-0516",2000,1,"G/P",09/08/2000,"1",14,16,10,11,15,17,15,5,5,6,6,10,10, , , ," "," "," ",140,10.769230769 
"WWYP99-0524",2000,1,"G/P",08/01/2000,"2",2,8,11,7,8,20,7,7,5,3,3,5,5, , , ," "," "," ",91,7 
"WWYP99-0525",2000,1,"R/R",08/06/2000,"1",15, , ,7,9,18, ,8,8,7,7,8,9, , , ," "," "," ",96,9.6 
"WWYP99-0526",2000,1,"R/R",09/08/2000,"2",18, , ,16,10,20, ,3,3,3,3,6,7, , , ," "," "," ",89,8.9 
"WWYP99-0530",2000,1,"R/R",08/05/2000,"1",18, , ,15,15,18, ,8,8,9,9,6,6, , , ," "," "," ",112,11.2 
"WWYP99-0531",2000,1,"G/P",08/03/2000,"2",2,8,10,9,2,20,12,7,2,0,2,10,9, , , ," "," "," ",93,7.1538461538 
"WWYP99-0533",2000,1,"R/R",09/10/2000,"2",19, , ,15,14,20, ,4,4,7,8,7,6, , , ," "," "," ",104,10.4 
"WWYP99-0535",2000,1,"G/P",09/24/2000,"1",16,12,13,9,17,20,18,9,9,9,9,7,7, , , ," "," "," ",155,11.923076923 
"WWYP99-0538",2000,1,"R/R",09/26/2000,"1",15, , ,19,18,19, ,9,9,9,9,9,9, , , ," "," "," ",125,12.5 
"WWYP99-0540",2000,1,"G/P",09/22/2000,"1",14,18,17,13,16,19,10,8,6,9,8,1,1, , , ," "," "," ",140,10.769230769 
"IAW02344-0096",2004,1,"G/P",06/14/2004,"1",7,14,5,5,13,15,6,6,6,8,8,4,6, , , ,"P"," "," ",103,7.9230769231 
"IAW02344-0097",2004,1,"G/P",07/29/2004,"1",4,6,2,2,8,12,9,2,2,4,4,3,3, , , ,"P"," "," ",61,4.6923076923 
"IAW02344-0098",2004,1,"G/P",07/21/2004,"1",10,10,8,9,13,13,14,5,5,8,8,9,9, , , ,"P"," "," ",121,9.3076923077 
"IAW02344-0099",2004,1,"G/P",08/16/2004,"1",13,16,10,13,11,15,6,7,7,7,7,7,6, , , ,"P"," "," ",125,9.6153846154 
"IAW02344-0100",2004,1,"R/R",07/20/2004,"1",16, , ,14,14,20, ,8,8,8,8,8,8,15,15,18,"R"," "," ",160,12.307692308 
