"SITE_ID","YEAR","VISIT_NO","N_BA","XBKA","SDBK_A","BKA_Q3","MEDBK_A","BKA_Q1","INTQBKA","N_UN","XUN","SDUN","BKUN_Q3","MEDBKUN","BKUN_Q1","INTQBKUN","SIDECNT","N_BW","XBKF_W","SDBKF_W","N_BH","XBKF_H","SDBKF_H","N_INCIS","XINC_H","SDINC_H","XPCAN","XPMID","XPGVEG","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XCS","XMW","XMH","XGW","XGH","XGB","XC","XM","XG","XCM","XCMW","XCMG","XCMGW","SDCL","SDCS","SDMW","SDMH","SDGW","SDGH","SDGB","SDC","SDM","SDG","SDCM","SDCMW","SDCMG","SDCMGW","PCL10","PCL25","PCL75","PCL90","PCS10","PCS25","PCS75","PCS90","PMW10","PMW25","PMW75","PMW90","PMH10","PMH25","PMH75","PMH90","PGW10","PGW25","PGW75","PGW90","PGH10","PGH25","PGH75","PGH90","PGB10","PGB25","PGB75","PGB90","PC10","PC25","PC75","PC90","PM10","PM25","PM75","PM90","PG10","PG25","PG75","PG90","PCM10","PCM25","PCM75","PCM90","PCMW10","PCMW25","PCMW75","PCMW90","PCMG10","PCMG25","PCMG75","PCMG90","PCMGW10","PCMGW25","PCMGW75","PCMGW90","IQRCL","IDRCL","IQRCS","IDRCS","IQRMW","IDRMW","IQRMH","IDRMH","IQRGW","IDRGW","IQRGH","IDRGH","IQRGB","IDRGB","IQRC","IDRC","IQRM","IDRM","IQRG","IDRG","IQRCM","IDRCM","IQRCMW","IDRCMW","IQRCMG","IDRCMG","IQRCMGW","IDRCMGW","PCAN_C","PCAN_D","PCAN_E","PCAN_M","PCAN_N","PMID_C","PMID_D","PMID_E","PMID_M","PMID_N","NMID","NBNK","XCDENBK","VCDENBK","XCDENMID","VCDENMID","N55","XEMBED","VEMBED","N33","XCEMBED","VCEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","PFC_ALG","PFC_AQM","PFC_LWD","PFC_BRS","PFC_OHV","PFC_UCB","PFC_RCK","PFC_HUM","PFC_ALL","PFC_NAT","PFC_BIG","SDFC_OHV","SDFC_UCB","XFC_ALL","XFC_NAT","XFC_BIG","IQROHV","IDROHV","IQRUCB","IDRUCB","SDB_HALL","SDC_HALL","SDCB_HALL","SDWCB_HALL","XB_HALL","XC_HALL","XF_HALL","XCB_HALL","X_HALL","XB_HNOAG","XC_HNOAG","XF_HNOAG","XCB_HNAG","X_HNOAG","XB_HAG","XC_HAG","XF_HAG","XCB_HAG","X_HAG","W1_HALL","W1_HNOAG","W1_HAG","W1H_BLDG" 
"OWW04440-0899",2004,1,22,19.681818182,17.491185164,20,12.5,10,10,22,0,0,0,0,0,0,0,11,9.2272727273,2.2596862212,11,0.5181818182,0.1328019715,11,3.8318181818,0.257169912,0.9545454545,1,1,0.9545454545,0.9545454545,1,0.5,0.9090909091,0.1,0.0545454545,0.0931818182,0.025,0.0454545455,0.3261363636,0.1829545455,0.1545454545,0.1181818182,0.3715909091,0.2727272727,0.2477272727,0.6443181818,0.2931818182,0.1069044968,0.0460566186,0.0876891894,0.0255883158,0.0147122472,0.1866811122,0.1321494382,0.1271567189,0.093280752,0.1891861414,0.1420322505,0.1443188209,0.1645578163,0.1425076895,0,0,0.25,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.575,0.575,0.05,0.05,0.25,0.25,0.05,0.05,0.3,0.3,0.05,0.05,0.1,0.3,0.1,0.3,0.625,0.625,0.15,0.15,0.35,0.4,0.1,0.15,0.35,0.35,0.45,0.5,0.775,0.825,0.15,0.2,0.4,0.4,0.25,0.25,0,0,0,0.2,0.05,0.05,0,0,0.325,0.525,0.2,0.2,0.25,0.25,0.05,0.25,0.325,0.525,0.2,0.25,0.2,0.25,0.275,0.375,0.2,0.25,0,0.9545454545,0,0,0.0454545455,0,0.9545454545,0,0,0.0454545455,44,22,84.759358289,25.778956377,84.49197861,22.661521457,55,100,0,33,100,0,0,0.0181818182,0.0227272727,0.0454545455,0.0045454545,0,0,0.0045454545,0,0.3636363636,0.4545454545,0.9090909091,0.0909090909,0,0,0.0909090909,1,1,0.4545454545,0.0150755672,0,0.0772727273,0.0727272727,0.0272727273,0,0,0,0,0.6741998625,0.6741998625,0.894427191,1.1461397662,0.1818181818,0.8181818182,0.4545454545,1,1.4545454545,0.1818181818,0.0454545455,0.3636363636,0.2272727273,0.5909090909,0,0.7727272727,0.0909090909,0.7727272727,0.8636363636,1.3939545455,0.5606181818,0.8333363636,0 
"OWW04440-0901",2004,1,22,19.363636364,11.056329601,21,15,14,7,22,0,0,0,0,0,0,0,10,30.13,6.4076430057,11,1.0181818182,0.1940009372,11,2.4636363636,0.3264130122,1,0.5909090909,0.9545454545,0.5909090909,0.5454545455,0.5454545455,0.0909090909,0.5,0.3852272727,0.1738636364,0.0806818182,0.0045454545,0.0636363636,0.0477272727,0.8340909091,0.5590909091,0.0852272727,0.1113636364,0.6443181818,0.6397727273,0.7556818182,0.7034090909,0.2046569561,0.1341812191,0.1375663948,0.0147122472,0.0620710388,0.0499458581,0.105375026,0.2049310939,0.1372907696,0.075485442,0.2261125692,0.2262082757,0.2255854576,0.2202941019,0.05,0.25,0.575,0.575,0.05,0.05,0.25,0.25,0,0,0.05,0.25,0,0,0,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.05,0.575,0.875,0.875,0.875,0.3,0.5,0.625,0.825,0,0,0.1,0.25,0.05,0.1,0.1,0.25,0.35,0.5,0.75,0.875,0.35,0.5,0.75,0.875,0.4,0.6,0.925,1.025,0.4,0.55,0.875,0.925,0.325,0.525,0.2,0.2,0.05,0.25,0,0,0,0,0,0.05,0,0.3,0.125,0.525,0.1,0.25,0,0.2,0.25,0.525,0.25,0.525,0.325,0.625,0.325,0.525,0,1,0,0,0,0,0.5909090909,0,0,0.4090909091,44,19,87.616099071,11.073612841,42.780748663,29.950299121,53,98.679245283,7.0131019827,32,97.8125,8.9746506806,0,0,0.4090909091,0.2318181818,0.0727272727,0,0,0,0,0,1,0.9090909091,0.7272727273,0,0,0,1,1,1,0.0904534034,0,0.7136363636,0.7136363636,0.4090909091,0.05,0.25,0,0,0.3015113446,0,0.3015113446,0.4522670169,0.0454545455,0,1.2272727273,0.0454545455,1.2727272727,0.0454545455,0,0.2272727273,0.0454545455,0.2727272727,0,0,1,0,1,0.8864045455,0.2197045455,0.6667,0.0303045455 
"OWW04440-0910",2004,1,22,72.136363636,45.175104242,105,82.5,25,80,7,0.0757142857,0.0446680881,0.12,0.09,0.03,0.09,0,11,3.7818181818,0.4400413204,11,0.1636363636,0.0674199862,11,0.4636363636,0.0924416278,1,1,1,1,1,1,0.7727272727,1,0.3556818182,0.2761363636,0.4272727273,0.1136363636,0.2909090909,0.3136363636,0.3136363636,0.6318181818,0.5409090909,0.6045454545,1.1727272727,1.0590909091,1.7772727273,1.35,0.1981960036,0.1871587804,0.2455447165,0.1682768539,0.1489138163,0.217771078,0.217771078,0.2286322971,0.2083874389,0.1984517999,0.3261343839,0.3474006756,0.3152766256,0.3985838025,0.05,0.25,0.575,0.575,0.05,0.25,0.25,0.575,0.05,0.25,0.575,0.575,0,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.05,0.05,0.575,0.575,0.05,0.05,0.575,0.575,0.3,0.5,0.825,0.825,0.3,0.3,0.625,0.825,0.3,0.5,0.825,0.825,0.6,1.075,1.4,1.55,0.55,0.875,1.4,1.5,1.425,1.425,2.025,2.15,0.8,1.125,1.45,1.975,0.325,0.525,0,0.525,0.325,0.525,0,0.25,0,0.325,0.525,0.525,0.525,0.525,0.325,0.525,0.325,0.525,0.325,0.525,0.325,0.95,0.525,0.95,0.6,0.725,0.325,1.175,0.0454545455,0.9545454545,0,0,0,0,1,0,0,0,44,22,95.454545455,8.104568318,93.983957219,9.5348177032,55,39.181818182,42.684931381,33,21.666666667,31.983068437,0,0,0,0.0045454545,0.1045454545,0.2295454545,0.0727272727,0,0,0,0,0.0909090909,0.6363636364,0.6363636364,0.3636363636,0,0.9090909091,0.9090909091,0.9090909091,0.1171634445,0.2454124543,0.4113636364,0.4113636364,0.3022727273,0.25,0.25,0.575,0.575,0.7745966692,0.687551651,1.2135597524,1.5565112504,0.5,0.2272727273,1,0.7272727273,1.7272727273,0.5,0.0454545455,0.6818181818,0.5454545455,1.2272727273,0,0.1818181818,0.3181818182,0.1818181818,0.5,1.6439727273,1.2500227273,0.39395,0.0909136364 
"OWW04440-0913",2004,1,22,62.363636364,26.954185918,84,67.5,47,37,22,0,0,0,0,0,0,0,11,6.1363636364,1.0828413801,11,0.4909090909,0.053935989,11,1.6181818182,0.282199156,1,1,1,1,1,1,1,1,0.1511363636,0.2840909091,0.5443181818,0.0863636364,0.2704545455,0.0954545455,0.4715909091,0.4352272727,0.6306818182,0.3659090909,1.0659090909,0.9795454545,1.4318181818,1.25,0.1406780504,0.2009716656,0.1356053048,0.0789542034,0.1073590892,0.0857864054,0.1549376708,0.2863625627,0.1207446682,0.1145762001,0.2799389235,0.3056644172,0.3254284555,0.3381497273,0.05,0.05,0.25,0.25,0.05,0.05,0.575,0.575,0.25,0.575,0.575,0.575,0.05,0.05,0.05,0.25,0.25,0.25,0.25,0.25,0.05,0.05,0.05,0.25,0.25,0.25,0.575,0.575,0.1,0.3,0.825,0.825,0.5,0.625,0.625,0.825,0.3,0.3,0.5,0.5,0.725,0.925,1.325,1.45,0.675,0.875,1.2,1.4,1.025,1.225,1.625,1.95,0.8,1.125,1.45,1.65,0.2,0.2,0.525,0.525,0,0.325,0,0.2,0,0,0,0.2,0.325,0.325,0.525,0.725,0,0.325,0.2,0.2,0.4,0.725,0.325,0.725,0.4,0.925,0.325,0.85,0,0.1363636364,0,0.8636363636,0,0,1,0,0,0,44,22,99.732620321,1.2541218609,97.058823529,5.307021817,55,79.818181818,35.563761679,33,77.272727273,38.183170972,0.1227272727,0.0681818182,0.3590909091,0.6840909091,0.4863636364,0.1,0,0.0090909091,1,1,1,1,1,0.9090909091,0,0.1818181818,1,1,1,0.1518072941,0.0974679434,1.6386363636,1.6295454545,0.4681818182,0.325,0.325,0.2,0.2,0.4670993665,0.7745966692,1.0090499582,1.1793680897,0.1363636364,0.5,1,0.6363636364,1.6363636364,0.1363636364,0.3636363636,1,0.5,1.5,0,0.1363636364,0,0.1363636364,0.1363636364,1.3712454545,1.2348818182,0.1363636364,0 
"OWW04440-0917",2004,1,22,31.272727273,19.620644662,42,30,13,29,22,0.0136363636,0.0639602149,0,0,0,0,0,11,13.2,3.4928498393,11,0.5,0.1949358869,11,1.4,0.1183215957,0.5,1,0.7727272727,0.5,0.4545454545,0.7727272727,0.7727272727,0.1818181818,0.0181818182,0.1477272727,0.1170454545,0.1647727273,0.0090909091,0.0840909091,0.5704545455,0.1659090909,0.2818181818,0.0931818182,0.4477272727,0.2829545455,0.5409090909,0.2920454545,0.0546535725,0.2225272978,0.1429673547,0.1876640696,0.0197385508,0.0943478413,0.3460350557,0.2544304394,0.2317354067,0.1072330068,0.4110750345,0.3767330086,0.4899918278,0.3944847727,0,0,0,0.05,0,0,0.25,0.575,0,0.05,0.25,0.25,0.05,0.05,0.25,0.575,0,0,0,0.05,0,0.05,0.05,0.25,0.05,0.25,0.875,0.875,0,0,0.25,0.575,0.05,0.1,0.5,0.625,0,0.05,0.1,0.3,0.05,0.1,0.675,0.875,0,0.05,0.3,0.825,0.05,0.15,0.85,1.175,0,0.05,0.3,0.875,0,0.05,0.25,0.575,0.2,0.25,0.2,0.525,0,0.05,0,0.25,0.625,0.825,0.25,0.575,0.4,0.575,0.05,0.3,0.575,0.825,0.25,0.825,0.7,1.125,0.25,0.875,0.0909090909,0.0454545455,0,0.3636363636,0.5,0,0.4090909091,0,0.3636363636,0.2272727273,44,22,50.267379679,37.191185646,21.79144385,30.329844802,55,30.054545455,33.132404515,33,32.363636364,29.564355842,0.1045454545,0.0136363636,0,0.0136363636,0.0318181818,0.0136363636,0.2136363636,0,1,0.2727272727,0,0.2727272727,0.6363636364,0.2727272727,0.9090909091,0,1,1,0.9090909091,0.025226249,0.0233549683,0.2727272727,0.2727272727,0.2272727273,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"OWW04440-0921",2004,1,22,16.136363636,9.3874052125,23,14,10,13,22,0,0,0,0,0,0,0,11,5.2090909091,0.5146932008,11,0.4272727273,0.1272077756,11,1.6272727273,0.2101947149,0.9090909091,1,1,0.9090909091,0.9090909091,1,0.9090909091,1,0.1215909091,0.1568181818,0.5704545455,0.0818181818,0.2818181818,0.1738636364,0.2965909091,0.2784090909,0.6522727273,0.4556818182,0.9306818182,0.8488636364,1.3863636364,1.1306818182,0.1558951599,0.1669370102,0.294759422,0.0824411111,0.1573935427,0.1341812191,0.1690828647,0.2926983917,0.3012779419,0.1711188354,0.1822367341,0.1884266424,0.2528088955,0.279979997,0,0,0.25,0.25,0.05,0.05,0.25,0.25,0.25,0.25,0.875,0.875,0.05,0.05,0.05,0.25,0.05,0.25,0.25,0.575,0.05,0.05,0.25,0.25,0.05,0.25,0.25,0.575,0.05,0.05,0.5,0.825,0.3,0.3,0.925,0.925,0.3,0.3,0.5,0.625,0.675,0.8,1.125,1.125,0.55,0.675,0.925,1.075,1.05,1.225,1.6,1.625,0.675,1,1.325,1.5,0.25,0.25,0.2,0.2,0.625,0.625,0,0.2,0,0.525,0.2,0.2,0,0.525,0.45,0.775,0.625,0.625,0.2,0.325,0.325,0.45,0.25,0.525,0.375,0.575,0.325,0.825,0,0.9090909091,0,0,0.0909090909,0,1,0,0,0,44,22,96.79144385,6.2166288801,83.288770053,19.362295787,55,100,0,33,100,0,0.1425,0.3725,0,0.045,0.1825,0,0,0.005,1,1,0,0.9,1,0,0,0.1,0.9090909091,0.9090909091,0.0909090909,0.1699877447,0,0.2325,0.2275,0.005,0.2,0.3625,0,0,0.4670993665,0,0.4670993665,0.7006490497,0.8636363636,0,2,0.8636363636,2.8636363636,0.8636363636,0,1.2272727273,0.8636363636,2.0909090909,0,0,0.7727272727,0,0.7727272727,2.6288545455,2.1136772727,0.5151772727,0.4848727273 
"OWW04440-0932",2004,1,22,45.863636364,32.727293771,54,35,24,30,22,0.03,0.0972967968,0,0,0,0,0,11,4.1090909091,0.7395330222,9,0.4122222222,0.0827311576,9,1.1822222222,0.3641352008,1,1,1,1,1,1,0.9545454545,1,0.0659090909,0.2318181818,0.2704545455,0.0568181818,0.0772727273,0.1647727273,0.4034090909,0.2977272727,0.3272727273,0.2420454545,0.625,0.5681818182,0.8670454545,0.6454545455,0.060526192,0.0588489886,0.1073590892,0.0444421897,0.0702500173,0.1355454349,0.1804913028,0.0931936958,0.1079872928,0.1748105035,0.0879664438,0.0798740892,0.2103549104,0.1013704791,0.05,0.05,0.05,0.05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.575,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.1,0.1,0.3,0.3,0.6,0.6,0.6,0.8,0.55,0.55,0.55,0.675,0.7,0.7,0.9,1.1,0.6,0.6,0.6,0.8,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.325,0.325,0,0,0,0.2,0.2,0.2,0,0.2,0,0.125,0.2,0.4,0,0.2,0,0.1818181818,0,0.7727272727,0,0,0.0454545455,0,0.9545454545,0,44,22,95.454545455,6.0020917378,89.171122995,10.834882363,55,53.909090909,39.752601931,33,40,34.61845606,0,0,0.0136363636,0.05,0.11,0.1545454545,0.1954545455,0,0,0,0.2727272727,1,1,0.9090909091,1,0,1,1,1,0.0966091783,0.1105769991,0.5236363636,0.5236363636,0.3636363636,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"OWW04440-0937",2004,1,21,43.857142857,27.749388668,61,44,17,44,21,0,0,0,0,0,0,0,10,6.67,1.1624208456,10,0.58,0.0632455532,11,2.5727272727,0.4291640924,1,1,1,1,1,1,0.9090909091,1,0.1806818182,0.1568181818,0.3738636364,0.0727272727,0.1829545455,0.3204545455,0.1920454545,0.3375,0.4465909091,0.5034090909,0.7840909091,0.7113636364,1.2875,0.8943181818,0.1349452751,0.1049891769,0.1763514606,0.0735612358,0.1321494382,0.1696699113,0.1294186552,0.1675719462,0.2239121127,0.2034370522,0.2102359013,0.1884661257,0.2274012083,0.2459108213,0.05,0.05,0.25,0.25,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.575,0.05,0.05,0.05,0.25,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.575,0.05,0.05,0.25,0.25,0.1,0.3,0.5,0.5,0.3,0.3,0.625,0.825,0.3,0.3,0.625,0.825,0.55,0.6,0.925,1.125,0.55,0.55,0.875,0.875,0.975,1.1,1.425,1.625,0.6,0.8,1,1.25,0.2,0.2,0.2,0.2,0.325,0.325,0,0.2,0.2,0.2,0.325,0.325,0.2,0.2,0.2,0.4,0.325,0.525,0.325,0.525,0.325,0.575,0.325,0.325,0.325,0.65,0.2,0.65,0,0.2272727273,0,0.7727272727,0,0,0.9545454545,0,0.0454545455,0,40,21,94.397759104,9.9264057473,89.558823529,11.419327002,50,95.4,19.919224639,30,96,18.495106529,0.0454545455,0.0136363636,0.0681818182,0.2181818182,0.1045454545,0.0272727273,0,0,0.9090909091,0.2727272727,0.6363636364,1,1,0.5454545455,0,0,1,1,0.9090909091,0.0934198733,0.0261116484,0.4181818182,0.4181818182,0.0954545455,0.2,0.2,0.05,0.05,0.6741998625,0,0.6741998625,1.0112997937,0.3181818182,0,0.6363636364,0.3181818182,0.9545454545,0.3181818182,0,0.6363636364,0.3181818182,0.9545454545,0,0,0,0,0,0.9015363636,0.9015363636,0,0.1515227273 
"OWW04440-0945",2004,1,19,28.263157895,10.989096137,37,30,24,13,20,0,0,0,0,0,0,0,11,10.481818182,1.864842182,11,0.4727272727,0.1103712743,11,3.4636363636,0.9800742087,1,1,1,1,1,1,1,1,0.2579545455,0.2454545455,0.3409090909,0.2397727273,0.1045454545,0.6431818182,0.1772727273,0.5034090909,0.5806818182,0.7477272727,1.0840909091,0.8443181818,1.8318181818,0.9488636364,0.1987140749,0.1828407393,0.193117509,0.1625062436,0.0911684612,0.1286796082,0.0984731928,0.1952250616,0.1862748574,0.1688386612,0.2626043392,0.2895945255,0.2727922001,0.3015315344,0.05,0.05,0.25,0.575,0.05,0.05,0.25,0.575,0.05,0.25,0.575,0.575,0.05,0.05,0.25,0.575,0.05,0.05,0.25,0.25,0.575,0.575,0.575,0.875,0.05,0.05,0.25,0.25,0.3,0.3,0.625,0.825,0.3,0.5,0.825,0.825,0.625,0.625,0.825,0.925,0.8,0.925,1.325,1.325,0.55,0.55,1.075,1.15,1.425,1.75,1.95,2.15,0.6,0.8,1.125,1.325,0.2,0.525,0.2,0.525,0.325,0.525,0.2,0.525,0.2,0.2,0,0.3,0.2,0.2,0.325,0.525,0.325,0.525,0.2,0.3,0.4,0.525,0.525,0.6,0.2,0.725,0.325,0.725,0,0.4545454545,0,0.5454545455,0,0,1,0,0,0,44,22,93.582887701,8.4970584908,83.556149733,17.559268427,55,92.272727273,24.282637102,33,89.242424242,28.726109969,0.0545454545,0.05,0.2386363636,0.3613636364,0.0818181818,0.0045454545,0,0,0.7272727273,1,0.9090909091,1,0.9090909091,0.0909090909,0,0,1,1,0.9090909091,0.0844770006,0.0150755672,0.6863636364,0.6863636364,0.2431818182,0,0.2,0,0,0.4045199175,0.3015113446,0.6466697907,0.8393720597,0.0909090909,0.0454545455,0,0.1363636364,0.1363636364,0.0909090909,0.0454545455,0,0.1363636364,0.1363636364,0,0,0,0,0,0.1818181818,0.1818181818,0,0 
"OWW04440-0950",2004,1,22,63.590909091,43.608276946,90,63.5,21,69,22,0.0272727273,0.0767296936,0,0,0,0,0,11,9.5,1.943707797,11,0.2636363636,0.0504524979,11,1.5818181818,0.153741223,1,1,1,1,1,1,0.0454545455,1,0.1318181818,0.3738636364,0.4625,0.0022727273,0.2613636364,0.2397727273,0.1590909091,0.5056818182,0.4647727273,0.5011363636,0.9704545455,0.9681818182,1.4715909091,1.2295454545,0.1006472559,0.1763514606,0.1733339057,0.0106600358,0.1171911525,0.1625062436,0.1019294383,0.2309313207,0.1751970134,0.184919106,0.2982724429,0.2988252613,0.3539147946,0.3420557915,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.575,0.25,0.25,0.575,0.575,0,0,0,0,0.25,0.25,0.25,0.25,0.05,0.05,0.25,0.575,0.05,0.05,0.25,0.25,0.3,0.3,0.825,0.825,0.25,0.25,0.575,0.575,0.3,0.3,0.5,0.825,0.55,0.875,1.2,1.4,0.55,0.875,1.2,1.4,0.975,1.175,1.9,1.9,0.8,1.125,1.45,1.65,0.2,0.2,0.325,0.325,0.325,0.325,0,0,0,0,0.2,0.525,0.2,0.2,0.525,0.525,0.325,0.325,0.2,0.525,0.325,0.85,0.325,0.85,0.725,0.925,0.325,0.85,0,0.2727272727,0,0.7272727273,0,0,0.9545454545,0,0.0454545455,0,44,22,86.631016043,20.391765094,56.550802139,29.838650602,55,55.218181818,44.426256379,33,37.757575758,40.976388249,0,0,0.0454545455,0.0681818182,0.1954545455,0.1318181818,0.3204545455,0,0,0,0.5454545455,1,1,0.8181818182,1,0,1,1,1,0.0934198733,0.1146139766,0.7613636364,0.7613636364,0.4977272727,0.2,0.2,0.2,0.25,0.7862453931,0,0.7862453931,1.1793680897,0.3636363636,0,0.9090909091,0.3636363636,1.2727272727,0.3636363636,0,0.8636363636,0.3636363636,1.2272727273,0,0,0.0454545455,0,0.0454545455,1.1515454545,1.1212409091,0.0303045455,0 
"OWW04440-0953",2004,1,22,37.363636364,32.21733555,65,25.5,10,55,22,0.1331818182,0.2560949668,0.2,0,0,0.2,0,11,21.181818182,4.9575837223,11,0.8909090909,0.1578261414,11,2.6636363636,0.6815757145,1,1,1,1,1,1,0.8636363636,1,0.0863636364,0.1318181818,0.2818181818,0.0977272727,0.2215909091,0.3045454545,0.2329545455,0.2181818182,0.3795454545,0.5261363636,0.5977272727,0.5,1.1238636364,0.7215909091,0.0789542034,0.1006472559,0.1573935427,0.0969502483,0.1717028605,0.2246208927,0.2095042851,0.1332250643,0.192823069,0.3586081952,0.2760164215,0.2437309211,0.5499717132,0.3590907378,0.05,0.05,0.05,0.25,0.05,0.05,0.25,0.25,0.05,0.25,0.25,0.575,0,0.05,0.25,0.25,0.05,0.05,0.25,0.575,0.05,0.05,0.575,0.575,0.05,0.05,0.25,0.575,0.1,0.1,0.3,0.3,0.1,0.25,0.5,0.625,0.1,0.3,0.825,1.15,0.2,0.4,0.8,0.925,0.15,0.35,0.55,0.875,0.5,0.85,1.625,1.95,0.4,0.6,0.8,1.325,0,0.2,0.2,0.2,0,0.525,0.2,0.25,0.2,0.525,0.525,0.525,0.2,0.525,0.2,0.2,0.25,0.525,0.525,1.05,0.4,0.725,0.2,0.725,0.775,1.45,0.2,0.925,0,0.4545454545,0,0.5454545455,0,0,0.3636363636,0,0.6363636364,0,44,22,75.668449198,31.247762394,26.871657754,25.257910881,55,62.909090909,33.315146554,33,63.939393939,28.166845974,0,0.1045454545,0.0045454545,0.0318181818,0.1409090909,0.0409090909,0.2136363636,0,0,1,0.0909090909,0.6363636364,1,0.8181818182,0.9090909091,0,1,1,1,0.1044465936,0.0202259959,0.4318181818,0.4318181818,0.2590909091,0.2,0.2,0,0.05,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0.6667,0.33335,0.33335,0 
"OWW04440-0963",2004,1,22,44.772727273,12.039347468,55,45.5,40,15,22,0,0,0,0,0,0,0,11,3.7272727273,0.7760037488,11,0.5545454545,0.0687551651,11,1.5090909091,0.4276787239,0.4090909091,0.9090909091,1,0.4090909091,0.4090909091,0.9090909091,0.9090909091,0.4545454545,0.0659090909,0.0386363636,0.0886363636,0.0636363636,0.0295454545,0.4238636364,0.1375,0.1045454545,0.1522727273,0.4534090909,0.2568181818,0.1931818182,0.7102272727,0.2227272727,0.1732987811,0.0871941159,0.1034313876,0.0620710388,0.025161814,0.1937225054,0.1357847561,0.1797214054,0.129538809,0.2009346397,0.2241627037,0.2149448736,0.1710713947,0.2095785298,0,0,0,0.25,0,0,0,0.25,0,0,0.25,0.25,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.25,0.25,0.575,0.575,0.05,0.05,0.25,0.25,0,0,0.25,0.25,0.05,0.05,0.3,0.3,0.25,0.25,0.625,0.625,0.05,0.05,0.35,0.5,0,0,0.3,0.3,0.55,0.625,0.875,0.925,0,0.05,0.3,0.35,0,0.25,0,0.25,0.25,0.25,0,0,0.05,0.05,0.325,0.325,0.2,0.2,0.25,0.25,0.25,0.25,0.375,0.375,0.3,0.45,0.3,0.3,0.25,0.375,0.25,0.35,0,0.4090909091,0,0,0.5909090909,0,0.6818181818,0,0,0.3181818182,44,22,64.438502674,30.184650211,41.844919786,35.954065029,45,95.555555556,20.840907714,27,100,0,0,0.0045454545,0.0045454545,0.0454545455,0.0409090909,0,0,0,0,0.0909090909,0.0909090909,0.5454545455,0.8181818182,0,0,0,0.8181818182,0.8181818182,0.0909090909,0.0202259959,0,0.0909090909,0.0909090909,0.0045454545,0,0.05,0,0,0.6466697907,0,0.6466697907,0.970004686,0.6363636364,0,0.5454545455,0.6363636364,1.1818181818,0,0,0,0,0,0.6363636364,0,0.5454545455,0.6363636364,1.1818181818,1.3182,0,1.3182,0 
"OWW04440-0964",2004,1,22,36.227272727,22.642000202,40,33,22,18,22,0.0068181818,0.0319801075,0,0,0,0,0,11,7.3090909091,2.2505352899,10,0.542,0.1395070687,10,1.103,0.2433127845,1,1,1,1,1,1,0.2727272727,0.9545454545,0.0727272727,0.2670454545,0.4227272727,0.0136363636,0.1204545455,0.0545454545,0.2363636364,0.3397727273,0.4363636364,0.175,0.7761363636,0.7625,0.9511363636,0.8829545455,0.0735612358,0.1431753761,0.2155984322,0.0227921153,0.1007815777,0.0460566186,0.1875162331,0.1614036442,0.2027676469,0.1077364509,0.3030084543,0.3135577337,0.3188966537,0.3420340386,0.05,0.05,0.05,0.25,0.05,0.25,0.25,0.575,0.25,0.25,0.575,0.575,0,0,0.05,0.05,0.05,0.05,0.25,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.575,0.1,0.3,0.5,0.625,0.25,0.3,0.575,0.575,0.05,0.1,0.3,0.3,0.35,0.6,1.075,1.2,0.35,0.55,1.075,1.2,0.6,0.7,1.225,1.375,0.55,0.6,1.225,1.325,0,0.2,0,0.525,0.325,0.325,0.05,0.05,0.2,0.2,0,0,0.2,0.525,0.2,0.525,0.275,0.325,0.2,0.25,0.475,0.85,0.525,0.85,0.525,0.775,0.625,0.775,0,0.2727272727,0,0.7272727273,0,0,0,0,0.9545454545,0,44,22,95.989304813,6.8854439266,85.561497326,15.918767873,53,24.905660377,32.082983838,31,21.935483871,29.373384193,0,0,0.0181818182,0.0681818182,0.0454545455,0.0181818182,0.7659090909,0,0,0,0.3636363636,1,0.9090909091,0.3636363636,1,0,1,1,1,0.0150755672,0.025226249,0.9159090909,0.9159090909,0.8022727273,0,0,0.05,0.05,0,0.3015113446,0.3015113446,0.3015113446,0,0.0454545455,0,0.0454545455,0.0454545455,0,0.0454545455,0,0.0454545455,0.0454545455,0,0,0,0,0,0.0454545455,0.0454545455,0,0.0454545455 
