"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED","XS_AREA" 
"WNVP99-0634",2002,1,06/26/2002," ",16,5.7,0.44592,15.745,"VEL_DEPTH"," ","Yes",7338.75 
"WNVP99-0635",2002,1,06/03/2002," ",15,2.4,0.20058,7.082,"VEL_DEPTH"," ","Yes",7720 
"WNVP99-0663",2002,1,06/25/2002," ",16,2.28,0.0955,3.372,"VEL_DEPTH"," ","Yes",2536.5 
"WNVP99-0668",2002,1,07/26/2002," ",3,0.5,0.00098,0.035,"VEL_DEPTH"," ","Yes",60.416666667 
"WNVP99-0670",2002,1,07/25/2002,"1", ,0.5,0.00646,0.228,"ROUGH_EST"," ","Yes",  
"WNVP99-0672",2002,1,07/07/2002," ",8,18.5,0.0827,2.92,"VEL_DEPTH"," ","Yes",58814.583333 
"WNVP99-0673",2002,1,06/20/2002," ",3,1,0.00405,0.143,"VEL_DEPTH"," ","Yes",362.5 
"WNVP99-0674",2002,1,08/07/2002,"1", ,0.5,0.00116,0.041,"ROUGH_EST"," ","Yes",  
"WNVP99-0677",2002,1,05/29/2002," ",9,1.4,0.02724,0.962,"VEL_DEPTH"," ","Yes",542.5 
"WNVP99-0679",2002,1,06/06/2002," ",5,1,0.01025,0.362,"VEL_DEPTH"," ","Yes",158.33333333 
"WNVP99-0680",2002,1,07/29/2002,"1", ,0.3,0.00097,0.034,"ROUGH_EST"," ","Yes",  
"WNVP99-0681",2002,1,07/17/2002," ",19,2.85,0.29362,10.368,"VEL_DEPTH"," ","Yes",12611.25 
"WNVP99-0683",2002,1,07/01/2002," ",10,1.2,0.02749,0.971,"VEL_DEPTH"," ","Yes",525 
"WNVP99-0686",2002,1,06/17/2002,"1", ,0.2,0.00055,0.019,"ROUGH_EST"," ","Yes",  
"WNVP99-0687",2002,1,08/14/2002," ",16,5.7,0.25392,8.966,"VEL_DEPTH"," ","Yes",8075 
"WORP99-0503",2000,1,08/21/2000," ",9,0.54864,0.00245,0.086,"VEL_DEPTH"," ","Yes",550.450512 
"WORP99-0505",2000,1,06/28/2000," ",18,9.5,1.16217,41.036,"VEL_DEPTH"," ","Yes",17373.6 
"WORP99-0508",2000,1,08/01/2000," ",14,1.6,0.0137,0.484,"VEL_DEPTH"," ","Yes",1239.52 
"WORP99-0510",2000,1,08/22/2000," ", , ,0.00503,0.177,"BUCKET"," ","Yes",  
"WORP99-0511",2000,1,08/30/2000," ", ,1.6,0.06093,2.151,"ROUGH_EST"," ","Yes",  
"WORP99-0512",2000,1,09/12/2000," ", ,1.3,0.02233,0.788,"ROUGH_EST"," ","Yes",  
"WORP99-0514",2000,1,08/16/2000," ",7,2.34696,0.00833,0.294,"VEL_DEPTH"," ","Yes",536.515056 
"WORP99-0515",2000,1,08/15/2000," ",17,1.64592,0.03919,1.384,"VEL_DEPTH"," ","Yes",1463.22288 
"WORP99-0518",2000,1,08/03/2000," ", , ,0.0004,0.014,"BUCKET"," ","Yes",  
"WORP99-0520",2000,1,08/02/2000," ",18,8.55,0.07998,2.824,"VEL_DEPTH"," ","Yes",17590.77 
"WORP99-0522",2000,1,08/24/2000," ", ,1.2,0.01875,0.662,"ROUGH_EST"," ","Yes",  
"WORP99-0523",2000,1,08/15/2000," ", ,3,0.44089,15.568,"ROUGH_EST"," ","Yes",  
"WORP99-0528",2000,1,08/07/2000," ",8,0.84,0.00772,0.272,"VEL_DEPTH"," ","Yes",857.5 
"WORP99-0529",2000,1,08/08/2000," ", ,0.4,0.01345,0.475,"ROUGH_EST"," ","Yes",  
"WORP99-0530",2000,1,07/18/2000,"1", , ,0.00093,0.033,"BUCKET"," ","Yes",  
"WORP99-0538",2000,1,09/12/2000," ", , ,0,0,"VISUAL_EST","FLOW NOT TAKEN, TOO SHALLOW LITTLE FLOW","Not sampled",  
"WORP99-0541",2000,1,08/09/2000," ",12,2.8,0.09872,3.486,"VEL_DEPTH"," ","Yes",2893.3333333 
"WORP99-0542",2000,1,08/07/2000," ", , ,0.00012,0.004,"BUCKET"," ","Yes",  
"WORP99-0547",2000,1,08/09/2000," ", ,1.5,0.02405,0.849,"ROUGH_EST"," ","Yes",  
"WORP99-0548",2000,1,08/14/2000," ", ,0.5,0.02565,0.906,"ROUGH_EST"," ","Yes",  
"WORP99-0551",2000,1,08/14/2000," ",8,1.524,0.00503,0.177,"VEL_DEPTH"," ","Yes",319.3542 
"WORP99-0554",2000,1,07/31/2000," ",18,5.7,0.04299,1.518,"VEL_DEPTH"," ","Yes",10.2125 
"WORP99-0559",2000,1,07/20/2000," ",14,2.25,0.09401,3.319,"VEL_DEPTH"," ","Yes",1846.875 
"WORP99-0560",2000,1,08/16/2000," ",8,1.1,0.00673,0.238,"VEL_DEPTH"," ","Yes",614.16666667 
"WORP99-0605",2000,1,09/14/2000," ",17,1.14,0.006,0.212,"VEL_DEPTH"," ","Yes",752.856 
"WORP99-0606",2000,1,08/07/2000," ", ,2.2,0.00061,0.022,"ROUGH_EST"," ","Yes",  
"WORP99-0607",2000,1,08/17/2000," ",12,1.98,0.15492,5.47,"VEL_DEPTH"," ","Yes",2607 
"WORP99-0608",2000,1,07/19/2000," ",13,3.5,0.1034,3.651,"VEL_DEPTH"," ","Yes",3310.4166667 
"WORP99-0613",2000,1,08/15/2000," ",6,0.02,0.00007,0.003,"VEL_DEPTH"," ","Yes",3.048 
"WORP99-0622",2000,1,08/15/2000," ",10,1.25,0.03581,1.264,"VEL_DEPTH"," ","Yes",492.125 
"WORP99-0625",2000,1,08/08/2000," ",10,0.14,0.00097,0.034,"VEL_DEPTH"," ","Yes",85.344 
"WORP99-0626",2000,1,08/01/2000," ",8,0.85344,0.00325,0.115,"VEL_DEPTH"," ","Yes",140.902944 
"WORP99-0630",2000,1,08/08/2000," ",14,8.5344,0.11406,4.027,"VEL_DEPTH"," ","Yes",7695.46848 
"WORP99-0657",2001,1,08/01/2001," ", , ,0.00603,0.213,"BUCKET"," ","Yes",  
"WORP99-0659",2001,1,08/23/2001," ",8,2.80416,0.02764,0.976,"VEL_DEPTH"," ","Yes",1887.480096 
"WORP99-0661",2001,1,07/02/2001," ", , ,0.00251,0.089,"BUCKET"," ","Yes",  
"WORP99-0662",2001,1,07/12/2001," ",13,0.42672,0.00121,0.043,"VEL_DEPTH"," ","Yes",146.322288 
"WORP99-0665",2001,1,06/26/2001," ", , ,0.00067,0.024,"BUCKET"," ","Yes",  
"WORP99-0666",2001,1,07/03/2001," ",18,1.5,0.01516,0.535,"VEL_DEPTH"," ","Yes",3924.3 
"WORP99-0667",2001,1,07/10/2001," ",6,0.51816,0.0018,0.063,"VEL_DEPTH"," ","Yes",78.967584 
"WORP99-0677",2001,1,07/25/2001," ",17,1.33,0.0204,0.72,"VEL_DEPTH"," ","Yes",1359.7255 
"WORP99-0685",2001,1,07/23/2001," ",2,1.2192,0.00071,0.025,"VEL_DEPTH"," ","Yes",247.74144 
"WORP99-0691",2001,1,07/11/2001," ",8,1,0.00457,0.161,"VEL_DEPTH"," ","Yes",368.3 
"WORP99-0692",2001,1,07/17/2001," ",8,1.3,0.00149,0.052,"VEL_DEPTH"," ","Yes",487.045 
"WORP99-0698",2001,1,07/18/2001," ",13,1.05,0.01203,0.425,"VEL_DEPTH"," ","Yes",440.055 
"WORP99-0701",2001,1,07/09/2001," ",16,4.99872,0.07629,2.694,"VEL_DEPTH"," ","Yes",7745.016768 
"WORP99-0704",2001,1,07/18/2001," ",9,1.44,0.02426,0.857,"VEL_DEPTH"," ","Yes",621.792 
"WORP99-0710",2001,1,07/19/2001," ",2,0.5,0.00808,0.285,"VEL_DEPTH"," ","Yes",63.5 
"WORP99-0721",2001,1,07/31/2001," ",9,0.5,0.03458,1.221,"VEL_DEPTH"," ","Yes",342.9 
"WORP99-0724",2001,1,07/24/2001," ",3,1.524,0.00399,0.141,"VEL_DEPTH"," ","Yes",406.4508 
"WORP99-0728",2001,1,07/18/2001," ",10,1.9812,0.02209,0.78,"VEL_DEPTH"," ","Yes",1207.73952 
"WORP99-0734",2001,1,07/17/2001," ", , ,0.0006,0.021,"BUCKET"," ","Yes",  
"WORP99-0735",2001,1,08/02/2001," ",19,6.096,0.06183,2.183,"VEL_DEPTH"," ","Yes",16103.1936 
"WORP99-0739",2001,1,09/06/2001," ",3,6.096,0.04531,1.6,"VEL_DEPTH"," ","Yes",541.9344 
"WORP99-0740",2001,1,07/12/2001," ",11,2.4,0.02321,0.819,"VEL_DEPTH"," ","Yes",1249.68 
"WORP99-0745",2001,1,07/11/2001," ",8,0.33528,0.00103,0.036,"VEL_DEPTH"," ","Yes",46.838616 
"WORP99-0748",2001,1,08/16/2001," ",8,1.2,0.00362,0.128,"VEL_DEPTH"," ","Yes",259.08 
"WORP99-0762",2001,1,07/10/2001," ", , , , ," ","NO FLOW MEASUREMENT TAKEN DUE TO LACK OF SUITABLE LOCATION MOSTLY DRY REACH","Sampling failed",  
"WORP99-0768",2001,1,07/24/2001," ",13,1.95,0.0964,3.404,"VEL_DEPTH"," ","Yes",2798.445 
"WORP99-0769",2001,1,08/01/2001," ", , ,0.00444,0.157,"BUCKET"," ","Yes",  
"WORP99-0775",2001,1,07/24/2001," ", ,2.9,0.03036,1.072,"ROUGH_EST"," ","Yes",  
"WORP99-0780",2001,1,07/17/2001," ", , , , ," ","FLOW DATA MISSING - UNKNOWN REASON (10/01/01)","Sampling failed",  
"WORP99-0787",2001,1,07/30/2001," ",12,1.9812,0.20613,7.279,"VEL_DEPTH"," ","Yes",1962.57672 
"WORP99-0792",2001,1,07/25/2001," ",8,0.9144,0.00578,0.204,"VEL_DEPTH"," ","Yes",301.93488 
"WORP99-0794",2001,1,07/16/2001," ",15,7.3152,0.46638,16.468,"VEL_DEPTH"," ","Yes",9569.01312 
"WORP99-0800",2001,1,07/24/2001," ",8,2.4384,0.02243,0.792,"VEL_DEPTH"," ","Yes",1238.7072 
"WORP99-0803",2001,1,09/10/2001," ",6,1,0.17463,6.166,"VEL_DEPTH"," ","Yes",196.85 
"WORP99-0806",2001,1,07/19/2001," ", , ,0.00705,0.249,"BUCKET"," ","Yes",  
"WORP99-0815",2002,1,07/30/2002," ", , ,0,0,"VISUAL_EST","NO MEASURABLE FLOW","Not sampled",  
"WORP99-0819",2002,1,07/31/2002," ",14,0.12,0.00065,0.023,"VEL_DEPTH"," ","Yes",89.916 
"WORP99-0821",2002,1,09/05/2002,"1", ,1.7,0.0568,2.006,"ROUGH_EST"," ","Yes",  
"WORP99-0823",2002,1,07/18/2002," ",10,0.03,0.00027,0.01,"VEL_DEPTH"," ","Yes",13.716 
"WORP99-0825",2002,1,08/20/2002," ",18,0.19,0.00223,0.079,"VEL_DEPTH"," ","Yes",197.866 
"WORP99-0830",2002,1,09/11/2002," ",7,4.85,0.1982,6.998,"VEL_DEPTH"," ","Yes",4373.245 
"WORP99-0841",2002,1,07/16/2002,"1", ,5,0.34709,12.256,"ROUGH_EST"," ","Yes",  
"WORP99-0842",2002,1,07/23/2002,"1", ,0.5,0.01688,0.596,"ROUGH_EST"," ","Yes",  
"WORP99-0851",2002,1,07/08/2002," ",18,0.04,0.01183,0.418,"VEL_DEPTH"," ","Yes",104.14 
"WORP99-0852",2002,1,07/09/2002," ", , ,0,0,"VISUAL_EST","NO MEASURABLE FLOW","Not sampled",  
"WORP99-0854",2002,1,07/24/2002," ",14,0.15,0.00311,0.11,"VEL_DEPTH"," ","Yes",91.44 
"WORP99-0856",2002,1,07/30/2002," ",5,0.03,0.00007,0.002,"VEL_DEPTH"," ","Yes",3.81 
"WORP99-0860",2002,1,07/24/2002,"1", ,1.6,0.03446,1.217,"ROUGH_EST"," ","Yes",  
"WORP99-0864",2002,1,07/10/2002,"1", ,1.4,0.02194,0.775,"ROUGH_EST"," ","Yes",  
"WORP99-0866",2002,1,07/31/2002," ",14,0.09,0.0004,0.014,"VEL_DEPTH"," ","Yes",50.8635 
"WORP99-0871",2002,1,07/16/2002," ",13,0.032,0.0007,0.025,"VEL_DEPTH"," ","Yes",18.0848 
"WORP99-0877",2002,1,07/23/2002," ",18,0.019,0.00009,0.003,"VEL_DEPTH"," ","Yes",8.2042 
"WORP99-0879",2002,1,09/05/2002,"1", ,3.2,0.10065,3.554,"ROUGH_EST"," ","Yes",  
"WORP99-0883",2002,1,08/01/2002," ",8,0.036,0.00004,0.002,"VEL_DEPTH"," ","Yes",9.6012 
"WORP99-0885",2002,1,08/19/2002," ",18,0.39,0.01432,0.505,"VEL_DEPTH"," ","Yes",366.522 
"WORP99-0888",2002,1,09/17/2002,"1", ,1.6,0.05695,2.011,"ROUGH_EST"," ","Yes",  
"WORP99-0890",2002,1,09/13/2002,"1", ,1.7,0.03916,1.383,"ROUGH_EST"," ","Yes",  
"WORP99-0891",2003,1,08/13/2003," ",11,0.22,0.00457,0.161,"VEL_DEPTH"," ","Yes",237.49 
"WORP99-0893",2003,1,09/17/2003," ",9,0.03,0.00024,0.008,"VEL_DEPTH"," ","Yes",12.192 
"WORP99-0917",2002,1,07/31/2002,"1", ,2.9,0.14238,5.027,"ROUGH_EST"," ","Yes",  
"WORP99-0923",2002,1,07/09/2002,"1", ,1.6,0.0247,0.872,"ROUGH_EST"," ","Yes",  
"WORP99-0924",2002,1,07/25/2002," ",12,0.064,0.00037,0.013,"VEL_DEPTH"," ","Yes",26.416 
"WORP99-0929",2002,1,07/30/2002,"1", ,1.4,0.02744,0.969,"ROUGH_EST"," ","Yes",  
"WORP99-0931",2002,1,07/17/2002," ",19,0.114,0.00227,0.08,"VEL_DEPTH"," ","Yes",231.648 
"WORP99-0935",2002,1,07/16/2002,"1", ,1.5,0.0099,0.35,"ROUGH_EST"," ","Yes",  
"WORP99-0937",2003,1,07/30/2003,"6", ,3.5,0.33238,11.736,"ROUGH_EST"," ","Yes",  
"WORP99-0947",2002,1,09/10/2002,"1", ,0.6,0.00179,0.063,"ROUGH_EST"," ","Yes",  
"WORP99-0948",2002,1,07/24/2002," ", , , , ," ","FORGOT TO MEASURE FLOW","Sampling failed",  
"WORP99-0952",2003,1,09/16/2003," ",15,0.08,0.00025,0.009,"VEL_DEPTH"," ","Yes",44.704 
"WORP99-0954",2003,1,06/25/2003," ",9,0.06,0.00055,0.019,"VEL_DEPTH"," ","Yes",20.574 
"WORP99-0972",2003,1,08/06/2003," ", , , , ," ","No information.","Sampling failed",  
"WORP99-0977",2003,1,07/15/2003,"4", ,0.7,0.00251,0.089,"ROUGH_EST"," ","Yes",  
"WORP99-0985",2003,1,07/22/2003," ",12,0.045,0.00006,0.002,"VEL_DEPTH"," ","Yes",9.7155 
"WORP99-0997",2003,1,07/30/2003," ",12,0.056,0.00036,0.013,"VEL_DEPTH"," ","Yes",29.8704 
"WORP99-1002",2003,1,08/27/2003,"1", ,4,0.1919,6.776,"ROUGH_EST"," ","Yes",  
"WORP99-1003",2003,1,08/07/2003," ",14,0.095,0.00043,0.015,"VEL_DEPTH"," ","Yes",55.499 
"WORP99-1016",2003,1,07/08/2003," ",16,3.1,0.02225,0.785,"VEL_DEPTH"," ","Yes",3897.63 
"WORP99-1017",2003,1,07/15/2003,"4", ,3.4,0.01375,0.486,"ROUGH_EST"," ","Yes",  
"WORP99-1018",2003,1,07/08/2003,"3", ,4.6,0.2175,7.68,"ROUGH_EST"," ","Yes",  
"WORP99-1019",2003,1,08/12/2003,"8", ,3.7,0.38966,13.759,"ROUGH_EST"," ","Yes",  
"WORP99-1021",2003,1,07/21/2003," ",10,0.06,0.00065,0.023,"VEL_DEPTH"," ","Yes",35.052 
"WSDP99-0501",2000,1,07/11/2000," ",9,2.2,0.155,5.473,"VEL_DEPTH"," ","Yes",3455.8333333 
"WSDP99-0502",2000,1,07/18/2000," ",15,1.7,0.05163,1.823,"VEL_DEPTH"," ","Yes",1487.5 
"WSDP99-0503",2000,1,07/20/2000," ",10,4.75,0.06388,2.255,"VEL_DEPTH"," ","Yes",23255.208333 
"WSDP99-0505",2000,1,06/28/2000," ",7,3.4,0.01654,0.584,"VEL_DEPTH"," ","Yes",5340.8333333 
"WSDP99-0506",2000,1,06/30/2000," ",4,12,0.0472,1.667,"VEL_DEPTH"," ","Yes",21100 
"WSDP99-0507",2000,1,07/30/2000," ",9,3.25,0.19588,6.916,"VEL_DEPTH"," ","Yes",3033.3333333 
"WSDP99-0508",2000,1,07/16/2000,"4", , ,0.00007,0.003,"BUCKET"," ","Yes",  
"WSDP99-0509",2000,1,07/09/2000," ",6,1.4,0.00444,0.157,"VEL_DEPTH"," ","Yes",1592.5 
"WSDP99-0510",2003,1,06/04/2003," ", , ,0.1489662985,5.26,"QVAL"," ","Yes",  
"WSDP99-0512",2000,1,07/31/2000," ", , ,0,0,"VISUAL_EST","WAS NOT TAKEN--NO FLOW! STANDING POOLS!","Not sampled",  
"WSDP99-0514",2000,1,07/15/2000," ", , ,0.0283205891,1," ","VERY LOW FLOW - LESS THAN 1 CUBIFOOT/SECOND ESTIMATED DURING LIGHTENING STORM;","Yes",  
"WSDP99-0515",2000,1,07/06/2000," ", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WSDP99-0516",2000,1,07/23/2000," ",7,1.8,0.00475,0.168,"VEL_DEPTH"," ","Yes",1942.5 
"WSDP99-0521",2000,1,07/25/2000,"5", ,0.6,0.00475,0.168,"ROUGH_EST"," ","Yes",  
"WSDP99-0522",2000,1,07/11/2000," ",13,2.4,0.10032,3.542,"VEL_DEPTH"," ","Yes",3460 
"WSDP99-0523",2000,1,07/13/2000," ",9,1.7,0.01133,0.4,"VEL_DEPTH"," ","Yes",2982.0833333 
"WSDP99-0525",2000,1,07/07/2000," ", ,1.8,0,0,"VISUAL_EST","FLOW NOT DISCERNABLE EITHER MACROPHYTES ARE STATIONARY FLOATING MATERIAL DID NOT MOVE EITHER AND THUS NBO METHOD DID NOT WORK  THE ONLY FLOW VISIBLE OVER A SMALL FORD FOR TRUCKS/VEHICLES  TOO SHALLOW FOR PROPELLOR","Not sampled",5325 
"WSDP99-0526",2002,1,06/27/2002," ", , ,0.7646559048,27,"QVAL"," ","Yes",  
"WSDP99-0527",2000,1,07/22/2000," ", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WSDP99-0533",2000,1,06/28/2000," ",12,3,0.1157,4.085,"VEL_DEPTH"," ","Yes",2487.5 
"WSDP99-0540",2000,1,07/06/2000," ",9,11,0.0796,2.811,"VEL_DEPTH"," ","Yes",5500 
"WSDP99-0541",2000,1,07/12/2000," ",16,5.4,0.23073,8.147,"VEL_DEPTH"," ","Yes",7762.5 
"WSDP99-0543",2003,1,06/05/2003,"1", , , , ," "," ","Sampling failed",  
"WSDP99-0544",2003,1,07/01/2003," ", , , , ," "," ","Sampling failed",  
"WSDP99-0546",2003,1,08/12/2003," ", , ,0,0,"VISUAL_EST","NO FLOW BEGINNING TO POND","Not sampled",  
"WSDP99-0548",2003,1,06/12/2003," ", , ,2.0419144718,72.1,"QVAL"," ","Yes",  
"WSDP99-0579",2001,1,09/04/2001,"1", , ,0.1614273577,5.7,"QVAL"," ","Yes",  
"WSDP99-0580",2001,1,06/07/2001,"1", , ,0.212404418,7.5,"QVAL"," ","Yes",  
"WSDP99-0581",2001,1,07/18/2001,"1", , ,0,0,"VISUAL_EST","NO FLOW","Not sampled",  
"WSDP99-0582",2001,1,06/25/2001,"1", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WSDP99-0585",2001,1,06/18/2001,"1", , ,0.3398470688,12,"QVAL"," ","Yes",  
"WSDP99-0586",2001,1,06/20/2001,"1", , ,0.121778533,4.3,"QVAL"," ","Yes",  
"WSDP99-0587",2001,1,06/11/2001,"1", , ,0.0566411781,2,"QVAL"," ","Yes",  
"WSDP99-0588",2001,1,07/13/2001,"1", , , , ," ","COULD NOT GET READING USING USGS METHODS  LAYED 25 CM (LENGTH) PIECE OF BROME GRASS ON SURFACE, FLOWED 1 METER IN 20 SECONDS","Sampling failed",  
"WSDP99-0589",2001,1,07/12/2001,"1", , ,0.0028320589,0.1,"QVAL"," ","Yes",  
"WSDP99-0590",2001,1,07/11/2001,"1", , ,0.1132823563,4,"QVAL"," ","Yes",  
"WSDP99-0593",2001,1,06/05/2001,"1", , ,0.059473237,2.1,"QVAL"," ","Yes",  
"WSDP99-0594",2001,1,06/26/2001,"1", , ,0.0008496177,0.03,"QVAL"," ","Yes",  
"WSDP99-0596",2001,1,08/03/2001,"1", , ,0.0169923534,0.6,"QVAL"," ","Yes",  
"WSDP99-0599",2002,1,06/19/2002," ", , ,0.5069385443,17.9,"QVAL"," ","Yes",  
"WSDP99-0602",2001,1,06/08/2001,"1", , ,0.145001416,5.12,"QVAL"," ","Yes",  
"WSDP99-0603",2001,1,07/17/2001,"1", , ,0,0,"VISUAL_EST","NO FLOW","Not sampled",  
"WSDP99-0604",2001,1,07/10/2001,"1", , ,0.0226564713,0.8,"QVAL"," ","Yes",  
"WSDP99-0605",2001,1,07/25/2001,"1", , ,0.212404418,7.5,"QVAL"," ","Yes",  
"WSDP99-0657",2002,1,06/05/2002," ", , , , ," ","CREW DID NOT HAVE FORM TO FILL OUT, SO DID NOT MEASURE STREAM DISCHARGE","Sampling failed",  
"WSDP99-0658",2003,1,06/17/2003," ", , ,2.1297082979,75.2,"QVAL"," ","Yes",  
"WSDP99-0660",2002,1,07/10/2002," ", , , , ," "," ","Sampling failed",  
"WSDP99-0664",2002,1,06/26/2002," ", , ,0.0042480884,0.15,"QVAL"," ","Yes",  
"WSDP99-0665",2002,1,06/25/2002," ", , ,0.1189464741,4.2,"QVAL"," ","Yes",  
"WSDP99-0666",2002,1,07/09/2002," ", , ,0,0,"VISUAL_EST","NOT ENOUGH FLOW TO MEASURE, PONDING BEGINNING AS BED SURFACE BEGINS TO BREAK THROUGH IN MANY PLACES","Not sampled",  
"WSDP99-0667",2002,1,07/23/2002," ", , ,0.103653356,3.66,"QVAL"," ","Yes",  
"WSDP99-0669",2002,1,06/06/2002,"1", ,4.1,0.05369,1.896,"ROUGH_EST"," ","Yes",  
"WSDP99-0670",2002,1,07/12/2002," ", , ,0.0481450014,1.7,"QVAL"," ","Yes",  
"WSDP99-0672",2002,1,06/12/2002," ", , ,0.8467856131,29.9,"QVAL"," ","Yes",  
"WSDP99-0674",2002,1,07/24/2002," ", , ,0,0,"VISUAL_EST","NO MOVEMENT","Not sampled",  
"WSDP99-0678",2002,1,07/18/2002," ", , ,1.7218918153,60.8,"QVAL"," ","Yes",  
"WSDP99-0679",2002,1,07/09/2002," ", , ,0,0,"VISUAL_EST","NO FLOW, ONLY ONE POND, 16 METERS LONG BY 15 METERS WIDE AT THE MOST","Not sampled",  
"WSDP99-0681",2002,1,06/13/2002," ", , ,0.049277825,1.74,"QVAL"," ","Yes",  
"WSDP99-0695",2002,1,06/18/2002," ", , ,0.0433305013,1.53,"QVAL"," ","Yes",  
"WSDP99-0696",2002,1,07/17/2002," ", , ,1.8272444067,64.52,"QVAL","MEASURED USING USGS METHODS","Yes",  
"WSDP99-0697",2002,1,06/04/2002," ", , ,0.0943075616,3.33,"QVAL"," ","Yes",  
"WSDP99-0698",2002,1,06/11/2002," ", , ,0,0,"VISUAL_EST","CREEK HAD STANDIG WATER ONLY","Not sampled",  
"WUTP99-0501",2000,1,08/12/2000," ",20,5.7,0.40662,14.358,"VEL_DEPTH"," ","Yes",8882.5 
"WUTP99-0505",2000,1,08/04/2000," ",19,6.65,1.86237,65.76,"VEL_DEPTH"," ","Yes",16043.125 
"WUTP99-0507",2000,1,08/14/2000," ",17,10.45,0.69229,24.445,"VEL_DEPTH"," ","Yes",21030.625 
"WUTP99-0512",2000,1,07/29/2000," ",14,14.06,0.83317,29.419,"VEL_DEPTH"," ","Yes",33099.583333 
"WUTP99-0514",2000,1,08/13/2000," ",18,4.56,0.12266,4.331,"VEL_DEPTH"," ","Yes",9158 
"WUTP99-0516",2000,1,08/03/2000," ", , ,0,0,"VISUAL_EST","NO WAY TO MEASURE DISCHARGE, NOT ENOUGH FLOW CHANNEL TOO DEEPLY INCISED TO USE BUCKET FOR TIMED FILLING  CAN'T USE GAUGE OR NBO  EST FLOW SIGNIFICANTLY LESS THAN 01 CFS","Not sampled",  
"WUTP99-0517",2000,1,08/15/2000," ",16,3.04,0.10336,3.65,"VEL_DEPTH"," ","Yes",4218 
"WUTP99-0518",2000,1,08/17/2000," ", , ,0,0,"VISUAL_EST","TOO SHALLOW FOR EITHER DISCHARGE METER OR FLOATING BALL WHERE DEEP ENOUGH IN POOLS, NO FLOW WOULD HAVE TO DO STREAM MODIFICATION (DIGGING IN ORDER TO DO TIMED FILLINGS)  FLOW PROBABLY LESS THAN 1 CFS","Not sampled",  
"WUTP99-0521",2000,1,08/11/2000,"1", ,6.5,0.5035,17.779,"ROUGH_EST"," ","Yes",  
"WUTP99-0542",2000,1,08/01/2000," ",18,3.42,0.36043,12.727,"VEL_DEPTH"," ","Yes",5529 
"WUTP99-0543",2000,1,08/02/2000," ", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WUTP99-0548",2000,1,07/30/2000," ",8,1.1,0.01096,0.387,"VEL_DEPTH"," ","Yes",426.25 
"WUTP99-0559",2003,1,10/03/2003," ",14,0.2,0.01327,0.468,"VEL_DEPTH"," ","Yes",223.52 
"WUTP99-0561",2003,1,10/07/2003," ",10,0.037,0.00385,0.136,"VEL_DEPTH"," ","Yes",27.7241 
"WUTP99-0562",2003,1,10/19/2003," ",16,0.18,0.01627,0.574,"VEL_DEPTH"," ","Yes",189.738 
"WUTP99-0563",2001,1,09/19/2001,"1",19,20,1.613,56.955,"VEL_DEPTH"," ","Yes",35687 
"WUTP99-0565",2001,1,07/25/2001,"1",17,0.95,0.07104,2.508,"VEL_DEPTH"," ","Yes",2455.2275 
"WUTP99-0586",2001,1,07/29/2001,"1", , , , ," ","NO PLACE TO MEASURE, TOO SHALLOW AND ROCKY","Sampling failed",  
"WUTP99-0590",2001,1,07/13/2001,"1",18,9.5,1.86987,66.025,"VEL_DEPTH"," ","Yes",31344.87 
"WUTP99-0591",2001,1,06/01/2001,"1",7,0.09,0.00097,0.034,"VEL_DEPTH"," ","Yes",20.4597 
"WUTP99-0594",2004,1,10/09/2004," ", , , , ," ","DISCHARGE TO BE DETERMINED FROM USGS STREAM GAUGE AT BONANZA, UTAH","Sampling failed",  
"WUTP99-0597",2001,1,06/03/2001,"1",14,3.8,0.33677,11.891,"VEL_DEPTH"," ","Yes",9241.79 
"WUTP99-0598",2001,1,07/11/2001,"1", ,1.5,0.03243,1.145,"ROUGH_EST"," ","Yes",  
"WUTP99-0602",2001,1,07/17/2001,"1",13,9.5,0.68415,24.157,"VEL_DEPTH"," ","Yes",24516.08 
"WUTP99-0604",2001,1,07/12/2001,"1",9,3.04,0.02676,0.945,"VEL_DEPTH"," ","Yes",3466.9984 
"WUTP99-0605",2001,1,09/18/2001,"1",17,1.9,0.05476,1.934,"VEL_DEPTH"," ","Yes",1940.052 
"WUTP99-0620",2001,1,07/16/2001,"1", , , , ," ","NO PLACE TO MEASURE CHANNEL FULL OF GRASS","Sampling failed",  
"WUTP99-0629",2001,1,08/01/2001,"1",15,3.8,0.12704,4.486,"VEL_DEPTH"," ","Yes",10974.324 
"WUTP99-0664",2002,1,09/26/2002," ",4,0.006,0.0001,0.003,"VEL_DEPTH"," ","Yes",0.5334 
"WUTP99-0665",2002,1,09/30/2002," ",12,0.13,0.00615,0.217,"VEL_DEPTH"," ","Yes",85.852 
